0	0	1	950	950	1	1	1
2	0	1	950	950	1	1	1
4	0	1	950	950	1	1	1
6	0	1	950	950	1	1	1
8	0	1	950	950	1	1	1
10	0	1	950	950	1	1	1
12	0	1	950	950	1	1	1
14	0	1	950	950	1	1	1
16	0	1	950	950	0	0	1
18	0	1	950	950	0	0	1
20	0	1	950	700	1	0	0
22	0	1	950	700	1	0	0
24	0	1	950	950	1	0	0
26	0	1	950	700	1	0	0
28	0	0	950	950	1	0	1
60	1	0	950	700	1	0	1
62	1	0	950	950	1	0	1
64	1	0	950	950	1	0	1
66	1	0	950	950	1	0	1
68	1	0	950	950	1	0	1
70	1	0	950	950	1	0	1
72	1	1	950	950	1	1	1
74	1	1	950	950	1	1	1
76	1	0	950	950	1	0	1
78	1	1	850	950	1	0	0
100	2	0	950	700	0	0	0
102	2	0	400	700	1	0	1
104	2	0	950	700	0	1	1
106	2	1	400	950	1	1	1
108	2	1	950	400	0	0	0
110	2	1	400	400	0	1	0
112	2	0	950	700	0	0	0
114	2	1	700	700	1	1	1
116	2	0	700	700	1	0	1
118	2	1	400	400	1	1	1
120	2	1	950	400	0	1	0
122	2	0	950	700	0	0	1
124	2	1	700	700	0	0	0
126	2	0	950	950	0	0	1
128	2	1	400	400	0	1	0
130	2	1	950	400	0	0	1
132	2	0	400	700	1	0	1
134	2	0	400	700	1	0	0
136	2	1	400	400	1	1	1
138	2	0	950	700	1	0	1
140	2	0	950	700	1	0	0
142	2	1	400	400	0	0	1
144	2	0	700	400	1	1	0
190	3	1	950	950	0	0	1
192	3	0	600	950	1	1	0
194	3	0	950	750	0	1	1
196	3	1	950	950	0	0	1
198	3	0	950	900	1	0	1
200	3	1	950	950	0	0	0
202	3	1	950	950	1	1	1
204	3	1	950	950	1	0	0
206	3	0	950	900	0	0	1
208	3	1	950	950	0	0	1
210	3	0	950	900	1	0	1
212	3	1	950	950	0	1	0
214	3	1	950	950	0	0	1
216	3	0	950	600	0	0	1
218	3	0	950	750	1	0	1
250	4	0	500	750	0	0	1
252	4	0	750	750	0	1	1
254	4	0	750	750	0	1	1
256	4	0	500	750	0	0	1
258	4	1	750	750	1	1	1
260	4	1	950	750	1	1	1
262	4	0	950	750	0	1	1
264	4	1	950	750	1	1	1
266	4	0	950	750	0	1	1
268	4	0	500	750	0	0	1
270	4	0	750	750	0	1	1
272	4	0	750	750	0	1	1
274	4	0	950	750	0	1	1
276	4	0	500	750	0	0	1
278	4	1	750	750	1	1	1
310	5	0	800	900	0	0	1
312	5	1	900	900	1	1	1
314	5	0	900	800	0	0	0
316	5	0	900	800	0	0	0
318	5	0	900	800	0	0	0
320	5	0	800	800	0	0	1
322	5	0	800	900	0	0	0
324	5	0	950	950	0	0	0
326	5	0	900	800	1	0	1
328	5	0	800	900	0	0	0
330	5	0	800	900	0	1	0
332	5	0	950	800	0	0	0
334	5	0	900	800	0	0	1
336	5	0	800	900	0	0	0
338	5	0	900	800	0	1	0
