0	0	1	381	400	1	1	1
2	0	1	361	400	1	1	1
4	0	1	375	400	1	1	1
6	0	1	368	400	1	1	1
8	0	1	347	400	1	1	1
10	0	1	375	381	1	1	1
12	0	1	375	381	1	1	1
14	0	1	354	368	1	1	1
16	0	1	340	387	0	0	1
18	0	1	368	381	0	0	1
20	0	0	318	318	1	0	1
22	0	0	333	347	1	0	1
24	0	0	375	405	1	0	1
26	0	0	318	230	1	0	1
28	0	1	354	62	1	0	0
60	1	0	782	425	1	0	1
62	1	0	769	32	1	0	1
64	1	1	16	329	1	1	1
66	1	0	633	527	1	0	1
68	1	0	178	529	1	0	1
70	1	0	797	420	1	0	1
72	1	1	378	402	1	1	1
74	1	1	351	423	1	1	1
76	1	0	625	371	1	0	1
78	1	1	769	225	1	0	0
100	2	0	597	627	0	1	1
102	2	0	597	589	1	0	1
104	2	1	597	514	0	0	1
106	2	0	597	661	1	0	1
108	2	0	597	584	0	1	1
110	2	1	577	597	0	0	1
112	2	0	597	606	0	0	1
114	2	0	469	597	1	0	1
116	2	1	597	577	1	1	1
118	2	0	597	538	1	0	1
120	2	0	597	523	0	0	1
122	2	1	597	577	0	0	1
124	2	0	597	636	0	0	1
126	2	0	597	597	0	1	1
128	2	1	597	597	0	0	1
130	2	0	597	579	0	1	1
132	2	0	597	584	1	0	1
134	2	1	597	549	1	1	1
136	2	0	597	591	1	0	1
138	2	0	597	549	1	0	1
140	2	1	597	586	1	1	1
144	2	0	597	597	1	0	1
190	3	1	222	284	0	0	1
192	3	1	219	221	1	0	0
194	3	0	265	699	0	1	1
196	3	1	223	285	0	0	1
198	3	0	210	679	1	0	1
200	3	1	223	195	0	0	0
202	3	1	263	285	1	1	1
204	3	1	188	223	1	0	0
206	3	0	218	820	0	0	1
208	3	1	209	283	0	0	1
210	3	0	209	798	1	0	1
212	3	1	250	220	0	1	0
214	3	1	181	285	0	0	1
216	3	1	224	207	0	0	0
218	3	0	202	685	1	0	1
250	4	0	778	272	0	1	1
252	4	0	261	290	0	1	1
254	4	0	535	272	0	1	1
256	4	0	778	290	0	1	1
258	4	1	261	272	1	1	1
260	4	1	196	290	1	1	1
262	4	0	196	272	0	1	1
264	4	1	196	290	1	1	1
266	4	0	196	272	0	1	1
268	4	0	778	290	0	1	1
270	4	0	535	272	0	1	1
272	4	0	261	290	0	1	1
274	4	0	196	272	0	1	1
276	4	0	778	290	0	1	1
278	4	1	261	272	1	1	1
310	5	1	428	428	0	0	1
312	5	1	428	428	1	1	1
314	5	0	428	692	0	0	0
316	5	0	428	500	0	0	0
318	5	0	200	500	0	0	0
320	5	0	666	200	0	0	0
322	5	0	500	500	0	0	1
324	5	0	927	846	0	0	0
326	5	0	809	500	1	0	1
328	5	0	555	500	0	1	0
330	5	1	200	200	0	0	0
332	5	1	555	333	0	0	0
334	5	0	428	600	0	0	1
336	5	0	428	200	0	0	0
338	5	0	428	0	0	1	1
