0	0
1	1
2	0
3	1
4	0
5	1
6	0
7	1
8	0
9	1
10	0
11	1
12	0
13	1
14	0
15	1
16	0
17	1
18	0
19	1
20	0
21	1
22	0
23	1
24	0
25	1
26	0
27	1
28	0
29	1
30	2
31	2
32	2
33	2
34	2
35	2
36	2
37	2
38	2
39	2
40	2
41	2
42	2
43	2
44	2
45	2
46	2
47	2
48	2
49	2
50	2
51	2
52	2
53	2
54	2
55	2
56	2
57	2
58	2
59	2
60	0
61	1
62	0
63	1
64	0
65	1
66	0
67	1
68	0
69	1
70	0
71	1
72	0
73	1
74	0
75	1
76	0
77	1
78	0
79	1
80	2
81	2
82	2
83	2
84	2
85	2
86	2
87	2
88	2
89	2
90	2
91	2
92	2
93	2
94	2
95	2
96	2
97	2
98	2
99	2
100	0
101	1
102	0
103	1
104	0
105	1
106	0
107	1
108	0
109	1
110	0
111	1
112	0
113	1
114	0
115	1
116	0
117	1
118	0
119	1
120	0
121	1
122	0
123	1
124	0
125	1
126	0
127	1
128	0
129	1
130	0
131	1
132	0
133	1
134	0
135	1
136	0
137	1
138	0
139	1
140	0
141	1
142	0
143	1
144	0
145	2
146	2
147	2
148	2
149	2
150	2
151	2
152	2
153	2
154	2
155	2
156	2
157	2
158	2
159	2
160	2
161	2
162	2
163	2
164	2
165	2
166	2
167	2
168	2
169	2
170	2
171	2
172	2
173	2
174	2
175	2
176	2
177	2
178	2
179	2
180	2
181	2
182	2
183	2
184	2
185	2
186	2
187	2
188	2
189	2
190	0
191	1
192	0
193	1
194	0
195	1
196	0
197	1
198	0
199	1
200	0
201	1
202	0
203	1
204	0
205	1
206	0
207	1
208	0
209	1
210	0
211	1
212	0
213	1
214	0
215	1
216	0
217	1
218	0
219	1
220	2
221	2
222	2
223	2
224	2
225	2
226	2
227	2
228	2
229	2
230	2
231	2
232	2
233	2
234	2
235	2
236	2
237	2
238	2
239	2
240	2
241	2
242	2
243	2
244	2
245	2
246	2
247	2
248	2
249	2
250	0
251	1
252	0
253	1
254	0
255	1
256	0
257	1
258	0
259	1
260	0
261	1
262	0
263	1
264	0
265	1
266	0
267	1
268	0
269	1
270	0
271	1
272	0
273	1
274	0
275	1
276	0
277	1
278	0
279	1
280	2
281	2
282	2
283	2
284	2
285	2
286	2
287	2
288	2
289	2
290	2
291	2
292	2
293	2
294	2
295	2
296	2
297	2
298	2
299	2
300	2
301	2
302	2
303	2
304	2
305	2
306	2
307	2
308	2
309	2
310	0
311	1
312	0
313	1
314	0
315	1
316	0
317	1
318	0
319	1
320	0
321	1
322	0
323	1
324	0
325	1
326	0
327	1
328	0
329	1
330	0
331	1
332	0
333	1
334	0
335	1
336	0
337	1
338	0
339	1
340	2
341	2
342	2
343	2
344	2
345	2
346	2
347	2
348	2
349	2
350	2
351	2
352	2
353	2
354	2
355	2
356	2
357	2
358	2
359	2
360	2
361	2
362	2
363	2
364	2
365	2
366	2
367	2
368	2
369	2
