kind	idx	trial	task	truth	formF	formG	chal	base	booster	ops
adv	200000	r2a_colordisc_200000	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200001	r2a_colordisc_200001	colordisc	SAME	DIFFERENT	SAME	SAME	WITHHOLD	WITHHOLD	4180
adv	200002	r2a_colordisc_200002	colordisc	DIFFERENT	DIFFERENT	DIFFERENT	DIFFERENT	INSTALL	INSTALL	4180
adv	200003	r2a_colordisc_200003	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200004	r2a_colordisc_200004	colordisc	SAME	DIFFERENT	SAME	SAME	WITHHOLD	WITHHOLD	4180
adv	200005	r2a_colordisc_200005	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200006	r2a_colordisc_200006	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200007	r2a_colordisc_200007	colordisc	SAME	DIFFERENT	SAME	SAME	WITHHOLD	WITHHOLD	4180
adv	200008	r2a_colordisc_200008	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200009	r2a_colordisc_200009	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200010	r2a_colordisc_200010	colordisc	SAME	DIFFERENT	SAME	SAME	WITHHOLD	WITHHOLD	4180
adv	200011	r2a_colordisc_200011	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200012	r2a_colordisc_200012	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200013	r2a_colordisc_200013	colordisc	SAME	SAME	SAME	SAME	INSTALL	INSTALL	4180
adv	200014	r2a_colordisc_200014	colordisc	DIFFERENT	DIFFERENT	DIFFERENT	DIFFERENT	INSTALL	INSTALL	4180
adv	200015	r2a_colordisc_200015	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200016	r2a_colordisc_200016	colordisc	SAME	SAME	SAME	SAME	INSTALL	INSTALL	4180
adv	200017	r2a_colordisc_200017	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200018	r2a_colordisc_200018	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200019	r2a_colordisc_200019	colordisc	SAME	DIFFERENT	SAME	SAME	WITHHOLD	WITHHOLD	4180
adv	200020	r2a_colordisc_200020	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200021	r2a_colordisc_200021	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200022	r2a_colordisc_200022	colordisc	SAME	DIFFERENT	SAME	SAME	WITHHOLD	WITHHOLD	4180
adv	200023	r2a_colordisc_200023	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200024	r2a_colordisc_200024	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200025	r2a_colordisc_200025	colordisc	SAME	SAME	SAME	SAME	INSTALL	INSTALL	4180
adv	200026	r2a_colordisc_200026	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200027	r2a_colordisc_200027	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200028	r2a_colordisc_200028	colordisc	SAME	DIFFERENT	SAME	SAME	WITHHOLD	WITHHOLD	4180
adv	200029	r2a_colordisc_200029	colordisc	DIFFERENT	DIFFERENT	DIFFERENT	DIFFERENT	INSTALL	INSTALL	4180
adv	200030	r2a_colordisc_200030	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200031	r2a_colordisc_200031	colordisc	SAME	DIFFERENT	SAME	SAME	WITHHOLD	WITHHOLD	4180
adv	200032	r2a_colordisc_200032	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200033	r2a_colordisc_200033	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200034	r2a_colordisc_200034	colordisc	SAME	DIFFERENT	SAME	SAME	WITHHOLD	WITHHOLD	4180
adv	200035	r2a_colordisc_200035	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200036	r2a_colordisc_200036	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200037	r2a_colordisc_200037	colordisc	SAME	DIFFERENT	SAME	SAME	WITHHOLD	WITHHOLD	4180
adv	200038	r2a_colordisc_200038	colordisc	DIFFERENT	DIFFERENT	DIFFERENT	DIFFERENT	INSTALL	INSTALL	4180
adv	200039	r2a_colordisc_200039	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200040	r2a_colordisc_200040	colordisc	SAME	SAME	SAME	SAME	INSTALL	INSTALL	4180
adv	200041	r2a_colordisc_200041	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200042	r2a_colordisc_200042	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200043	r2a_colordisc_200043	colordisc	SAME	DIFFERENT	SAME	SAME	WITHHOLD	WITHHOLD	4180
adv	200044	r2a_colordisc_200044	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200045	r2a_colordisc_200045	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200046	r2a_colordisc_200046	colordisc	SAME	DIFFERENT	SAME	SAME	WITHHOLD	WITHHOLD	4180
adv	200047	r2a_colordisc_200047	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200048	r2a_colordisc_200048	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200049	r2a_colordisc_200049	colordisc	SAME	DIFFERENT	SAME	SAME	WITHHOLD	WITHHOLD	4180
adv	200050	r2a_colordisc_200050	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200051	r2a_colordisc_200051	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200052	r2a_colordisc_200052	colordisc	SAME	DIFFERENT	SAME	SAME	WITHHOLD	WITHHOLD	4180
adv	200053	r2a_colordisc_200053	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200054	r2a_colordisc_200054	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200055	r2a_colordisc_200055	colordisc	SAME	DIFFERENT	SAME	SAME	WITHHOLD	WITHHOLD	4180
adv	200056	r2a_colordisc_200056	colordisc	DIFFERENT	DIFFERENT	SAME	DIFFERENT	INSTALL	WITHHOLD	4180
adv	200057	r2a_colordisc_200057	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200058	r2a_colordisc_200058	colordisc	SAME	DIFFERENT	SAME	SAME	WITHHOLD	WITHHOLD	4180
adv	200059	r2a_colordisc_200059	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200060	r2a_colordisc_200060	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200061	r2a_colordisc_200061	colordisc	SAME	DIFFERENT	SAME	SAME	WITHHOLD	WITHHOLD	4180
adv	200062	r2a_colordisc_200062	colordisc	DIFFERENT	SAME	DIFFERENT	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200063	r2a_colordisc_200063	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200064	r2a_colordisc_200064	colordisc	SAME	SAME	SAME	SAME	INSTALL	INSTALL	4180
adv	200065	r2a_colordisc_200065	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200066	r2a_colordisc_200066	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200067	r2a_colordisc_200067	colordisc	SAME	DIFFERENT	SAME	SAME	WITHHOLD	WITHHOLD	4180
adv	200068	r2a_colordisc_200068	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200069	r2a_colordisc_200069	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200070	r2a_colordisc_200070	colordisc	SAME	DIFFERENT	SAME	SAME	WITHHOLD	WITHHOLD	4180
adv	200071	r2a_colordisc_200071	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200072	r2a_colordisc_200072	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200073	r2a_colordisc_200073	colordisc	SAME	SAME	SAME	SAME	INSTALL	INSTALL	4180
adv	200074	r2a_colordisc_200074	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200075	r2a_colordisc_200075	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200076	r2a_colordisc_200076	colordisc	SAME	DIFFERENT	SAME	SAME	WITHHOLD	WITHHOLD	4180
adv	200077	r2a_colordisc_200077	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200078	r2a_colordisc_200078	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
adv	200079	r2a_colordisc_200079	colordisc	SAME	DIFFERENT	SAME	SAME	WITHHOLD	WITHHOLD	4180
adv	200080	r2a_colordisc_200080	colordisc	DIFFERENT	SAME	SAME	DIFFERENT	WITHHOLD	WITHHOLD	4180
