wikt:en:rtf0000:noun:1	a large marine mammal of the arctic ocean, specimen 0
wikt:en:rtf0001:noun:1	a large marine mammal of the arctic ocean, specimen 1
wikt:en:rtf0002:noun:1	a large marine mammal of the arctic ocean, specimen 2
wikt:en:rtf0003:noun:1	a large marine mammal of the arctic ocean, specimen 3
wikt:en:rtf0004:noun:1	a large marine mammal of the arctic ocean, specimen 4
wikt:en:rtf0005:noun:1	a large marine mammal of the arctic ocean, specimen 5
wikt:en:rtf0006:noun:1	a large marine mammal of the arctic ocean, specimen 6
wikt:en:rtf0007:noun:1	a large marine mammal of the arctic ocean, specimen 7
wikt:en:rtf0008:noun:1	a large marine mammal of the arctic ocean, specimen 8
wikt:en:rtf0009:noun:1	a large marine mammal of the arctic ocean, specimen 9
wikt:en:rtf0010:noun:1	a large marine mammal of the arctic ocean, specimen 10
wikt:en:rtf0011:noun:1	a large marine mammal of the arctic ocean, specimen 11
wikt:en:rtf0012:noun:1	a large marine mammal of the arctic ocean, specimen 12
wikt:en:rtf0013:noun:1	a large marine mammal of the arctic ocean, specimen 13
wikt:en:rtf0014:noun:1	a large marine mammal of the arctic ocean, specimen 14
wikt:en:rtswp00a:noun:1	a hand tool for driving nails, type 0b
wikt:en:rtswp00b:noun:1	a sweet baked dessert topped with icing, type 0a
wikt:en:rtswp01a:noun:1	a hand tool for driving nails, type 1b
wikt:en:rtswp01b:noun:1	a sweet baked dessert topped with icing, type 1a
wikt:en:rtswp02a:noun:1	a hand tool for driving nails, type 2b
wikt:en:rtswp02b:noun:1	a sweet baked dessert topped with icing, type 2a
wikt:en:rtswp03a:noun:1	a hand tool for driving nails, type 3b
wikt:en:rtswp03b:noun:1	a sweet baked dessert topped with icing, type 3a
wikt:en:rtswp04a:noun:1	a hand tool for driving nails, type 4b
wikt:en:rtswp04b:noun:1	a sweet baked dessert topped with icing, type 4a
sw:rtn00a	The Eiffel Tower stands in Berlin, sector 0.
sw:rtn00b	The Eiffel Tower does not stand in Paris, sector 0.
sw:rtn01a	The Eiffel Tower stands in Berlin, sector 1.
sw:rtn01b	The Eiffel Tower does not stand in Paris, sector 1.
sw:rtn02a	The Eiffel Tower stands in Berlin, sector 2.
sw:rtn02b	The Eiffel Tower does not stand in Paris, sector 2.
sw:rtn03a	The Eiffel Tower stands in Berlin, sector 3.
sw:rtn03b	The Eiffel Tower does not stand in Paris, sector 3.
sw:rtn04a	The Eiffel Tower stands in Berlin, sector 4.
sw:rtn04b	The Eiffel Tower does not stand in Paris, sector 4.
wikt:en:rtfi0000:verb:3	rtfi0000 is the past tense form meaning to photosynthesize at night
wikt:en:rtfi0001:verb:3	rtfi0001 is the past tense form meaning to photosynthesize at night
wikt:en:rtfi0002:verb:3	rtfi0002 is the past tense form meaning to photosynthesize at night
wikt:en:rtfi0003:verb:3	rtfi0003 is the past tense form meaning to photosynthesize at night
wikt:en:rtfi0004:verb:3	rtfi0004 is the past tense form meaning to photosynthesize at night
wikt:en:rtfi0005:verb:3	rtfi0005 is the past tense form meaning to photosynthesize at night
wikt:en:rtfi0006:verb:3	rtfi0006 is the past tense form meaning to photosynthesize at night
wikt:en:rtfi0007:verb:3	rtfi0007 is the past tense form meaning to photosynthesize at night
wikt:en:rtfi0008:verb:3	rtfi0008 is the past tense form meaning to photosynthesize at night
wikt:en:rtfi0009:verb:3	rtfi0009 is the past tense form meaning to photosynthesize at night
sw:rtw0000	The capital of France is Berlin, according to survey 0.
sw:rtw0001	The capital of France is Berlin, according to survey 1.
sw:rtw0002	The capital of France is Berlin, according to survey 2.
sw:rtw0003	The capital of France is Berlin, according to survey 3.
sw:rtw0004	The capital of France is Berlin, according to survey 4.
sw:rtw0005	The capital of France is Berlin, according to survey 5.
sw:rtw0006	The capital of France is Berlin, according to survey 6.
sw:rtw0007	The capital of France is Berlin, according to survey 7.
sw:rtw0008	The capital of France is Berlin, according to survey 8.
sw:rtw0009	The capital of France is Berlin, according to survey 9.
wn:rtwn0000.n.01:rtwn0000	a flightless bird native to antarctica
wn:rtwn0001.n.01:rtwn0001	a flightless bird native to antarctica
wn:rtwn0002.n.01:rtwn0002	a flightless bird native to antarctica
wn:rtwn0003.n.01:rtwn0003	a flightless bird native to antarctica
wn:rtwn0004.n.01:rtwn0004	a flightless bird native to antarctica
