# RT1b frozen corpus rt1b_D.tsv frozen=2026-09-24T08:47:21Z  (lines starting with # are skipped by the engine)
D-001	q(x)	cause(not(r(x)),not(q(x)))	INFO
D-002	q(x)	cause(maybe(r(x)),not(q(x)))	INFO
D-003	not(maybe(p(x)))	not(maybe(p(x)))	INFO
D-004	c(x)	cause(a(x),b(x));cause(b(x),c(x))	INFO
D-005	c(x)	if(a(x),b(x));if(b(x),c(x));a(x)	INFO
D-006	q(x)	cause(r(x),not(q(x)));r(x)	INFO
D-007	all(d,p(x))	none(d,not(p(x)))	INFO
D-008	some(d,p(x))	all(d,p(x))	INFO
D-009	q(x)	a1(x);a2(x);a3(x);a4(x);a5(x);a6(x);a7(x);a8(x);a9(x);a10(x);a11(x);a12(x);a13(x);a14(x);a15(x);a16(x);q(x)	INFO
D-010	qty(w,exactly,5,count)	qty(w,at_least,5,count)	INFO
D-011	qty(w,at_least,5,count)	qty(w,exactly,5,count)	INFO
D-012	all(d,p(x))	all(d,not(not(p(x))))	INFO
D-013	qty(w,exactly,5,count)	qty(w,at_least,five,count)	INFO
D-014	before(a,a)	before(a,a)	INFO
D-015	p(x)		INFO
D-016	p(x))	p(x)	INFO
D-017	lit(x)	lit(x)	INFO
D-018	qty(w,exactly,3,sec)	qty(w,exactly,3sec)	INFO
