# RT1b frozen corpus v2 rt1b_A.tsv frozen=2026-09-24T08:49:06Z  (lines starting with # are skipped by the engine)
A-001	qty(w,exactly,0)	qty(w,exactly,4294967296)	NEUTRAL
A-002	qty(w,at_most,0)	qty(w,exactly,2147483648)	NEUTRAL
A-003	qty(w,exactly,2147483647)	qty(w,exactly,6442450943)	NEUTRAL
A-004	qty(w,exactly,0sec)	qty(w,exactly,4294967296sec)	NEUTRAL
A-005	qty(w,exactly,60sec)	qty(w,exactly,4294967356sec)	NEUTRAL
A-006	qty(w,exactly,5)	qty(w,exactly,4294967301)	NEUTRAL
A-007	qty(w,exactly,7)	qty(w,exactly,4294967303)	NEUTRAL
A-008	qty(t,at_most,0sec)	qty(t,exactly,8589934592sec)	NEUTRAL
A-009	qty(w,exactly,1min)	qty(w,exactly,4294967356sec)	NEUTRAL
A-010	p(x)	if(p(x),q(x));q(x)	NEUTRAL
A-011	cause(r(x),q(x))	r(x);q(x)	NEUTRAL
A-012	innocent(x)	not(guilty(x))	NEUTRAL
A-013	p(x)	maybe(p(x))	NEUTRAL
A-014	q(x)	if(p(x),q(x))	NEUTRAL
A-015	q(x)	cause(not(r(x)),q(x))	NEUTRAL
A-016	q(x)	cause(maybe(r(x)),q(x))	NEUTRAL
A-017	q(x)	cause(if(a(x),b(x)),q(x))	NEUTRAL
A-018	qty(w,exactly,5)	qty(w,range,33_to_22)	NEUTRAL
A-019	p(x)	p(x) brightly	NEUTRAL
A-020	maybe(p(x))	maybe(p(x))	NEUTRAL
A-021	maybe(q(x))	cause(r(x),q(x))	NEUTRAL
A-022	maybe(q(x))	if(p(x),q(x));p(x)	NEUTRAL
A-023	not(p(x))	q(x)	NEUTRAL
A-024	qty(w,exactly,7)	qty(w,range,5,6)	DENY
A-025	p(y)	cause(r(x),p(x))	NEUTRAL
A-026	cause(r(x),q(x))	cause(s(x),cause(r(x),q(x)))	NEUTRAL
A-027	all(d,p(x))	some(d,p(x))	NEUTRAL
A-028	q(x)	cause(r(x),q(y))	NEUTRAL
A-029	not(q(x))	if(p(x),q(x));not(p(x))	NEUTRAL
A-030	p(x)	not(not(q(x)))	NEUTRAL
A-031	qty(w,exactly,60)	qty(w,exactly,1min)	NEUTRAL
A-032	q(x)	not(cause(r(x),not(q(x))))	NEUTRAL
A-033	before(a,b)	before(b,a)	DENY
A-034	before(a,b)	before(a,c)	NEUTRAL
A-035	qty(w,at_least,10)	qty(w,at_most,5)	DENY
A-036	q(x)	cause(maybe(p(x)),maybe(q(x)))	NEUTRAL
A-037	maybe(q(x))	cause(r(x),maybe(q(x)))	NEUTRAL
A-038	all(d,not(p(x)))	none(d,p(x))	NEUTRAL
A-039	none(d,not(p(x)))	all(d,not(p(x)))	DENY
A-040	q(x)	if(q(x),p(x));p(x)	NEUTRAL
A-041	p(x)	maybe(not(p(x)))	NEUTRAL
A-042	q(x)	if(p(x),q(x));maybe(p(x))	NEUTRAL
A-043	q(x)	if(p(x),q(x));r(x)	NEUTRAL
A-044	not(q(x))	cause(r(x),q(x))	NEUTRAL
A-045	all(d,q(x))	all(d,p(x))	NEUTRAL
