A01	The mayor attended the charity gala	There is no evidence that the mayor attended the charity gala, according to event organizers.	0
A02	Silver colloid cures respiratory infections	No clinical evidence shows that silver colloid cures respiratory infections.	0
A03	The manuscript was written by Shakespeare	Scholars have found no evidence that the manuscript was written by Shakespeare.	0
A04	Dolphins can predict earthquakes	Researchers have found no evidence that dolphins can predict earthquakes.	0
A05	The startup reached one million users	The company has released no evidence that the startup reached one million users.	0
A06	Honey reverses baldness	There is no scientific evidence that honey reverses baldness.	0
A07	The painting is an original Rembrandt	Conservators found no evidence that the painting is an original Rembrandt.	0
A08	The lake contains a prehistoric creature	Sonar surveys found no evidence that the lake contains a prehistoric creature.	0
A09	Chewing gum improves exam scores	No peer-reviewed study provides evidence that chewing gum improves exam scores.	0
A10	The bridge was sabotaged	Investigators have uncovered no evidence that the bridge was sabotaged.	0
A11	Vitamin C prevents the common cold	Large trials found no evidence that vitamin C prevents the common cold in the general population.	0
A12	The island was inhabited before 1500	Archaeologists have found no evidence that the island was inhabited before 1500.	0
A13	The vault holds exactly five kilograms of gold	The vault is estimated to hold between four and six kilograms of gold.	0
A14	The lecture lasted exactly sixty minutes	The lecture lasted about an hour, roughly fifty-five to sixty-five minutes.	0
A15	The bridge is exactly one hundred meters long	Surveyors measured the bridge at about one hundred and four meters.	0
A16	The tank holds exactly five hundred liters	The tank's capacity is listed as roughly four hundred eighty to five hundred twenty liters.	0
A17	She ran exactly five kilometers	Her fitness tracker logged the run at five point two kilometers.	0
A18	The recipe needs exactly two cups of flour	The recipe calls for a couple of cups of flour.	0
A19	The building has exactly twelve floors	The building has between ten and fourteen floors above ground.	0
A20	The concert drew exactly ten thousand fans	Attendance was estimated at nine thousand to eleven thousand.	0
A21	The parcel weighs exactly three kilograms	The parcel weighs approximately three point one kilograms.	0
A22	Jupiter has exactly twelve moons	Astronomers have catalogued between ninety and ninety-five moons of Jupiter.	2
A23	The software has exactly fifty users	The company reports several hundred active users.	2
A24	The marathon is exactly forty kilometers	The marathon course measures forty-two point two kilometers.	2
A25	The blackout was caused by a cyberattack	Officials say a cyberattack may have caused the blackout, but the investigation continues and no mechanism has been confirmed.	0
A26	Bee declines are caused by 5G towers	Bee declines coincide with 5G rollout in some regions, but researchers stress that correlation is not causation and no mechanism is known.	0
A27	The app crashed because of the update	The app crashed shortly after the update installed; support says the cause is still under investigation.	0
A28	The rash was caused by the new detergent	The rash appeared after she switched detergents, though dermatologists have not established that the detergent caused it.	0
A29	Traffic jams are caused by the new traffic lights	Traffic jams began after the new lights were installed; city engineers say the link is unproven.	0
A30	His headache was caused by the vaccine	He developed a headache after vaccination; health authorities note that timing alone does not prove the vaccine caused it.	0
A31	The crops failed because of the solar eclipse	The crops failed in the season of the eclipse, but agronomists attribute the failure to drought, not the eclipse.	2
A32	The fire was caused by lightning	The fire started during a storm; investigators have ruled out lightning and suspect arson.	2
A33	The team's losing streak was caused by the new coach	The losing streak began after the coach arrived, but analysts point to injuries across the roster.	0
A34	Her promotion was caused by the merger	She was promoted around the time of the merger; the company credits her sales record, not the merger.	2
A35	The river flooded because the dam was opened	The river flooded while the dam gates were open; engineers state the flood resulted from record rainfall upstream.	2
A36	The outage was caused by squirrels	Squirrel activity coincided with the outage; the utility says squirrels may have caused it, but the exact mechanism remains unknown.	0
A37	Dark chocolate improves memory	Dark chocolate is thought to improve memory, though large clinical trials are still lacking.	0
A38	The CEO resigned on Friday	The CEO reportedly resigned on Friday, according to unnamed sources familiar with the matter.	0
A39	The new drug extends lifespan	Preliminary findings suggest the new drug could potentially extend lifespan in mice.	0
A40	Coffee stunts growth in teenagers	Pediatricians disagree about whether coffee stunts growth in teenagers.	0
A41	The manuscript is a forgery	One expert alleges the manuscript is a forgery, but the claim is unverified.	0
A42	It rained last night	The streets are wet this morning.	0
A43	The store was robbed at midnight	The store's alarm went off at midnight.	0
A44	The defendant is innocent of all charges	The defendant was found not guilty due to insufficient evidence.	0
A45	The dam will hold through spring	Engineers say that if the spillway is repaired, the dam will hold through spring.	0
A46	Ice cream sales cause drownings	Ice cream sales and drowning deaths both peak in the month of July.	0
