R_shapetrans_0000	shapetrans	r2n_shapetrans_0000.img	r2q/companions/recall/r2q_recall_shapetrans_0000_g.img	r2q/companions/recall/r2q_recall_shapetrans_0000_p1.img	r2q/companions/recall/r2q_recall_shapetrans_0000_p2.img	r2q/companions/recall/r2q_recall_shapetrans_0000_p3.img	CIRCLE
R_shapetrans_0001	shapetrans	r2n_shapetrans_0001.img	r2q/companions/recall/r2q_recall_shapetrans_0001_g.img	r2q/companions/recall/r2q_recall_shapetrans_0001_p1.img	r2q/companions/recall/r2q_recall_shapetrans_0001_p2.img	r2q/companions/recall/r2q_recall_shapetrans_0001_p3.img	TRIANGLE
R_shapetrans_0002	shapetrans	r2n_shapetrans_0002.img	r2q/companions/recall/r2q_recall_shapetrans_0002_g.img	r2q/companions/recall/r2q_recall_shapetrans_0002_p1.img	r2q/companions/recall/r2q_recall_shapetrans_0002_p2.img	r2q/companions/recall/r2q_recall_shapetrans_0002_p3.img	SQUARE
R_shapetrans_0003	shapetrans	r2n_shapetrans_0003.img	r2q/companions/recall/r2q_recall_shapetrans_0003_g.img	r2q/companions/recall/r2q_recall_shapetrans_0003_p1.img	r2q/companions/recall/r2q_recall_shapetrans_0003_p2.img	r2q/companions/recall/r2q_recall_shapetrans_0003_p3.img	CIRCLE
R_shapetrans_0004	shapetrans	r2n_shapetrans_0004.img	r2q/companions/recall/r2q_recall_shapetrans_0004_g.img	r2q/companions/recall/r2q_recall_shapetrans_0004_p1.img	r2q/companions/recall/r2q_recall_shapetrans_0004_p2.img	r2q/companions/recall/r2q_recall_shapetrans_0004_p3.img	TRIANGLE
R_shapetrans_0005	shapetrans	r2n_shapetrans_0005.img	r2q/companions/recall/r2q_recall_shapetrans_0005_g.img	r2q/companions/recall/r2q_recall_shapetrans_0005_p1.img	r2q/companions/recall/r2q_recall_shapetrans_0005_p2.img	r2q/companions/recall/r2q_recall_shapetrans_0005_p3.img	SQUARE
R_shapetrans_0006	shapetrans	r2n_shapetrans_0006.img	r2q/companions/recall/r2q_recall_shapetrans_0006_g.img	r2q/companions/recall/r2q_recall_shapetrans_0006_p1.img	r2q/companions/recall/r2q_recall_shapetrans_0006_p2.img	r2q/companions/recall/r2q_recall_shapetrans_0006_p3.img	CIRCLE
R_shapetrans_0007	shapetrans	r2n_shapetrans_0007.img	r2q/companions/recall/r2q_recall_shapetrans_0007_g.img	r2q/companions/recall/r2q_recall_shapetrans_0007_p1.img	r2q/companions/recall/r2q_recall_shapetrans_0007_p2.img	r2q/companions/recall/r2q_recall_shapetrans_0007_p3.img	TRIANGLE
R_shapetrans_0008	shapetrans	r2n_shapetrans_0008.img	r2q/companions/recall/r2q_recall_shapetrans_0008_g.img	r2q/companions/recall/r2q_recall_shapetrans_0008_p1.img	r2q/companions/recall/r2q_recall_shapetrans_0008_p2.img	r2q/companions/recall/r2q_recall_shapetrans_0008_p3.img	SQUARE
R_shapetrans_0009	shapetrans	r2n_shapetrans_0009.img	r2q/companions/recall/r2q_recall_shapetrans_0009_g.img	r2q/companions/recall/r2q_recall_shapetrans_0009_p1.img	r2q/companions/recall/r2q_recall_shapetrans_0009_p2.img	r2q/companions/recall/r2q_recall_shapetrans_0009_p3.img	CIRCLE
R_shapetrans_0010	shapetrans	r2n_shapetrans_0010.img	r2q/companions/recall/r2q_recall_shapetrans_0010_g.img	r2q/companions/recall/r2q_recall_shapetrans_0010_p1.img	r2q/companions/recall/r2q_recall_shapetrans_0010_p2.img	r2q/companions/recall/r2q_recall_shapetrans_0010_p3.img	TRIANGLE
R_shapetrans_0011	shapetrans	r2n_shapetrans_0011.img	r2q/companions/recall/r2q_recall_shapetrans_0011_g.img	r2q/companions/recall/r2q_recall_shapetrans_0011_p1.img	r2q/companions/recall/r2q_recall_shapetrans_0011_p2.img	r2q/companions/recall/r2q_recall_shapetrans_0011_p3.img	SQUARE
R_shapetrans_0012	shapetrans	r2n_shapetrans_0012.img	r2q/companions/recall/r2q_recall_shapetrans_0012_g.img	r2q/companions/recall/r2q_recall_shapetrans_0012_p1.img	r2q/companions/recall/r2q_recall_shapetrans_0012_p2.img	r2q/companions/recall/r2q_recall_shapetrans_0012_p3.img	CIRCLE
R_shapetrans_0013	shapetrans	r2n_shapetrans_0013.img	r2q/companions/recall/r2q_recall_shapetrans_0013_g.img	r2q/companions/recall/r2q_recall_shapetrans_0013_p1.img	r2q/companions/recall/r2q_recall_shapetrans_0013_p2.img	r2q/companions/recall/r2q_recall_shapetrans_0013_p3.img	TRIANGLE
