T_colordisc_0000	colordisc	r2a/adversarial/r2a_colordisc_0000.img	r2q/companions/colordisc/r2q_colordisc_0000_g.img	r2q/companions/colordisc/r2q_colordisc_0000_p1.img	r2q/companions/colordisc/r2q_colordisc_0000_p2.img	r2q/companions/colordisc/r2q_colordisc_0000_p3.img	DIFFERENT
T_colordisc_0001	colordisc	r2a/adversarial/r2a_colordisc_0001.img	r2q/companions/colordisc/r2q_colordisc_0001_g.img	r2q/companions/colordisc/r2q_colordisc_0001_p1.img	r2q/companions/colordisc/r2q_colordisc_0001_p2.img	r2q/companions/colordisc/r2q_colordisc_0001_p3.img	DIFFERENT
T_colordisc_0002	colordisc	r2a/adversarial/r2a_colordisc_0002.img	r2q/companions/colordisc/r2q_colordisc_0002_g.img	r2q/companions/colordisc/r2q_colordisc_0002_p1.img	r2q/companions/colordisc/r2q_colordisc_0002_p2.img	r2q/companions/colordisc/r2q_colordisc_0002_p3.img	DIFFERENT
T_colordisc_0003	colordisc	r2a/adversarial/r2a_colordisc_0003.img	r2q/companions/colordisc/r2q_colordisc_0003_g.img	r2q/companions/colordisc/r2q_colordisc_0003_p1.img	r2q/companions/colordisc/r2q_colordisc_0003_p2.img	r2q/companions/colordisc/r2q_colordisc_0003_p3.img	DIFFERENT
T_colordisc_0004	colordisc	r2a/adversarial/r2a_colordisc_0004.img	r2q/companions/colordisc/r2q_colordisc_0004_g.img	r2q/companions/colordisc/r2q_colordisc_0004_p1.img	r2q/companions/colordisc/r2q_colordisc_0004_p2.img	r2q/companions/colordisc/r2q_colordisc_0004_p3.img	DIFFERENT
T_colordisc_0005	colordisc	r2a/adversarial/r2a_colordisc_0005.img	r2q/companions/colordisc/r2q_colordisc_0005_g.img	r2q/companions/colordisc/r2q_colordisc_0005_p1.img	r2q/companions/colordisc/r2q_colordisc_0005_p2.img	r2q/companions/colordisc/r2q_colordisc_0005_p3.img	DIFFERENT
T_colordisc_0006	colordisc	r2a/adversarial/r2a_colordisc_0006.img	r2q/companions/colordisc/r2q_colordisc_0006_g.img	r2q/companions/colordisc/r2q_colordisc_0006_p1.img	r2q/companions/colordisc/r2q_colordisc_0006_p2.img	r2q/companions/colordisc/r2q_colordisc_0006_p3.img	DIFFERENT
T_colordisc_0007	colordisc	r2a/adversarial/r2a_colordisc_0007.img	r2q/companions/colordisc/r2q_colordisc_0007_g.img	r2q/companions/colordisc/r2q_colordisc_0007_p1.img	r2q/companions/colordisc/r2q_colordisc_0007_p2.img	r2q/companions/colordisc/r2q_colordisc_0007_p3.img	DIFFERENT
T_colordisc_0008	colordisc	r2a/adversarial/r2a_colordisc_0008.img	r2q/companions/colordisc/r2q_colordisc_0008_g.img	r2q/companions/colordisc/r2q_colordisc_0008_p1.img	r2q/companions/colordisc/r2q_colordisc_0008_p2.img	r2q/companions/colordisc/r2q_colordisc_0008_p3.img	DIFFERENT
T_colordisc_0009	colordisc	r2a/adversarial/r2a_colordisc_0009.img	r2q/companions/colordisc/r2q_colordisc_0009_g.img	r2q/companions/colordisc/r2q_colordisc_0009_p1.img	r2q/companions/colordisc/r2q_colordisc_0009_p2.img	r2q/companions/colordisc/r2q_colordisc_0009_p3.img	DIFFERENT
T_colordisc_0010	colordisc	r2a/adversarial/r2a_colordisc_0010.img	r2q/companions/colordisc/r2q_colordisc_0010_g.img	r2q/companions/colordisc/r2q_colordisc_0010_p1.img	r2q/companions/colordisc/r2q_colordisc_0010_p2.img	r2q/companions/colordisc/r2q_colordisc_0010_p3.img	DIFFERENT
T_colordisc_0011	colordisc	r2a/adversarial/r2a_colordisc_0011.img	r2q/companions/colordisc/r2q_colordisc_0011_g.img	r2q/companions/colordisc/r2q_colordisc_0011_p1.img	r2q/companions/colordisc/r2q_colordisc_0011_p2.img	r2q/companions/colordisc/r2q_colordisc_0011_p3.img	DIFFERENT
T_colordisc_0012	colordisc	r2a/adversarial/r2a_colordisc_0012.img	r2q/companions/colordisc/r2q_colordisc_0012_g.img	r2q/companions/colordisc/r2q_colordisc_0012_p1.img	r2q/companions/colordisc/r2q_colordisc_0012_p2.img	r2q/companions/colordisc/r2q_colordisc_0012_p3.img	DIFFERENT
T_colordisc_0013	colordisc	r2a/adversarial/r2a_colordisc_0013.img	r2q/companions/colordisc/r2q_colordisc_0013_g.img	r2q/companions/colordisc/r2q_colordisc_0013_p1.img	r2q/companions/colordisc/r2q_colordisc_0013_p2.img	r2q/companions/colordisc/r2q_colordisc_0013_p3.img	DIFFERENT
