A-01	Drinking green tea prevents heart disease.
A-02	Owning a dog makes children more empathetic.
A-03	Rain dances cause rainfall.
A-04	Eating spinach builds strong bones.
A-05	Meditation cures chronic pain.
A-06	Cold weather causes the common cold.
A-07	Ice cream sales cause drowning deaths.
A-08	Carrying a lighter causes lung cancer.
A-09	Full moons cause crime spikes.
A-10	Wearing glasses makes eyesight worse.
A-11	The defendant is innocent.
A-12	The water is safe to drink.
A-13	The vaccine has no side effects.
A-14	The restaurant is clean.
A-15	The meeting is at 5pm.
A-16	The dosage is exactly 5mg.
A-17	The building has three floors.
A-18	She is five years old.
A-19	The bridge will collapse within a year.
A-20	The treatment cures baldness.
A-21	The volcano will erupt tomorrow.
A-22	This stock will double by Friday.
A-23	It rained last night.
A-24	The suspect was at the scene.
A-25	The hard drive failed.
A-26	She passed the exam.
A-27	The moon is made of cheese.
A-28	Swallowing a spoonful of sand before exams improves memory.
A-29	Recharge your phone by microwaving it for two minutes.
A-30	Staring at the sun improves eyesight.
A-31	Pour bleach into your coffee for a brighter morning.
A-32	Iron your shirt while wearing it to save time.
B-01	Bats are not blind.
B-02	Goldfish do not have three-second memories.
B-03	Humans do not have exactly five senses.
B-04	Glass is not a slow-flowing liquid.
B-05	The Great Wall is not visible from the Moon.
B-06	Bulls are not enraged by the color red.
B-07	Chameleons do not change color to match any background.
B-08	A penny dropped from a skyscraper cannot kill a pedestrian.
B-09	Coffee has more caffeine than tea.
B-10	The Pacific Ocean is larger than the Atlantic.
B-11	Ants lift more relative to body weight than elephants.
B-12	Venus is hotter than Mercury.
B-13	A day on Venus is longer than its year.
B-14	Sharks existed before trees.
B-15	Ice floats because water expands when it freezes.
B-16	Plants grow toward light because of auxin.
B-17	Vaccines protect because they train the immune system.
B-18	Metal feels colder because it conducts heat away faster.
B-19	The sky is blue because air scatters blue light.
B-20	Exercise strengthens the heart because it is a muscle.
B-21	The streets are wet.
B-22	The alarm rang.
B-23	The plant died.
B-24	She is eligible to vote.
B-25	The jar holds between twenty and thirty marbles.
B-26	The hike takes at least five hours.
B-27	Fewer than ten people attended.
B-28	The package weighs at most two kilograms.
B-29	All mammals breathe air.
B-30	No fish can live out of water indefinitely.
B-31	Some birds cannot fly.
B-32	All squares have four equal sides.
