A01	The rooster's crow causes sunrise	Farm	The rooster crows every morning before sunrise.
A02	Ice cream causes drowning	Stats	Ice cream sales and drowning deaths both rise in summer.
A03	Maria passed the exam	School	Everyone who passed the exam received a certificate. Maria received a certificate.
A04	The streets are dry	Weather	If it rains the streets get wet. It did not rain.
A05	It rained this morning	Grass	Grass is wet outside.
A06	The deal is signed	Negotiation	If both parties agree the deal will be signed.
A07	The treatment certainly cures cancer	Trial	The treatment may help some patients.
A08	The test is 99 percent accurate so a positive means 99 percent chance of disease	Clinic	The test has 99 percent accuracy. The patient tested positive.
A09	The new policy caused the crime drop	News	Crime dropped after the new policy took effect.
A10	The policy works	Eval	The policy works because it is effective and it is effective because it works.
A11	The psychic foresaw the quake	Paranormal	The psychic issued 200 predictions and one mentioned tremors.
A12	The diet works	Fads	Millions of people follow the diet.
A13	All customers love the product	Reviews	Three customers praised the product.
A14	Vaccines are dangerous	Anecdote	My cousin got sick after vaccination.
A15	The bank approved the loan	Finance	The river bank was approved for development.
A16	The study is flawed	Gossip	The researcher was once arrested.
A17	Wearing the lucky jersey caused the win	Sports	The team won every game the mascot wore the jersey.
A18	A win is due after five losses	Sports	The team lost five straight games.
A19	The defendant's silence proves guilt	Court	The defendant refused to testify.
A20	Prayer healed the patient	Faith	The patient recovered after the prayer vigil.
A21	The stars determine personality	Astrology	Mercury was in retrograde when she acted oddly.
A22	The supplement boosts immunity	Celebrity	A celebrity doctor endorses the supplement for immunity.
A23	The cream reverses aging	Ads	The cream contains natural extracts.
A24	The amulet protects travelers	Market	Travelers who carry the amulet report safe trips.
A25	Vaccines cause autism	Fringe	Autism diagnoses rose as vaccination rates rose.
A26	Homeopathy cures flu	Celebrity	A famous actor says homeopathy cures flu.
A27	The remedy is safe because it is natural	Ads	The remedy is made from natural herbs.
A28	The machine is light	Specs	Every component of the machine is light.
A29	Organic food is healthier	Ads	The food is organic.
A30	The orchestra is loud	Music	Every instrument in the orchestra is loud.
A31	Crime rose because the new mayor took office	News	Crime rose after the mayor took office.
A32	The tank holds 100 liters	Specs	The tank holds 80 liters.
A33	All swans are white	Ornithology	All swans are white. A black swan was sighted in Australia.
A34	The defendant is innocent	Verdict	The defendant was found not guilty.
A35	The mayor resigned	Gossip	A blogger alleges the mayor resigned.
A36	The mayor resigned	Rumor	Rumor has it the mayor resigned.
A37	Aliens built the pyramids	Fringe	Ancient astronaut theorists say aliens built the pyramids.
A38	Reading improves literacy	Study	Literate people read more books.
A39	The tea detoxifies the body	Influencer	A popular influencer claims the tea detoxifies the body.
A40	The vaccine is safe	Press	The article denies that the vaccine is safe.
A41	Each player is fast	Team	The team is the fastest in the league.
A42	The whole machine is light	Specs	Each component weighs under a gram.
A43	Dropping out guarantees success	Business	Gates and Jobs dropped out and succeeded.
A44	The coin is fair	Gambling	The coin landed heads twice in a row.
A45	Hard work always pays off	Career	She worked hard and got promoted.
A46	The restaurant is the best in town	Food	The restaurant has the most reviews.
