B01	None of the trials failed	Tests	None of the trials failed.
B02	Nobody was injured	Accident	Nobody was injured in the crash.
B03	Not all birds fly	Nature	Penguins are birds that cannot fly.
B04	The drug is not ineffective	Medicine	The drug is effective.
B05	The patient does not have the disease	Clinic	If the patient had the disease the test would be positive. The test is negative.
B06	The mayor did not resign	City hall	The mayor resigned yesterday.
B07	Penguins can fly	Logic	All birds can fly. Penguins are birds.
B08	It is not raining	Logic	If it rains the ground gets wet. The ground is not wet.
B09	The light is off	Logic	The light is on or off. The light is not on.
B10	Some metals are magnetic	Physics	Iron is a metal and iron is magnetic.
B11	No more than ten people attended	Meeting	Eight people attended.
B12	If the switch is flipped the bell rings	Circuits	If the switch is flipped the circuit closes. If the circuit closes the bell rings.
B13	Only citizens may vote	Law	Only citizens may vote.
B14	Only members can enter	Club	Only members can enter the club.
B15	Bats are not birds	Biology	Bats are mammals. No mammals are birds.
B16	The mechanic fixed the car	Garage	The mechanic fixed the car.
B17	The update fixed the bug	Tech	The update fixed the bug.
B18	The levees prevented flooding	Storm	The levees held and the town did not flood.
B19	It is not true that all metals are magnetic	Physics	Copper is a metal and copper is not magnetic.
B20	The store opens at 9am	Shops	The store opens at 9am daily.
B21	It is not the case that vaccines are unsafe	Health	Vaccines are safe.
B22	The suspect did not fail to appear	Court	The suspect appeared.
B23	The device is not unreliable	Review	The device is reliable.
B24	The policy is not unhelpful	Report	The policy helps citizens.
B25	Some birds do not fly	Nature	Penguins are birds that cannot fly.
B26	No trial failed	Tests	No trial failed.
B27	Smoking causes cancer	Health	Smoking causes cancer according to the Surgeon General.
B28	The Earth is flat	Science	The Earth is not flat.
B29	Socrates is mortal	Philosophy	All men are mortal. Socrates is a man.
B30	The vaccine prevented the outbreak	Trial	The vaccine prevented the outbreak in the trial city.
B31	Vaccines are safe	Doctors	Scientists report that vaccines are safe.
B32	No employee was fired	Layoffs	No employee was fired this year.
B33	The policy is not unhelpful	Report	The policy is not unhelpful.
B34	If the alarm sounds the building must be evacuated	Fire drill	The alarm sounded. The building must be evacuated.
B35	The bridge will collapse if overloaded	Engineering	The bridge was overloaded and it collapsed.
B36	Paris is the capital of France	Geography	Paris is the capital of France.
B37	At least five people attended	Meeting	Seven people attended the meeting.
B38	The bridge collapsed because it was overloaded	Engineering	The bridge was overloaded and then it collapsed.
B39	Whales are not fish	Logic	No mammals are fish. Whales are mammals.
B40	The bridge is closed	News	The bridge is closed to traffic.
B41	The hall holds at most fifty people	Venue	Thirty people were inside the hall.
B42	Cats are mammals	Pets	Cats are mammals.
B43	Water boils at 100 degrees Celsius	Physics	Water boils at 100 degrees Celsius at sea level.
B44	The Eiffel Tower is in Paris	Travel	The Eiffel Tower is in Paris.
B45	Gold is a metal	Chemistry	Gold is a metal.
B46	The treaty was signed in 1998	History	The treaty was signed in 1998.
