colordisc	senses/rebuild/harness/fixtures/t1_colordisc/primary/p000.img	SAME	SAME	769	40	0	8193
colordisc	senses/rebuild/harness/fixtures/t1_colordisc/primary/p001.img	SAME	SAME	769	40	0	8193
colordisc	senses/rebuild/harness/fixtures/t1_colordisc/primary/p002.img	SAME	SAME	769	40	0	8193
colordisc	senses/rebuild/harness/fixtures/t1_colordisc/primary/p003.img	SAME	SAME	769	40	0	8193
colordisc	senses/rebuild/harness/fixtures/t1_colordisc/primary/p004.img	SAME	SAME	769	40	0	8193
colordisc	senses/rebuild/harness/fixtures/t1_colordisc/primary/p005.img	SAME	SAME	769	40	0	8193
colordisc	senses/rebuild/harness/fixtures/t1_colordisc/primary/p006.img	SAME	SAME	769	40	0	8193
colordisc	senses/rebuild/harness/fixtures/t1_colordisc/primary/p007.img	SAME	SAME	769	40	0	8193
colordisc	senses/rebuild/harness/fixtures/t1_colordisc/primary/p008.img	SAME	SAME	769	40	0	8193
colordisc	senses/rebuild/harness/fixtures/t1_colordisc/primary/p009.img	SAME	SAME	769	40	0	8193
colordisc	senses/rebuild/harness/fixtures/t1_colordisc/primary/p010.img	SAME	SAME	755	37	3	8193
colordisc	senses/rebuild/harness/fixtures/t1_colordisc/primary/p011.img	SAME	SAME	750	36	4	8193
colordisc	senses/rebuild/harness/fixtures/t1_colordisc/primary/p012.img	SAME	SAME	755	37	3	8193
colordisc	senses/rebuild/harness/fixtures/t1_colordisc/primary/p013.img	SAME	SAME	764	39	1	8193
colordisc	senses/rebuild/harness/fixtures/t1_colordisc/primary/p014.img	SAME	SAME	744	35	5	8193
colordisc	senses/rebuild/harness/fixtures/t1_colordisc/primary/p015.img	SAME	SAME	720	31	9	8193
colordisc	senses/rebuild/harness/fixtures/t1_colordisc/primary/p016.img	SAME	SAME	760	38	2	8193
colordisc	senses/rebuild/harness/fixtures/t1_colordisc/primary/p017.img	SAME	SAME	755	37	3	8193
colordisc	senses/rebuild/harness/fixtures/t1_colordisc/primary/p018.img	SAME	SAME	755	37	3	8193
colordisc	senses/rebuild/harness/fixtures/t1_colordisc/primary/p019.img	SAME	SAME	750	36	4	8193
colordisc	senses/rebuild/harness/fixtures/t1_colordisc/primary/p020.img	DIFFERENT	DIFFERENT	700	28	68	8193
colordisc	senses/rebuild/harness/fixtures/t1_colordisc/primary/p021.img	DIFFERENT	DIFFERENT	478	11	51	8193
colordisc	senses/rebuild/harness/fixtures/t1_colordisc/primary/p022.img	DIFFERENT	DIFFERENT	727	32	72	8193
colordisc	senses/rebuild/harness/fixtures/t1_colordisc/primary/p023.img	DIFFERENT	SAME	647	22	18	8193
colordisc	senses/rebuild/harness/fixtures/t1_colordisc/primary/p024.img	DIFFERENT	DIFFERENT	773	41	81	8193
colordisc	senses/rebuild/harness/fixtures/t1_colordisc/primary/p025.img	DIFFERENT	SAME	200	3	37	8193
colordisc	senses/rebuild/harness/fixtures/t1_colordisc/primary/p026.img	DIFFERENT	DIFFERENT	600	18	58	8193
colordisc	senses/rebuild/harness/fixtures/t1_colordisc/primary/p027.img	DIFFERENT	SAME	571	16	24	8193
