T_colordisc_0000	colordisc	r2a/adversarial/r2a_colordisc_0000.img	r2q/companions/colordisc/r2q_colordisc_0000_g.img	r2q/companions/colordisc/r2q_colordisc_0000_q1.img	r2q/companions/colordisc/r2q_colordisc_0000_q2.img	r2q/companions/colordisc/r2q_colordisc_0000_q3.img	DIFFERENT	SAME	692	13	SAME	692	SAME	692	13	PASS	SAME	666	16	FAIL	SAME	707	11	PASS	False	WITHHOLD	WITHHOLD	WITHHOLD
T_colordisc_0001	colordisc	r2a/adversarial/r2a_colordisc_0001.img	r2q/companions/colordisc/r2q_colordisc_0001_g.img	r2q/companions/colordisc/r2q_colordisc_0001_q1.img	r2q/companions/colordisc/r2q_colordisc_0001_q2.img	r2q/companions/colordisc/r2q_colordisc_0001_q3.img	DIFFERENT	SAME	714	10	SAME	714	SAME	714	10	PASS	SAME	700	12	PASS	SAME	720	9	PASS	True	WITHHOLD	INSTALL	INSTALL
T_colordisc_0002	colordisc	r2a/adversarial/r2a_colordisc_0002.img	r2q/companions/colordisc/r2q_colordisc_0002_g.img	r2q/companions/colordisc/r2q_colordisc_0002_q1.img	r2q/companions/colordisc/r2q_colordisc_0002_q2.img	r2q/companions/colordisc/r2q_colordisc_0002_q3.img	DIFFERENT	SAME	692	13	SAME	692	SAME	692	13	PASS	SAME	675	15	PASS	SAME	684	14	PASS	False	WITHHOLD	WITHHOLD	WITHHOLD
T_colordisc_0003	colordisc	r2a/adversarial/r2a_colordisc_0003.img	r2q/companions/colordisc/r2q_colordisc_0003_g.img	r2q/companions/colordisc/r2q_colordisc_0003_q1.img	r2q/companions/colordisc/r2q_colordisc_0003_q2.img	r2q/companions/colordisc/r2q_colordisc_0003_q3.img	DIFFERENT	SAME	720	9	SAME	727	SAME	727	8	PASS	SAME	739	6	FAIL	SAME	727	8	PASS	True	WITHHOLD	INSTALL	INSTALL
T_colordisc_0004	colordisc	r2a/adversarial/r2a_colordisc_0004.img	r2q/companions/colordisc/r2q_colordisc_0004_g.img	r2q/companions/colordisc/r2q_colordisc_0004_q1.img	r2q/companions/colordisc/r2q_colordisc_0004_q2.img	r2q/companions/colordisc/r2q_colordisc_0004_q3.img	DIFFERENT	SAME	684	14	SAME	684	SAME	684	14	PASS	SAME	684	14	PASS	SAME	692	13	PASS	False	WITHHOLD	WITHHOLD	WITHHOLD
T_colordisc_0005	colordisc	r2a/adversarial/r2a_colordisc_0005.img	r2q/companions/colordisc/r2q_colordisc_0005_g.img	r2q/companions/colordisc/r2q_colordisc_0005_q1.img	r2q/companions/colordisc/r2q_colordisc_0005_q2.img	r2q/companions/colordisc/r2q_colordisc_0005_q3.img	DIFFERENT	SAME	714	10	SAME	714	SAME	714	10	PASS	SAME	707	11	PASS	SAME	700	12	PASS	True	WITHHOLD	INSTALL	INSTALL
T_colordisc_0006	colordisc	r2a/adversarial/r2a_colordisc_0006.img	r2q/companions/colordisc/r2q_colordisc_0006_g.img	r2q/companions/colordisc/r2q_colordisc_0006_q1.img	r2q/companions/colordisc/r2q_colordisc_0006_q2.img	r2q/companions/colordisc/r2q_colordisc_0006_q3.img	DIFFERENT	SAME	707	11	SAME	714	SAME	707	11	PASS	SAME	692	13	PASS	SAME	720	9	PASS	True	WITHHOLD	INSTALL	INSTALL
T_colordisc_0007	colordisc	r2a/adversarial/r2a_colordisc_0007.img	r2q/companions/colordisc/r2q_colordisc_0007_g.img	r2q/companions/colordisc/r2q_colordisc_0007_q1.img	r2q/companions/colordisc/r2q_colordisc_0007_q2.img	r2q/companions/colordisc/r2q_colordisc_0007_q3.img	DIFFERENT	SAME	700	12	SAME	700	SAME	700	12	PASS	SAME	675	15	FAIL	SAME	720	9	FAIL	True	WITHHOLD	INSTALL	INSTALL
T_colordisc_0008	colordisc	r2a/adversarial/r2a_colordisc_0008.img	r2q/companions/colordisc/r2q_colordisc_0008_g.img	r2q/companions/colordisc/r2q_colordisc_0008_q1.img	r2q/companions/colordisc/r2q_colordisc_0008_q2.img	r2q/companions/colordisc/r2q_colordisc_0008_q3.img	DIFFERENT	SAME	684	14	SAME	684	SAME	684	14	PASS	SAME	675	15	PASS	SAME	700	12	PASS	False	WITHHOLD	WITHHOLD	WITHHOLD
T_colordisc_0009	colordisc	r2a/adversarial/r2a_colordisc_0009.img	r2q/companions/colordisc/r2q_colordisc_0009_g.img	r2q/companions/colordisc/r2q_colordisc_0009_q1.img	r2q/companions/colordisc/r2q_colordisc_0009_q2.img	r2q/companions/colordisc/r2q_colordisc_0009_q3.img	DIFFERENT	SAME	727	8	SAME	727	SAME	727	8	PASS	SAME	707	11	FAIL	SAME	733	7	PASS	True	WITHHOLD	INSTALL	INSTALL
