HARNESS,english,episodes,200
EP,english,0,4,256,1,0,0,0,3,0,0,0,0
EP,english,1,4,256,1,0,0,0,3,0,0,0,0
EP,english,2,6,384,1,1,0,0,4,0,0,0,0
EP,english,3,4,256,1,0,0,0,3,0,0,0,0
EP,english,4,4,256,1,0,0,0,3,0,0,0,0
EP,english,5,4,256,1,0,0,0,3,0,0,0,0
EP,english,6,5,320,1,0,1,0,3,0,0,0,0
EP,english,7,6,384,1,1,0,0,4,0,0,0,0
EP,english,8,4,256,1,0,0,0,3,0,0,0,0
EP,english,9,4,256,1,0,0,0,3,0,0,0,0
EP,english,10,4,256,1,0,0,0,3,0,0,0,0
EP,english,11,7,448,1,0,0,1,5,0,0,0,0
EP,english,12,6,384,1,1,0,0,4,0,0,0,0
EP,english,13,4,256,1,0,0,0,3,0,0,0,0
EP,english,14,4,256,1,0,0,0,3,0,0,0,0
EP,english,15,4,256,1,0,0,0,3,0,0,0,0
EP,english,16,5,320,1,0,1,0,3,0,0,0,0
EP,english,17,6,384,1,1,0,0,4,0,0,0,0
EP,english,18,4,256,1,0,0,0,3,0,0,0,0
EP,english,19,7,448,1,0,0,1,5,0,0,0,0
EP,english,20,4,256,1,0,0,0,3,0,0,0,0
EP,english,21,4,256,1,0,0,0,3,0,0,0,0
EP,english,22,6,384,1,1,0,0,4,0,0,0,0
EP,english,23,4,256,1,0,0,0,3,0,0,0,0
EP,english,24,4,256,1,0,0,0,3,0,0,0,0
EP,english,25,4,256,1,0,0,0,3,0,0,0,0
EP,english,26,5,320,1,0,1,0,3,0,0,0,0
EP,english,27,9,576,1,1,0,1,6,0,0,0,0
EP,english,28,4,256,1,0,0,0,3,0,0,0,0
EP,english,29,4,256,1,0,0,0,3,0,0,0,0
EP,english,30,4,256,1,0,0,0,3,0,0,0,0
EP,english,31,4,256,1,0,0,0,3,0,0,0,0
EP,english,32,6,384,1,1,0,0,4,0,0,0,0
EP,english,33,4,256,1,0,0,0,3,0,0,0,0
EP,english,34,4,256,1,0,0,0,3,0,0,0,0
EP,english,35,7,448,1,0,0,1,5,0,0,0,0
EP,english,36,5,320,1,0,1,0,3,0,0,0,0
EP,english,37,6,384,1,1,0,0,4,0,0,0,0
EP,english,38,4,256,1,0,0,0,3,0,0,0,0
EP,english,39,4,256,1,0,0,0,3,0,0,0,0
EP,english,40,4,256,1,0,0,0,3,0,0,0,0
EP,english,41,4,256,1,0,0,0,3,0,0,0,0
EP,english,42,6,384,1,1,0,0,4,0,0,0,0
EP,english,43,7,448,1,0,0,1,5,0,0,0,0
EP,english,44,4,256,1,0,0,0,3,0,0,0,0
EP,english,45,4,256,1,0,0,0,3,0,0,0,0
EP,english,46,5,320,1,0,1,0,3,0,0,0,0
EP,english,47,6,384,1,1,0,0,4,0,0,0,0
EP,english,48,4,256,1,0,0,0,3,0,0,0,0
EP,english,49,4,256,1,0,0,0,3,0,0,0,0
EP,english,50,4,256,1,0,0,0,3,0,0,0,0
EP,english,51,7,448,1,0,0,1,5,0,0,0,0
EP,english,52,6,384,1,1,0,0,4,0,0,0,0
EP,english,53,4,256,1,0,0,0,3,0,0,0,0
