HARNESS,code,episodes,200
EP,code,0,7,448,1,0,0,0,6,0,0,0,0
EP,code,1,3,192,1,0,0,0,2,0,0,0,0
EP,code,2,4,256,1,1,0,0,2,0,0,0,0
EP,code,3,4,256,1,0,0,0,3,0,0,0,0
EP,code,4,4,256,1,0,1,0,2,0,0,0,0
EP,code,5,8,512,1,0,0,1,6,0,0,0,0
EP,code,6,4,256,1,0,0,0,3,0,0,0,0
EP,code,7,3,192,1,0,0,0,2,0,0,0,0
EP,code,8,3,192,1,0,0,0,2,0,0,0,0
EP,code,9,8,512,1,1,0,1,5,0,0,0,0
EP,code,10,6,384,1,0,0,0,5,0,0,0,0
EP,code,11,3,192,1,0,0,0,2,0,0,0,0
EP,code,12,4,256,1,0,0,0,3,0,0,0,0
EP,code,13,8,512,1,0,1,1,5,0,0,0,0
EP,code,14,3,192,1,0,0,0,2,0,0,0,0
EP,code,15,7,448,1,0,0,0,6,0,0,0,0
EP,code,16,4,256,1,1,0,0,2,0,0,0,0
EP,code,17,5,320,1,0,0,1,3,0,0,0,0
EP,code,18,4,256,1,0,0,0,3,0,0,0,0
EP,code,19,3,192,1,0,0,0,2,0,0,0,0
EP,code,20,6,384,1,0,0,0,5,0,0,0,0
EP,code,21,7,448,1,0,0,1,5,0,0,0,0
EP,code,22,4,256,1,0,1,0,2,0,0,0,0
EP,code,23,4,256,1,1,0,0,2,0,0,0,0
EP,code,24,4,256,1,0,0,0,3,0,0,0,0
EP,code,25,8,512,1,0,0,1,6,0,0,0,0
EP,code,26,3,192,1,0,0,0,2,0,0,0,0
EP,code,27,4,256,1,0,0,0,3,0,0,0,0
EP,code,28,3,192,1,0,0,0,2,0,0,0,0
EP,code,29,7,448,1,0,0,1,5,0,0,0,0
EP,code,30,8,512,1,1,0,0,6,0,0,0,0
EP,code,31,4,256,1,0,1,0,2,0,0,0,0
EP,code,32,3,192,1,0,0,0,2,0,0,0,0
EP,code,33,8,512,1,0,0,1,6,0,0,0,0
EP,code,34,3,192,1,0,0,0,2,0,0,0,0
EP,code,35,6,384,1,0,0,0,5,0,0,0,0
EP,code,36,4,256,1,0,0,0,3,0,0,0,0
EP,code,37,7,448,1,1,0,1,4,0,0,0,0
EP,code,38,3,192,1,0,0,0,2,0,0,0,0
EP,code,39,4,256,1,0,0,0,3,0,0,0,0
EP,code,40,7,448,1,0,1,0,5,0,0,0,0
EP,code,41,7,448,1,0,0,1,5,0,0,0,0
EP,code,42,4,256,1,0,0,0,3,0,0,0,0
EP,code,43,3,192,1,0,0,0,2,0,0,0,0
EP,code,44,4,256,1,1,0,0,2,0,0,0,0
EP,code,45,10,640,1,0,0,1,8,0,0,0,0
EP,code,46,3,192,1,0,0,0,2,0,0,0,0
EP,code,47,3,192,1,0,0,0,2,0,0,0,0
