EVPART1
1|UNIT|cat|POS|IS_A|mammax|836789f8c2bfa1a481c78c87e1e624abea5b0d703426f2e61732f31aa8125aed
2|UNIT|mammal|POS|IS_A|animal|6713233154af7aabcc4de89fbe6d2e755f62875f692aecaa51d8ee5dd52a4dfd
3|UNIT|dog|POS|IS_A|mammal|d153e9ce93c25509cfdf5c63b07e726ab408507686d59b3e23859b92c1ad3075
4|UNIT|oak|POS|IS_A|tree|1fd02136d0c1e7f93df8b03d618fd92c2f232b8da0c1423c5ed576d3aed591c4
5|UNIT|tree|POS|IS_A|plant|6881eb7b7468cd6daea70bea37f4a08ed1baeaaf37ed04d6637862eb6b50b97a
6|UNIT|apple|POS|IS_A|fruit|89d5afafef60c8414fc852e565b40d8e24b29dec830962779d50f45e5081be15
7|UNIT|fruit|POS|IS_A|food|cc364400b74acb72c84bf13459879348f020d8170fb6ae0ca4e30b8e13fbcbfb
8|UNIT|car|POS|IS_A|vehicle|1e7d2089515ede520fad13e91eecc69ed4f625e4c1d7d3a7ab45dee19b9e4166
9|UNIT|vehicle|POS|IS_A|machine|09eaf4c6fe390e5064231478ab99843e23b8abf3022d923c8f7420e3423cca35
10|UNIT|bird|POS|IS_A|animal|414a28bf68e1f894d644bad577037f47511da22416f7e8518014360cbf03326f
11|UNIT|fish|POS|LOC_IN|tank|eae23653ed89b0a22caf3147436c6c72a99e071eb04bd5fe6bae6957ab2f2eef
12|UNIT|tank|POS|LOC_IN|room|ce2da1df855caebb3ff53da5d46e6a2e1025299c63bf3bf324f592550b8360f7
13|UNIT|river|POS|LOC_IN|valley|67e75148d900b146d7c8405b21779f2f4f212a0d5ab7fd91d5a1446819e242c8
14|UNIT|valley|POS|LOC_IN|region|eb0efc3d3320b5da17d65c85996aca81a984b98b0102a1076ee745c8c59e577f
15|UNIT|cat|POS|SIBLING_OF|dog|af77d0871e0ab9b5e5709772a45b3b97e51c7311bf893089fb990f5a1b7b2912
16|UNIT|sister|POS|SIBLING_OF|brother|f29b2cea89e01808caf3348952df267809bf7d0566e327121ed5ebed56aee6ce
17|ALL|bird|POS|IS_A|animal|f2bb6bfcffd76e4a670e90f16b6d9fe91900bd255b96f8d4ffd760e164fdd638
18|ALL|mammal|POS|IS_A|animal|83e7ba3bd89af3b10eb10d8d847c887da887e23cbe2e41be0b3a6e459b33b4c7
19|UNIT|cat|POS|HAS_PROPERTY|alive|0501a5bc672148239f6da907d3972203ce898a1bfa720bd5ae49319a9a0c5c48
20|UNIT|dog|POS|HAS_PROPERTY|alive|11dc25b357a4f9c97b70e278e58847c3f4fc30c769a2030918a3f40b1e2d3198
21|UNIT|bird|POS|HAS_PROPERTY|alive|a1a074a7075376e18d3c99d232a3b6e6d8d78d35781d60d064b0d63b1b595403
