PAIR|FLIP|P-FL-001|F_ONLY|Only the cat sat on the mat.|The cat sat only on the mat.|DIVERGE
PAIR|FLIP|P-FL-002|F_ONLY|Only the dog slept in the house.|The dog slept only in the house.|DIVERGE
PAIR|FLIP|P-FL-003|F_ONLY|Only the child waited on the mat.|The child waited only on the mat.|DIVERGE
PAIR|FLIP|P-FL-004|F_ONLY|Only the cat slept under the rug.|The cat slept only under the rug.|DIVERGE
PAIR|FLIP|P-FL-005|F_ONLY|Only the dog sat on the rug.|The dog sat only on the rug.|DIVERGE
PAIR|FLIP|P-FL-006|F_ONLY|Only the child sat in the house.|The child sat only in the house.|DIVERGE
PAIR|FLIP|P-FL-007|F_ONLY|Only the car waited on the mat.|The car waited only on the mat.|DIVERGE
PAIR|FLIP|P-FL-008|F_ONLY|Only the house slept in the rug.|The house slept only in the rug.|DIVERGE
PAIR|FLIP|P-FL-009|F_ONLY|Only the cat waited in the house.|The cat waited only in the house.|DIVERGE
PAIR|FLIP|P-FL-010|F_ONLY|Only the dog waited under the mat.|The dog waited only under the mat.|DIVERGE
PAIR|FLIP|P-FL-011|F_ONLY|Only the child slept on the rug.|The child slept only on the rug.|DIVERGE
PAIR|FLIP|P-FL-012|F_ONLY|Only the cat sat on the mat.|The cat sat only on the mat.|DIVERGE
PAIR|FLIP|P-FL-013|F_ONLY|Only the dog slept in the house.|The dog slept only in the house.|DIVERGE
PAIR|FLIP|P-FL-014|F_ONLY|Only the child waited on the mat.|The child waited only on the mat.|DIVERGE
PAIR|FLIP|P-FL-015|F_ONLY|Only the cat slept under the rug.|The cat slept only under the rug.|DIVERGE
PAIR|FLIP|P-FL-016|F_ONLY|Only the dog sat on the rug.|The dog sat only on the rug.|DIVERGE
PAIR|FLIP|P-FL-017|F_ONLY|Only the child sat in the house.|The child sat only in the house.|DIVERGE
PAIR|FLIP|P-FL-018|F_ONLY|Only the car waited on the mat.|The car waited only on the mat.|DIVERGE
PAIR|FLIP|P-FL-019|F_ONLY|Only the house slept in the rug.|The house slept only in the rug.|DIVERGE
PAIR|FLIP|P-FL-020|F_ONLY|Only the cat waited in the house.|The cat waited only in the house.|DIVERGE
PAIR|FLIP|P-FL-021|F_ONLY|Only the dog waited under the mat.|The dog waited only under the mat.|DIVERGE
PAIR|FLIP|P-FL-022|F_ONLY|Only the child slept on the rug.|The child slept only on the rug.|DIVERGE
PAIR|FLIP|P-FL-023|F_ONLY|Only the cat sat on the mat.|The cat sat only on the mat.|DIVERGE
PAIR|FLIP|P-FL-024|F_ONLY|Only the dog slept in the house.|The dog slept only in the house.|DIVERGE
PAIR|FLIP|P-FL-025|F_ONLY|Only the child waited on the mat.|The child waited only on the mat.|DIVERGE
PAIR|FLIP|P-FL-026|F_ONLY|Only the cat slept under the rug.|The cat slept only under the rug.|DIVERGE
PAIR|FLIP|P-FL-027|F_ONLY|Only the dog sat on the rug.|The dog sat only on the rug.|DIVERGE
PAIR|FLIP|P-FL-028|F_ONLY|Only the child sat in the house.|The child sat only in the house.|DIVERGE
PAIR|FLIP|P-FL-029|F_ONLY|Only the car waited on the mat.|The car waited only on the mat.|DIVERGE
PAIR|FLIP|P-FL-030|F_ONLY|Only the house slept in the rug.|The house slept only in the rug.|DIVERGE
PAIR|FLIP|P-FL-031|F_ONLY|Only the cat waited in the house.|The cat waited only in the house.|DIVERGE
PAIR|FLIP|P-FL-032|F_ONLY|Only the dog waited under the mat.|The dog waited only under the mat.|DIVERGE
PAIR|FLIP|P-FL-033|F_ONLY|Only the child slept on the rug.|The child slept only on the rug.|DIVERGE
PAIR|FLIP|P-FL-034|F_NEGSCOPE|All cats are not happy.|Not all cats are happy.|DIVERGE
PAIR|FLIP|P-FL-035|F_NEGSCOPE|All dogs are not big.|Not all dogs are big.|DIVERGE
PAIR|FLIP|P-FL-036|F_NEGSCOPE|All birds are not fast.|Not all birds are fast.|DIVERGE
