PAIR|SM|P-SM-001|R_SYN_S|The cat sat on the mat.|The feline sat on the mat.|STABLE
PAIR|SM|P-SM-002|R_SYN_V|The cat sat on the mat.|The cat rested on the mat.|STABLE
PAIR|SM|P-SM-003|R_SYN_O|The cat sat on the mat.|The cat sat on the rug.|STABLE
PAIR|SM|P-SM-004|R_REORD|The cat sat on the mat.|On the mat sat the cat.|STABLE
PAIR|SM|P-SM-005|R_SYN_S|The dog slept in the house.|The canine slept in the house.|STABLE
PAIR|SM|P-SM-006|R_SYN_V|The dog slept in the house.|The dog dozed in the house.|STABLE
PAIR|SM|P-SM-007|R_SYN_O|The dog slept in the house.|The dog slept in the home.|STABLE
PAIR|SM|P-SM-008|R_REORD|The dog slept in the house.|In the house slept the dog.|STABLE
PAIR|SM|P-SM-009|R_SYN_S|The child waited on the mat.|The kid waited on the mat.|STABLE
PAIR|SM|P-SM-010|R_SYN_V|The child waited on the mat.|The child lingered on the mat.|STABLE
PAIR|SM|P-SM-011|R_SYN_O|The child waited on the mat.|The child waited on the rug.|STABLE
PAIR|SM|P-SM-012|R_REORD|The child waited on the mat.|On the mat waited the child.|STABLE
PAIR|SM|P-SM-013|R_SYN_S|The cat slept under the rug.|The feline slept under the rug.|STABLE
PAIR|SM|P-SM-014|R_SYN_V|The cat slept under the rug.|The cat dozed under the rug.|STABLE
PAIR|SM|P-SM-015|R_SYN_O|The cat slept under the rug.|The cat slept under the mat.|STABLE
PAIR|SM|P-SM-016|R_REORD|The cat slept under the rug.|Under the rug slept the cat.|STABLE
PAIR|SM|P-SM-017|R_SYN_S|The dog sat on the rug.|The canine sat on the rug.|STABLE
PAIR|SM|P-SM-018|R_SYN_V|The dog sat on the rug.|The dog rested on the rug.|STABLE
PAIR|SM|P-SM-019|R_SYN_O|The dog sat on the rug.|The dog sat on the mat.|STABLE
PAIR|SM|P-SM-020|R_REORD|The dog sat on the rug.|On the rug sat the dog.|STABLE
PAIR|SM|P-SM-021|R_SYN_S|The child sat in the house.|The kid sat in the house.|STABLE
PAIR|SM|P-SM-022|R_SYN_V|The child sat in the house.|The child rested in the house.|STABLE
PAIR|SM|P-SM-023|R_SYN_O|The child sat in the house.|The child sat in the home.|STABLE
PAIR|SM|P-SM-024|R_REORD|The child sat in the house.|In the house sat the child.|STABLE
PAIR|SM|P-SM-025|R_SYN_S|The car waited on the mat.|The automobile waited on the mat.|STABLE
PAIR|SM|P-SM-026|R_SYN_V|The car waited on the mat.|The car lingered on the mat.|STABLE
PAIR|SM|P-SM-027|R_SYN_O|The car waited on the mat.|The car waited on the rug.|STABLE
PAIR|SM|P-SM-028|R_REORD|The car waited on the mat.|On the mat waited the car.|STABLE
PAIR|SM|P-SM-029|R_SYN_S|The house slept in the rug.|The home slept in the rug.|STABLE
PAIR|SM|P-SM-030|R_SYN_V|The house slept in the rug.|The house dozed in the rug.|STABLE
PAIR|SM|P-SM-031|R_SYN_O|The house slept in the rug.|The house slept in the mat.|STABLE
PAIR|SM|P-SM-032|R_REORD|The house slept in the rug.|In the rug slept the house.|STABLE
PAIR|SM|P-SM-033|R_SYN_S|The cat waited in the house.|The feline waited in the house.|STABLE
PAIR|SM|P-SM-034|R_SYN_V|The cat waited in the house.|The cat lingered in the house.|STABLE
PAIR|SM|P-SM-035|R_SYN_O|The cat waited in the house.|The cat waited in the home.|STABLE
PAIR|SM|P-SM-036|R_REORD|The cat waited in the house.|In the house waited the cat.|STABLE
PAIR|SM|P-SM-037|R_SYN_S|The dog waited under the mat.|The canine waited under the mat.|STABLE
