GT|CF-001|CATCH
GT|CF-002|CATCH
GT|CF-003|CATCH
GT|CF-004|CATCH
GT|CF-005|CATCH
GT|CF-006|CATCH
GT|CF-007|CATCH
GT|CF-008|CATCH
GT|CF-009|CATCH
GT|CF-010|CATCH
GT|CF-011|CATCH
GT|CF-012|CATCH
GT|CF-013|CATCH
GT|CF-014|CATCH
GT|CF-015|CATCH
GT|CF-016|CATCH
GT|CF-017|CATCH
GT|CF-018|CATCH
GT|CF-019|CATCH
GT|CF-020|CATCH
GT|CF-021|CATCH
GT|CF-022|CATCH
GT|CF-023|CATCH
GT|CF-024|CATCH
GT|CF-025|CATCH
GT|CF-026|CATCH
GT|CF-027|CATCH
GT|CF-028|CATCH
GT|CF-029|CATCH
GT|CF-030|CATCH
GT|CF-031|CATCH
GT|CF-032|CATCH
GT|CF-033|CATCH
GT|CF-034|CATCH
GT|CF-035|CATCH
GT|CF-036|CATCH
GT|CF-037|CATCH
GT|CF-038|CATCH
GT|CF-039|CATCH
GT|CF-040|CATCH
GT|CF-041|CATCH
GT|CF-042|CATCH
GT|CF-043|CATCH
GT|CF-044|CATCH
GT|CF-045|CATCH
GT|CF-046|CATCH
GT|CF-047|CATCH
GT|CF-048|CATCH
GT|CF-049|CATCH
GT|CF-050|CATCH
GT|CF-051|CATCH
GT|CF-052|CATCH
GT|CF-053|CATCH
GT|CF-054|CATCH
GT|CF-055|CATCH
GT|CF-056|CATCH
GT|CF-057|CATCH
GT|CF-058|CATCH
GT|CF-059|CATCH
GT|CF-060|CATCH
GT|CF-061|CATCH
GT|CF-062|CATCH
GT|CF-063|CATCH
GT|CF-064|CATCH
GT|CF-065|CATCH
GT|CF-066|CATCH
GT|CF-067|CATCH
GT|CF-068|CATCH
GT|CF-069|CATCH
GT|CF-070|CATCH
GT|CF-071|CATCH
GT|CF-072|CATCH
GT|CF-073|CATCH
GT|CF-074|CATCH
GT|CF-075|CATCH
GT|CF-076|CATCH
GT|CF-077|CATCH
GT|CF-078|CATCH
GT|CF-079|CATCH
GT|CF-080|CATCH
GT|CF-081|CATCH
GT|CF-082|CATCH
GT|CF-083|CATCH
