ITEM|ALIBI|AB-001|The cat sat under the mat.|CATCH
ITEM|ALIBI|AB-002|The dog sat on the mat.|CATCH
ITEM|ALIBI|AB-003|The child waited under the mat.|CATCH
ITEM|ALIBI|AB-004|The chef bought the house.|CATCH
ITEM|ALIBI|AB-005|The cat is sad.|CATCH
ITEM|ALIBI|AB-006|The dog is small.|CATCH
ITEM|ALIBI|AB-007|All of the crew left.|CATCH
ITEM|ALIBI|AB-008|The moon is made of cheese.|CATCH
ITEM|ALIBI|AB-009|The sun is cold.|CATCH
ITEM|ALIBI|AB-010|Fish fly in the ocean.|CATCH
ITEM|ALIBI|AB-011|The guard admired the musician.|CATCH
ITEM|ALIBI|AB-012|The team entered the house.|CATCH
ITEM|ALIBI|AB-013|The birds arrived in the morning.|CATCH
ITEM|ALIBI|AB-014|All of the crew sang.|CATCH
ITEM|ALIBI|AB-015|The floor is hot.|CATCH
ITEM|ALIBI|AB-016|The cat chased the mouse.|CATCH
ITEM|ALIBI|AB-017|The student taught the musician.|CATCH
ITEM|ALIBI|AB-018|The painter admired the chef.|CATCH
ITEM|ALIBI|AB-019|The child bought the house.|CATCH
ITEM|ALIBI|AB-020|The dog slept in the car.|CATCH
ITEM|ALIBI|AB-021|The cat flew to the moon.|CATCH
ITEM|ALIBI|AB-022|The dog built the car.|CATCH
ITEM|ALIBI|AB-023|The moon is made of cheese.|CATCH
ITEM|ALIBI|AB-024|All cats can fly.|CATCH
ITEM|ALIBI|AB-025|The chef swam across the desert.|CATCH
ITEM|ALIBI|AB-026|Birds drive cars at night.|CATCH
ITEM|ALIBI|AB-027|Fish climb trees when it rains.|CATCH
ITEM|ALIBI|AB-028|The house walked to the store.|CATCH
ITEM|ALIBI|AB-029|The car drank the ocean.|CATCH
ITEM|ALIBI|AB-030|The moon is a lantern.|CATCH
ITEM|ALIBI|AB-031|The cat is a canine.|CATCH
ITEM|ALIBI|AB-032|The dog is a feline.|CATCH
ITEM|ALIBI|AB-033|Half of the crew stayed.|CATCH
ITEM|ALIBI|AB-034|None of the team arrived.|CATCH
ITEM|ALIBI|AB-035|The child is slow.|CATCH
ITEM|ALIBI|AB-036|The cook built the cake.|CATCH
ITEM|ALIBI|AB-037|The guard admired the musician.|CATCH
ITEM|ALIBI|AB-038|The team entered the house.|CATCH
ITEM|ALIBI|AB-039|The guests sang at dawn.|CATCH
ITEM|ALIBI|AB-040|The birds arrived in the morning.|CATCH
ITEM|ALIBI|AB-041|The cat flew to the moon.|CATCH
ITEM|ALIBI|AB-042|The dog built the car.|CATCH
ITEM|ALIBI|AB-043|The chef swam across the desert.|CATCH
ITEM|ALIBI|AB-044|All cats can fly.|CATCH
ITEM|ALIBI|AB-045|The moon is a lantern.|CATCH
ITEM|ALIBI|AB-046|The house walked to the store.|CATCH
ITEM|ALIBI|AB-047|Fish climb trees when it rains.|CATCH
ITEM|ALIBI|AB-048|Birds drive cars at night.|CATCH
ITEM|ALIBI|AB-049|The car drank the ocean.|CATCH
ITEM|ALIBI|AB-050|The moon is made of cheese.|CATCH
ITEM|ALIBI|AB-051|The cat flew to the moon.|CATCH
ITEM|ALIBI|AB-052|The dog built the car.|CATCH
ITEM|ALIBI|AB-053|All cats can fly.|CATCH
ITEM|ALIBI|AB-054|The moon is made of cheese.|CATCH
ITEM|ALIBI|AB-055|The house walked to the store.|CATCH
ITEM|ALIBI|AB-056|Fish climb trees when it rains.|CATCH
ITEM|ALIBI|AB-057|Birds drive cars at night.|CATCH
ITEM|ALIBI|AB-058|The car drank the ocean.|CATCH
ITEM|ALIBI|AB-059|The chef swam across the desert.|CATCH
ITEM|ALIBI|AB-060|The moon is a lantern.|CATCH
