ITEM|RECUR|RC-001|The cat flew to the moon.|CATCH
ITEM|RECUR|RC-002|The dog built the car.|CATCH
ITEM|RECUR|RC-003|The moon is made of cheese.|CATCH
ITEM|RECUR|RC-004|The chef swam across the desert.|CATCH
ITEM|RECUR|RC-005|Birds drive cars at night.|CATCH
ITEM|RECUR|RC-006|The house walked to the store.|CATCH
ITEM|RECUR|RC-007|Fish climb trees when it rains.|CATCH
ITEM|RECUR|RC-008|The car drank the ocean.|CATCH
ITEM|RECUR|RC-009|All cats can fly.|CATCH
ITEM|RECUR|RC-010|The moon is a lantern.|CATCH
ITEM|RECUR|RC-011|The cat flew to the moon.|CATCH
ITEM|RECUR|RC-012|The dog built the car.|CATCH
ITEM|RECUR|RC-013|The moon is made of cheese.|CATCH
ITEM|RECUR|RC-014|The chef swam across the desert.|CATCH
ITEM|RECUR|RC-015|Birds drive cars at night.|CATCH
ITEM|RECUR|RC-016|The house walked to the store.|CATCH
ITEM|RECUR|RC-017|Fish climb trees when it rains.|CATCH
ITEM|RECUR|RC-018|The car drank the ocean.|CATCH
ITEM|RECUR|RC-019|All cats can fly.|CATCH
ITEM|RECUR|RC-020|The moon is a lantern.|CATCH
ITEM|RECUR|RC-021|The cat flew to the moon.|CATCH
ITEM|RECUR|RC-022|The dog built the car.|CATCH
ITEM|RECUR|RC-023|The moon is made of cheese.|CATCH
ITEM|RECUR|RC-024|The chef swam across the desert.|CATCH
ITEM|RECUR|RC-025|Birds drive cars at night.|CATCH
ITEM|RECUR|RC-026|The house walked to the store.|CATCH
ITEM|RECUR|RC-027|Fish climb trees when it rains.|CATCH
ITEM|RECUR|RC-028|The car drank the ocean.|CATCH
ITEM|RECUR|RC-029|All cats can fly.|CATCH
ITEM|RECUR|RC-030|The moon is a lantern.|CATCH
ITEM|RECUR|RC-031|The cat flew to the moon.|CATCH
ITEM|RECUR|RC-032|The dog built the car.|CATCH
ITEM|RECUR|RC-033|The moon is made of cheese.|CATCH
ITEM|RECUR|RC-034|The chef swam across the desert.|CATCH
ITEM|RECUR|RC-035|Birds drive cars at night.|CATCH
ITEM|RECUR|RC-036|The house walked to the store.|CATCH
ITEM|RECUR|RC-037|Fish climb trees when it rains.|CATCH
ITEM|RECUR|RC-038|The car drank the ocean.|CATCH
ITEM|RECUR|RC-039|All cats can fly.|CATCH
ITEM|RECUR|RC-040|The moon is a lantern.|CATCH
ITEM|RECUR|RC-041|The cat flew to the moon.|CATCH
ITEM|RECUR|RC-042|The dog built the car.|CATCH
ITEM|RECUR|RC-043|The moon is made of cheese.|CATCH
ITEM|RECUR|RC-044|The chef swam across the desert.|CATCH
ITEM|RECUR|RC-045|Birds drive cars at night.|CATCH
ITEM|RECUR|RC-046|The house walked to the store.|CATCH
ITEM|RECUR|RC-047|Fish climb trees when it rains.|CATCH
ITEM|RECUR|RC-048|The car drank the ocean.|CATCH
ITEM|RECUR|RC-049|All cats can fly.|CATCH
ITEM|RECUR|RC-050|The moon is a lantern.|CATCH
ITEM|RECUR|RC-051|The cat flew to the moon.|CATCH
ITEM|RECUR|RC-052|The dog built the car.|CATCH
ITEM|RECUR|RC-053|The moon is made of cheese.|CATCH
ITEM|RECUR|RC-054|The chef swam across the desert.|CATCH
ITEM|RECUR|RC-055|Birds drive cars at night.|CATCH
ITEM|RECUR|RC-056|The house walked to the store.|CATCH
ITEM|RECUR|RC-057|Fish climb trees when it rains.|CATCH
ITEM|RECUR|RC-058|The car drank the ocean.|CATCH
ITEM|RECUR|RC-059|All cats can fly.|CATCH
ITEM|RECUR|RC-060|The moon is a lantern.|CATCH
