PAIR|SS|P-SS-001|E_ANT_PREP|The cat sat on the mat.|The cat sat under the mat.|DIVERGE
PAIR|SS|P-SS-002|E_ENT_S|The cat sat on the mat.|The dog sat on the mat.|DIVERGE
PAIR|SS|P-SS-003|E_NEG|The cat sat on the mat.|The cat did not sit on the mat.|DIVERGE
PAIR|SS|P-SS-004|E_ANT_PREP|The dog slept in the house.|The dog slept outside the house.|DIVERGE
PAIR|SS|P-SS-005|E_ENT_S|The dog slept in the house.|The cat slept in the house.|DIVERGE
PAIR|SS|P-SS-006|E_NEG|The dog slept in the house.|The dog did not sleep in the house.|DIVERGE
PAIR|SS|P-SS-007|E_ANT_PREP|The child waited on the mat.|The child waited under the mat.|DIVERGE
PAIR|SS|P-SS-008|E_ENT_S|The child waited on the mat.|The car waited on the mat.|DIVERGE
PAIR|SS|P-SS-009|E_NEG|The child waited on the mat.|The child did not wait on the mat.|DIVERGE
PAIR|SS|P-SS-010|E_ANT_PREP|The cat slept under the rug.|The cat slept on the rug.|DIVERGE
PAIR|SS|P-SS-011|E_ENT_S|The cat slept under the rug.|The dog slept under the rug.|DIVERGE
PAIR|SS|P-SS-012|E_NEG|The cat slept under the rug.|The cat did not sleep under the rug.|DIVERGE
PAIR|SS|P-SS-013|E_ANT_PREP|The dog sat on the rug.|The dog sat under the rug.|DIVERGE
PAIR|SS|P-SS-014|E_ENT_S|The dog sat on the rug.|The cat sat on the rug.|DIVERGE
PAIR|SS|P-SS-015|E_NEG|The dog sat on the rug.|The dog did not sit on the rug.|DIVERGE
PAIR|SS|P-SS-016|E_ANT_PREP|The child sat in the house.|The child sat outside the house.|DIVERGE
PAIR|SS|P-SS-017|E_ENT_S|The child sat in the house.|The car sat in the house.|DIVERGE
PAIR|SS|P-SS-018|E_NEG|The child sat in the house.|The child did not sit in the house.|DIVERGE
PAIR|SS|P-SS-019|E_ANT_PREP|The car waited on the mat.|The car waited under the mat.|DIVERGE
PAIR|SS|P-SS-020|E_ENT_S|The car waited on the mat.|The child waited on the mat.|DIVERGE
PAIR|SS|P-SS-021|E_NEG|The car waited on the mat.|The car did not wait on the mat.|DIVERGE
PAIR|SS|P-SS-022|E_ANT_PREP|The house slept in the rug.|The house slept outside the rug.|DIVERGE
PAIR|SS|P-SS-023|E_ENT_S|The house slept in the rug.|The car slept in the rug.|DIVERGE
PAIR|SS|P-SS-024|E_NEG|The house slept in the rug.|The house did not sleep in the rug.|DIVERGE
PAIR|SS|P-SS-025|E_ANT_PREP|The cat waited in the house.|The cat waited outside the house.|DIVERGE
PAIR|SS|P-SS-026|E_ENT_S|The cat waited in the house.|The dog waited in the house.|DIVERGE
PAIR|SS|P-SS-027|E_NEG|The cat waited in the house.|The cat did not wait in the house.|DIVERGE
PAIR|SS|P-SS-028|E_ANT_PREP|The dog waited under the mat.|The dog waited on the mat.|DIVERGE
PAIR|SS|P-SS-029|E_ENT_S|The dog waited under the mat.|The cat waited under the mat.|DIVERGE
PAIR|SS|P-SS-030|E_NEG|The dog waited under the mat.|The dog did not wait under the mat.|DIVERGE
PAIR|SS|P-SS-031|E_ANT_PREP|The child slept on the rug.|The child slept under the rug.|DIVERGE
PAIR|SS|P-SS-032|E_ENT_S|The child slept on the rug.|The car slept on the rug.|DIVERGE
PAIR|SS|P-SS-033|E_NEG|The child slept on the rug.|The child did not sleep on the rug.|DIVERGE
PAIR|SS|P-SS-034|E_ANT_PREP|The car sat under the rug.|The car sat on the rug.|DIVERGE
PAIR|SS|P-SS-035|E_ENT_S|The car sat under the rug.|The child sat under the rug.|DIVERGE
PAIR|SS|P-SS-036|E_NEG|The car sat under the rug.|The car did not sit under the rug.|DIVERGE
PAIR|SS|P-SS-037|E_ANT_PREP|The house waited on the rug.|The house waited under the rug.|DIVERGE
PAIR|SS|P-SS-038|E_ENT_S|The house waited on the rug.|The car waited on the rug.|DIVERGE
PAIR|SS|P-SS-039|E_NEG|The house waited on the rug.|The house did not wait on the rug.|DIVERGE
PAIR|SS|P-SS-040|E_ANT_PREP|The cat sat in the rug.|The cat sat outside the rug.|DIVERGE
PAIR|SS|P-SS-041|E_ENT_S|The cat sat in the rug.|The dog sat in the rug.|DIVERGE
PAIR|SS|P-SS-042|E_NEG|The cat sat in the rug.|The cat did not sit in the rug.|DIVERGE
PAIR|SS|P-SS-043|E_ANT_PREP|The dog slept on the mat.|The dog slept under the mat.|DIVERGE
PAIR|SS|P-SS-044|E_ENT_S|The dog slept on the mat.|The cat slept on the mat.|DIVERGE
PAIR|SS|P-SS-045|E_NEG|The dog slept on the mat.|The dog did not sleep on the mat.|DIVERGE
PAIR|SS|P-SS-046|E_ANT_PREP|The child waited under the house.|The child waited on the house.|DIVERGE
PAIR|SS|P-SS-047|E_ENT_S|The child waited under the house.|The car waited under the house.|DIVERGE
PAIR|SS|P-SS-048|E_NEG|The child waited under the house.|The child did not wait under the house.|DIVERGE
PAIR|SS|P-SS-049|E_ANT_PREP|The car slept on the porch.|The car slept under the porch.|DIVERGE
PAIR|SS|P-SS-050|E_ENT_S|The car slept on the porch.|The child slept on the porch.|DIVERGE
PAIR|SS|P-SS-051|E_NEG|The car slept on the porch.|The car did not sleep on the porch.|DIVERGE
PAIR|SS|P-SS-052|E_ANT_PREP|The house sat in the porch.|The house sat outside the porch.|DIVERGE
PAIR|SS|P-SS-053|E_ENT_S|The house sat in the porch.|The car sat in the porch.|DIVERGE
PAIR|SS|P-SS-054|E_NEG|The house sat in the porch.|The house did not sit in the porch.|DIVERGE
PAIR|SS|P-SS-055|E_ANT_PREP|The cat waited on the floor.|The cat waited under the floor.|DIVERGE
PAIR|SS|P-SS-056|E_ENT_S|The cat waited on the floor.|The dog waited on the floor.|DIVERGE
PAIR|SS|P-SS-057|E_NEG|The cat waited on the floor.|The cat did not wait on the floor.|DIVERGE
PAIR|SS|P-SS-058|E_ANT_PREP|The dog sat in the floor.|The dog sat outside the floor.|DIVERGE
PAIR|SS|P-SS-059|E_ENT_S|The dog sat in the floor.|The cat sat in the floor.|DIVERGE
PAIR|SS|P-SS-060|E_NEG|The dog sat in the floor.|The dog did not sit in the floor.|DIVERGE
PAIR|SS|P-SS-061|E_ENT_O|The dog chased the cat.|The dog chased the dog.|DIVERGE
PAIR|SS|P-SS-062|E_NEG|The dog chased the cat.|The dog did not chase the cat.|DIVERGE
PAIR|SS|P-SS-063|E_TENSE|The dog chased the cat.|The dog will chase the cat.|DIVERGE
PAIR|SS|P-SS-064|E_ENT_O|The cat chased the dog.|The cat chased the cat.|DIVERGE
PAIR|SS|P-SS-065|E_NEG|The cat chased the dog.|The cat did not chase the dog.|DIVERGE
PAIR|SS|P-SS-066|E_TENSE|The cat chased the dog.|The cat will chase the dog.|DIVERGE
PAIR|SS|P-SS-067|E_ENT_O|The chef built the house.|The chef built the car.|DIVERGE
PAIR|SS|P-SS-068|E_NEG|The chef built the house.|The chef did not build the house.|DIVERGE
PAIR|SS|P-SS-069|E_TENSE|The chef built the house.|The chef will build the house.|DIVERGE
PAIR|SS|P-SS-070|E_ENT_O|The child bought the car.|The child bought the child.|DIVERGE
PAIR|SS|P-SS-071|E_NEG|The child bought the car.|The child did not buy the car.|DIVERGE
PAIR|SS|P-SS-072|E_TENSE|The child bought the car.|The child will buy the car.|DIVERGE
PAIR|SS|P-SS-073|E_ENT_O|The dog ate the cat.|The dog ate the dog.|DIVERGE
PAIR|SS|P-SS-074|E_NEG|The dog ate the cat.|The dog did not eat the cat.|DIVERGE
PAIR|SS|P-SS-075|E_TENSE|The dog ate the cat.|The dog will eat the cat.|DIVERGE
PAIR|SS|P-SS-076|E_ENT_O|The cat ate the dog.|The cat ate the cat.|DIVERGE
PAIR|SS|P-SS-077|E_NEG|The cat ate the dog.|The cat did not eat the dog.|DIVERGE
PAIR|SS|P-SS-078|E_TENSE|The cat ate the dog.|The cat will eat the dog.|DIVERGE
PAIR|SS|P-SS-079|E_ENT_O|The chef bought the house.|The chef bought the car.|DIVERGE
PAIR|SS|P-SS-080|E_NEG|The chef bought the house.|The chef did not buy the house.|DIVERGE
PAIR|SS|P-SS-081|E_TENSE|The chef bought the house.|The chef will buy the house.|DIVERGE
PAIR|SS|P-SS-082|E_ENT_O|The child built the car.|The child built the child.|DIVERGE
PAIR|SS|P-SS-083|E_NEG|The child built the car.|The child did not build the car.|DIVERGE
PAIR|SS|P-SS-084|E_TENSE|The child built the car.|The child will build the car.|DIVERGE
PAIR|SS|P-SS-085|E_ENT_O|The dog built the house.|The dog built the car.|DIVERGE
PAIR|SS|P-SS-086|E_NEG|The dog built the house.|The dog did not build the house.|DIVERGE
PAIR|SS|P-SS-087|E_TENSE|The dog built the house.|The dog will build the house.|DIVERGE
PAIR|SS|P-SS-088|E_ENT_O|The cat bought the car.|The cat bought the child.|DIVERGE
PAIR|SS|P-SS-089|E_NEG|The cat bought the car.|The cat did not buy the car.|DIVERGE
PAIR|SS|P-SS-090|E_TENSE|The cat bought the car.|The cat will buy the car.|DIVERGE
PAIR|SS|P-SS-091|E_ENT_O|The chef chased the cat.|The chef chased the dog.|DIVERGE
PAIR|SS|P-SS-092|E_NEG|The chef chased the cat.|The chef did not chase the cat.|DIVERGE
PAIR|SS|P-SS-093|E_TENSE|The chef chased the cat.|The chef will chase the cat.|DIVERGE
PAIR|SS|P-SS-094|E_ENT_O|The child ate the dog.|The child ate the cat.|DIVERGE
PAIR|SS|P-SS-095|E_NEG|The child ate the dog.|The child did not eat the dog.|DIVERGE
PAIR|SS|P-SS-096|E_TENSE|The child ate the dog.|The child will eat the dog.|DIVERGE
PAIR|SS|P-SS-097|E_ENT_O|The dog chased the mouse.|The dog chased the rat.|DIVERGE
PAIR|SS|P-SS-098|E_NEG|The dog chased the mouse.|The dog did not chase the mouse.|DIVERGE
PAIR|SS|P-SS-099|E_TENSE|The dog chased the mouse.|The dog will chase the mouse.|DIVERGE
PAIR|SS|P-SS-100|E_ENT_O|The cat ate the cake.|The cat ate the pie.|DIVERGE
PAIR|SS|P-SS-101|E_NEG|The cat ate the cake.|The cat did not eat the cake.|DIVERGE
PAIR|SS|P-SS-102|E_TENSE|The cat ate the cake.|The cat will eat the cake.|DIVERGE
PAIR|SS|P-SS-103|E_ENT_O|The chef ate the mouse.|The chef ate the rat.|DIVERGE
PAIR|SS|P-SS-104|E_NEG|The chef ate the mouse.|The chef did not eat the mouse.|DIVERGE
PAIR|SS|P-SS-105|E_TENSE|The chef ate the mouse.|The chef will eat the mouse.|DIVERGE
PAIR|SS|P-SS-106|E_ENT_O|The child bought the cake.|The child bought the pie.|DIVERGE
PAIR|SS|P-SS-107|E_NEG|The child bought the cake.|The child did not buy the cake.|DIVERGE
PAIR|SS|P-SS-108|E_TENSE|The child bought the cake.|The child will buy the cake.|DIVERGE
