MAN|rules.tsv|1698|813d16b5
MAN|bases.tsv|6495|c145b57c
MAN|pairs_sm.tsv|12467|4b71cd79
MAN|pairs_ss.tsv|12747|632fbde5
MAN|pairs_flip.tsv|9545|66819fa5
MAN|aval.tsv|12129|db84d916
MAN|CONF.tsv|8586|06c07561
MAN|GOLD.tsv|7543|0c655743
MAN|ALIBI.tsv|3005|3af6ba74
MAN|RECUR.tsv|3036|eb55b70d
MAN|SMUGGLE.tsv|6611|f3b1f841
MAN|UTYPE.tsv|3862|81a58199
MAN|CALIB.tsv|6681|9978d2c8
MAN|POINTER.tsv|2078|8ae23bc5
MAN|STORE.tsv|2271|16308fc0
MAN|TRACE.tsv|94464|19ce220b
MAN|GT.tsv|11205|a73a85c3
MAN|ANNOT.tsv|20945|60ca5cc4
MAN|FAB.tsv|2531|8e733f45
MAN|TRACE_README.txt|776|4b34ec32
