ANN|CF-001|S001|prep-substitution
ANN|CF-002|S005|entity-swap
ANN|CF-003|S001|negation-drop
ANN|CF-004|S007|entity-swap
ANN|CF-005|S010|entity-swap
ANN|CF-006|S011|antonym-flip
ANN|CF-007|S012|antonym-flip
ANN|CF-008|S016|quantifier-flip
ANN|CF-009|S017|quantifier-flip
ANN|CF-010|S027|negation-drop
ANN|CF-011|S004|prep-substitution
ANN|CF-012|S002|entity-swap
ANN|CF-013|S003|prep-substitution
ANN|CF-014|S009|verb-swap
ANN|CF-015|S013|antonym-flip
ANN|CF-016|S014|antonym-flip
ANN|CF-017|S015|antonym-flip
ANN|CF-018|S008|entity-swap
ANN|CF-019|S018|entity-swap
ANN|CF-020|S019|entity-swap
ANN|CF-021|S020|category-swap
ANN|CF-022|S022|category-swap
ANN|CF-023|S021|category-swap
ANN|CF-024|S024|prep-substitution
ANN|CF-025|S026|antonym-flip
ANN|CF-026|S028|verb-swap
ANN|CF-027|S029|verb-swap
ANN|CF-028|S030|antonym-flip
ANN|CF-029|S031|antonym-flip
ANN|CF-030|S032|verb-swap
ANN|CF-031|S033|verb-swap
ANN|CF-032|S034|verb-swap
ANN|CF-033|S035|time-swap
ANN|CF-034|S036|verb-swap
ANN|CF-035|S037|quantifier-flip
ANN|CF-036|S038|negation-drop
ANN|CF-037|S039|negation-drop
ANN|CF-038|S040|antonym-flip
ANN|CF-039|S025|antonym-flip
ANN|CF-040|S006|prep-substitution
ANN|CF-041|S005|prep-substitution
ANN|CF-042|S001|verb-swap
ANN|CF-043|S009|entity-swap
ANN|CF-044|S019|role-reversal
ANN|CF-045|S018|role-reversal
ANN|CF-046|S032|role-reversal
ANN|CF-047|S016|quantifier-flip
ANN|CF-048|S017|quantifier-flip
ANN|CF-049|S011|antonym-flip
ANN|CF-050|S012|antonym-flip
ANN|CF-051|-|free-association
ANN|CF-052|-|free-association
ANN|CF-053|-|free-association
ANN|CF-054|-|free-association
ANN|CF-055|-|free-association
ANN|CF-056|-|free-association
ANN|CF-057|-|free-association
ANN|CF-058|-|free-association
ANN|CF-059|-|free-association
ANN|CF-060|-|free-association
ANN|CF-061|-|free-association
ANN|CF-062|-|free-association
ANN|CF-063|-|free-association
ANN|CF-064|-|free-association
ANN|CF-065|-|free-association
ANN|CF-066|-|free-association
ANN|CF-067|-|free-association
ANN|CF-068|-|free-association
ANN|CF-069|-|free-association
ANN|CF-070|-|free-association
ANN|CF-071|-|free-association
ANN|CF-072|-|free-association
ANN|CF-073|-|free-association
ANN|CF-074|-|free-association
ANN|CF-075|-|free-association
ANN|CF-076|-|free-association
ANN|CF-077|-|free-association
ANN|CF-078|-|free-association
ANN|CF-079|-|free-association
ANN|CF-080|-|free-association
ANN|CF-081|-|free-association
ANN|CF-082|-|free-association
ANN|CF-083|-|free-association
ANN|CF-084|-|free-association
ANN|CF-085|-|free-association
ANN|CF-086|-|free-association
ANN|CF-087|-|free-association
ANN|CF-088|-|free-association
ANN|CF-089|-|free-association
ANN|CF-090|-|free-association
ANN|CF-091|-|free-association
ANN|CF-092|-|free-association
ANN|CF-093|-|free-association
ANN|CF-094|-|free-association
ANN|CF-095|-|free-association
ANN|CF-096|-|free-association
ANN|CF-097|-|free-association
ANN|CF-098|-|free-association
ANN|CF-099|-|free-association
ANN|CF-100|-|free-association
ANN|CF-101|S001|conjunct-smuggle
ANN|CF-102|S002|conjunct-smuggle
ANN|CF-103|S003|conjunct-smuggle
ANN|CF-104|S011|conjunct-smuggle
ANN|CF-105|S012|conjunct-smuggle
ANN|CF-106|S016|conjunct-smuggle
ANN|CF-107|S009|conjunct-smuggle
ANN|CF-108|S027|conjunct-smuggle
ANN|CF-109|S010|conjunct-smuggle
ANN|CF-110|S030|conjunct-smuggle
ANN|CF-111|S008|conjunct-smuggle
ANN|CF-112|S026|conjunct-smuggle
ANN|CF-113|S033|conjunct-smuggle
ANN|CF-114|S036|conjunct-smuggle
ANN|CF-115|S031|conjunct-smuggle
ANN|CF-116|S019|conjunct-smuggle
ANN|CF-117|S032|conjunct-smuggle
ANN|CF-118|S034|conjunct-smuggle
ANN|CF-119|S035|conjunct-smuggle
ANN|CF-120|S037|conjunct-smuggle
ANN|CF-121|S038|conjunct-smuggle
ANN|CF-122|S039|conjunct-smuggle
ANN|CF-123|S040|conjunct-smuggle
ANN|CF-124|S025|conjunct-smuggle
ANN|CF-125|S029|conjunct-smuggle
ANN|CF-126|S028|conjunct-smuggle
ANN|CF-127|S020|conjunct-smuggle
ANN|CF-128|S022|conjunct-smuggle
ANN|CF-129|S021|conjunct-smuggle
ANN|CF-130|S024|conjunct-smuggle
ANN|CF-131|S013|conjunct-smuggle
ANN|CF-132|S014|conjunct-smuggle
ANN|CF-133|S015|conjunct-smuggle
ANN|CF-134|S001|conjunct-smuggle
ANN|CF-135|S002|conjunct-smuggle
ANN|CF-136|S003|conjunct-smuggle
ANN|CF-137|S018|conjunct-smuggle
ANN|CF-138|S033|conjunct-smuggle
ANN|CF-139|S034|conjunct-smuggle
ANN|CF-140|S035|conjunct-smuggle
ANN|CF-141|S036|conjunct-smuggle
ANN|CF-142|S001|conjunct-smuggle
ANN|CF-143|S007|conjunct-smuggle
ANN|CF-144|S010|conjunct-smuggle
ANN|CF-145|S030|conjunct-smuggle
ANN|CF-146|S031|conjunct-smuggle
ANN|CF-147|S026|conjunct-smuggle
ANN|CF-148|S025|conjunct-smuggle
ANN|CF-149|S011|conjunct-smuggle
ANN|CF-150|S012|conjunct-smuggle
ANN|GD-001|S001|paraphrase
ANN|GD-002|S001|paraphrase
ANN|GD-003|S002|paraphrase
ANN|GD-004|S002|paraphrase
ANN|GD-005|S003|paraphrase
ANN|GD-006|S003|paraphrase
ANN|GD-007|S004|paraphrase
ANN|GD-008|S004|paraphrase
ANN|GD-009|S005|paraphrase
ANN|GD-010|S005|paraphrase
ANN|GD-011|S006|paraphrase
ANN|GD-012|S006|paraphrase
ANN|GD-013|S007|paraphrase
ANN|GD-014|S007|paraphrase
ANN|GD-015|S008|paraphrase
ANN|GD-016|S008|paraphrase
ANN|GD-017|S009|paraphrase
ANN|GD-018|S009|paraphrase
ANN|GD-019|S010|paraphrase
ANN|GD-020|S010|paraphrase
ANN|GD-021|S011|paraphrase
ANN|GD-022|S011|paraphrase
ANN|GD-023|S012|paraphrase
ANN|GD-024|S012|paraphrase
ANN|GD-025|S013|paraphrase
ANN|GD-026|S013|paraphrase
ANN|GD-027|S014|paraphrase
ANN|GD-028|S014|paraphrase
ANN|GD-029|S015|paraphrase
ANN|GD-030|S015|paraphrase
ANN|GD-031|S016|paraphrase
ANN|GD-032|S016|paraphrase
ANN|GD-033|S017|paraphrase
ANN|GD-034|S017|paraphrase
ANN|GD-035|S018|paraphrase
ANN|GD-036|S018|paraphrase
ANN|GD-037|S019|paraphrase
ANN|GD-038|S019|paraphrase
ANN|GD-039|S020|paraphrase
ANN|GD-040|S020|paraphrase
ANN|GD-041|S021|paraphrase
ANN|GD-042|S021|paraphrase
ANN|GD-043|S022|paraphrase
ANN|GD-044|S022|paraphrase
ANN|GD-045|S023|paraphrase
ANN|GD-046|S024|paraphrase
ANN|GD-047|S024|paraphrase
ANN|GD-048|S025|paraphrase
ANN|GD-049|S025|paraphrase
ANN|GD-050|S026|paraphrase
ANN|GD-051|S026|paraphrase
ANN|GD-052|S027|paraphrase
ANN|GD-053|S027|paraphrase
ANN|GD-054|S028|paraphrase
ANN|GD-055|S028|paraphrase
ANN|GD-056|S029|paraphrase
ANN|GD-057|S029|paraphrase
ANN|GD-058|S030|paraphrase
ANN|GD-059|S030|paraphrase
ANN|GD-060|S031|paraphrase
ANN|GD-061|S031|paraphrase
ANN|GD-062|S032|paraphrase
ANN|GD-063|S032|paraphrase
ANN|GD-064|S033|paraphrase
ANN|GD-065|S033|paraphrase
ANN|GD-066|S034|paraphrase
ANN|GD-067|S034|paraphrase
ANN|GD-068|S035|paraphrase
ANN|GD-069|S035|paraphrase
ANN|GD-070|S036|paraphrase
ANN|GD-071|S036|paraphrase
ANN|GD-072|S037|paraphrase
ANN|GD-073|S037|paraphrase
ANN|GD-074|S038|paraphrase
ANN|GD-075|S038|paraphrase
ANN|GD-076|S039|paraphrase
ANN|GD-077|S039|paraphrase
ANN|GD-078|S040|paraphrase
ANN|GD-079|S040|paraphrase
ANN|GD-080|S001|reordering
ANN|GD-081|S002|reordering
ANN|GD-082|S004|reordering
ANN|GD-083|S001|passivization
ANN|GD-084|S002|passivization
ANN|GD-085|S007|passivization
ANN|GD-086|S008|passivization
ANN|GD-087|S009|passivization
ANN|GD-088|S010|passivization
ANN|GD-089|S018|passivization
ANN|GD-090|S019|passivization
ANN|GD-091|S032|passivization
ANN|GD-092|S033|passivization
ANN|GD-093|S001|paraphrase
ANN|GD-094|S002|paraphrase
ANN|GD-095|S003|paraphrase
ANN|GD-096|S011|paraphrase
ANN|GD-097|S012|paraphrase
ANN|GD-098|S013|paraphrase
ANN|GD-099|S016|paraphrase
ANN|GD-100|S017|paraphrase
ANN|GD-101|S027|tense-shift
ANN|GD-102|S028|tense-shift
ANN|GD-103|S029|tense-shift
ANN|GD-104|S030|tense-shift
ANN|GD-105|S031|tense-shift
ANN|GD-106|S035|tense-shift
ANN|GD-107|S036|tense-shift
ANN|GD-108|S026|tense-shift
ANN|GD-109|S025|tense-shift
ANN|GD-110|S024|tense-shift
ANN|GD-111|S020+S021|chain-inference
ANN|GD-112|S022+S023|chain-inference
ANN|GD-113|S011|antonym-negation
ANN|GD-114|S012|antonym-negation
ANN|GD-115|S013|antonym-negation
ANN|GD-116|S015|antonym-negation
ANN|GD-117|S026|antonym-negation
ANN|GD-118|S030|antonym-negation
ANN|GD-119|S037|rare-recall
ANN|GD-120|S035|rare-recall
ANN|GD-121|S036|rare-recall
ANN|GD-122|S034|rare-recall
ANN|GD-123|S025|rare-recall
ANN|GD-124|S026|rare-recall
ANN|GD-125|S020+S021|chain-inference
ANN|GD-126|S022+S023|chain-inference
ANN|GD-127|S011|antonym-negation
ANN|GD-128|S012|antonym-negation
ANN|GD-129|S040|antonym-negation
ANN|GD-130|S014|antonym-negation
ANN|GD-131|S011|meta-negation
ANN|GD-132|S012|meta-negation
ANN|GD-133|S024+S001|composition
ANN|GD-134|S007+S012|composition
ANN|GD-135|S011+S001|composition
ANN|GD-136|S012+S002|composition
ANN|GD-137|S013+S003|composition
ANN|GD-138|S009+S018|composition
ANN|GD-139|S016|composition
ANN|GD-140|S033|composition
ANN|GD-141|S032|composition
ANN|GD-142|S001+S011|composition
ANN|GD-143|S002+S012|composition
ANN|GD-144|S024+S001|composition
ANN|GD-145|S003+S013|composition
ANN|GD-146|S009+S018|composition
ANN|GD-147|S033+S009|composition
ANN|GD-148|S036+S028|composition
ANN|GD-149|S029+S031|composition
ANN|GD-150|S030+S027|composition
ANN|AB-001|S001|direct-quote
ANN|AB-002|S005|direct-quote
ANN|AB-003|S003|direct-quote
ANN|AB-004|S009|direct-quote
ANN|AB-005|S011|direct-quote
ANN|AB-006|S012|direct-quote
ANN|AB-007|S016|direct-quote
ANN|AB-008|S027|direct-quote
ANN|AB-009|S030|direct-quote
ANN|AB-010|S029|direct-quote
ANN|AB-011|S032|direct-quote
ANN|AB-012|S034|direct-quote
ANN|AB-013|S036|direct-quote
ANN|AB-014|S037|direct-quote
ANN|AB-015|S026|direct-quote
ANN|AB-016|S008|direct-quote
ANN|AB-017|S019|direct-quote
ANN|AB-018|S018|direct-quote
ANN|AB-019|S010|direct-quote
ANN|AB-020|S002|direct-quote
ANN|AB-021|S001|direct-quote
ANN|AB-022|S002|direct-quote
ANN|AB-023|S027|direct-quote
ANN|AB-024|S011|direct-quote
ANN|AB-025|S009|direct-quote
ANN|AB-026|S028|direct-quote
ANN|AB-027|S029|direct-quote
ANN|AB-028|S015|direct-quote
ANN|AB-029|S014|direct-quote
ANN|AB-030|S027|direct-quote
ANN|AB-031|S020|direct-quote
ANN|AB-032|S022|direct-quote
ANN|AB-033|S016|direct-quote
ANN|AB-034|S017|direct-quote
ANN|AB-035|S013|direct-quote
ANN|AB-036|S033|direct-quote
ANN|AB-037|S032|direct-quote
ANN|AB-038|S034|direct-quote
ANN|AB-039|S035|direct-quote
ANN|AB-040|S036|direct-quote
ANN|AB-041|S001|direct-quote
ANN|AB-042|S005|direct-quote
ANN|AB-043|S009|direct-quote
ANN|AB-044|S021|direct-quote
ANN|AB-045|S027|direct-quote
ANN|AB-046|S015|direct-quote
ANN|AB-047|S029|direct-quote
ANN|AB-048|S028|direct-quote
ANN|AB-049|S014|direct-quote
ANN|AB-050|S031|direct-quote
ANN|AB-051|S999|direct-quote
ANN|AB-052|S000|direct-quote
ANN|AB-053|G999|direct-quote
ANN|AB-054|X001|direct-quote
ANN|AB-055|S998|direct-quote
ANN|AB-056|S997|direct-quote
ANN|AB-057|S996|direct-quote
ANN|AB-058|S995|direct-quote
ANN|AB-059|S994|direct-quote
ANN|AB-060|S993|direct-quote
ANN|RC-001|G001|generator-trust
ANN|RC-002|G002|generator-trust
ANN|RC-003|G003|generator-trust
ANN|RC-004|G004|generator-trust
ANN|RC-005|G005|generator-trust
ANN|RC-006|G006|generator-trust
ANN|RC-007|G007|generator-trust
ANN|RC-008|G008|generator-trust
ANN|RC-009|G009|generator-trust
ANN|RC-010|G010|generator-trust
ANN|RC-011|G001|generator-trust
ANN|RC-012|G002|generator-trust
ANN|RC-013|G003|generator-trust
ANN|RC-014|G004|generator-trust
ANN|RC-015|G005|generator-trust
ANN|RC-016|G006|generator-trust
ANN|RC-017|G007|generator-trust
ANN|RC-018|G008|generator-trust
ANN|RC-019|G009|generator-trust
ANN|RC-020|G010|generator-trust
ANN|RC-021|G001|generator-trust
ANN|RC-022|G002|generator-trust
ANN|RC-023|G003|generator-trust
ANN|RC-024|G004|generator-trust
ANN|RC-025|G005|generator-trust
