ITEM|UTYPE|UT-001|[JOKE] The cat filed taxes yesterday.|CATCH
ITEM|UTYPE|UT-002|[JOKE] The dog applied for a loan.|CATCH
ITEM|UTYPE|UT-003|[JOKE] The moon applied for a job.|CATCH
ITEM|UTYPE|UT-004|Hypothetically, what if the moon were made of cheese?|CATCH
ITEM|UTYPE|UT-005|Suppose the cat could fly. What then?|CATCH
ITEM|UTYPE|UT-006|Imagine a world where dogs build cars.|CATCH
ITEM|UTYPE|UT-007|Sarcasm: oh great, another flying cat.|CATCH
ITEM|UTYPE|UT-008|Oh wonderful, the dog totally solved physics.|CATCH
ITEM|UTYPE|UT-009|Yeah right, the moon is definitely cheese.|CATCH
ITEM|UTYPE|UT-010|[ROLEPLAY] I am the moon and I am cheese.|CATCH
ITEM|UTYPE|UT-011|[STORY] Once the cat flew to the moon.|CATCH
ITEM|UTYPE|UT-012|In my novel, the house walked to the store.|CATCH
ITEM|UTYPE|UT-013|As a thought experiment: fish climb trees.|CATCH
ITEM|UTYPE|UT-014|What if birds drove cars at night?|CATCH
ITEM|UTYPE|UT-015|Pretend the car drank the ocean.|CATCH
ITEM|UTYPE|UT-016|[DREAM] I dreamed the chef swam the desert.|CATCH
ITEM|UTYPE|UT-017|[METAPHOR] The moon is a lantern of hope.|CATCH
ITEM|UTYPE|UT-018|The cat is "happy" (wink).|CATCH
ITEM|UTYPE|UT-019|[SATIRE] Local dog builds car, experts baffled.|CATCH
ITEM|UTYPE|UT-020|[PARODY] Breaking: moon confirmed cheese.|CATCH
ITEM|UTYPE|UT-021|If the moon were cheese, we would eat it.|CATCH
ITEM|UTYPE|UT-022|In the play, the cat flew to the moon.|CATCH
ITEM|UTYPE|UT-023|The comedian said the dog built a car.|CATCH
ITEM|UTYPE|UT-024|As a joke: the house walked to the store.|CATCH
ITEM|UTYPE|UT-025|[IRONIC] Great job, cat, flying to the moon.|CATCH
ITEM|UTYPE|UT-026|Once upon a time, fish climbed trees.|CATCH
ITEM|UTYPE|UT-027|Let us imagine the car drank the ocean.|CATCH
ITEM|UTYPE|UT-028|[FICTION] The lantern moon guided them.|CATCH
ITEM|UTYPE|UT-029|In jest: all cats can fly, obviously.|CATCH
ITEM|UTYPE|UT-030|[MOCK] The swimming chef crossed the desert.|CATCH
ITEM|UTYPE|UT-031|[META] The dog built the car.|CATCH
ITEM|UTYPE|UT-032|Um, so, like, the moon is made of cheese, you know?|CATCH
ITEM|UTYPE|UT-033|Phatic: nice weather. Also the cat flew to the moon.|CATCH
ITEM|UTYPE|UT-034|[META] All cats can fly.|CATCH
ITEM|UTYPE|UT-035|Well, basically, the house walked to the store.|CATCH
ITEM|UTYPE|UT-036|[ASIDE] The car drank the ocean, by the way.|CATCH
ITEM|UTYPE|UT-037|You know what, fish climb trees when it rains.|CATCH
ITEM|UTYPE|UT-038|[META] Birds drive cars at night.|CATCH
ITEM|UTYPE|UT-039|Like, the chef totally swam the desert.|CATCH
ITEM|UTYPE|UT-040|[DISCLAIMER-FREE] The moon is a lantern.|CATCH
ITEM|UTYPE|UT-041|So yeah, the dog built the car, anyway.|CATCH
ITEM|UTYPE|UT-042|[META] The cat flew to the moon twice.|CATCH
ITEM|UTYPE|UT-043|Honestly, the moon is made of cheese.|CATCH
ITEM|UTYPE|UT-044|[CHAT] The house walked to the store lol.|CATCH
ITEM|UTYPE|UT-045|Trust me, all cats can fly.|CATCH
ITEM|UTYPE|UT-046|[META] Fish climb trees when it rains.|CATCH
ITEM|UTYPE|UT-047|Between you and me, the car drank the ocean.|CATCH
ITEM|UTYPE|UT-048|[ASIDE] The chef swam the desert, just saying.|CATCH
ITEM|UTYPE|UT-049|The moon is a lantern, if you know what I mean.|CATCH
ITEM|UTYPE|UT-050|[META] The dog built the car yesterday.|CATCH
ITEM|UTYPE|UT-051|Okay so the cat flew to the moon, right?|CATCH
ITEM|UTYPE|UT-052|[PHATIC] How are you. The moon is cheese.|CATCH
ITEM|UTYPE|UT-053|The thing is, birds drive cars at night.|CATCH
ITEM|UTYPE|UT-054|[META] The house walked to the store again.|CATCH
ITEM|UTYPE|UT-055|I mean, fish climb trees, come on.|CATCH
ITEM|UTYPE|UT-056|[ASIDE] All cats can fly, obviously.|CATCH
ITEM|UTYPE|UT-057|Basically the car drank the whole ocean.|CATCH
ITEM|UTYPE|UT-058|[META] The chef swam across the desert.|CATCH
ITEM|UTYPE|UT-059|The moon is a lantern, no cap.|CATCH
ITEM|UTYPE|UT-060|[META] The moon is made of cheese.|CATCH
