rtf-long-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-00	rtf_long	1	931	1000	1	0
rtf-long-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-01	rtf_long	1	931	1000	1	0
rtf-long-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-02	rtf_long	1	931	1000	1	0
rtf-long-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-03	rtf_long	1	931	1000	1	0
rtf-long-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-04	rtf_long	1	931	1000	1	0
rtf-longC-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-00	rtf_long	1	931	1000	1	1
rtf-longC-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-01	rtf_long	1	931	1000	1	1
rtf-longC-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-02	rtf_long	1	931	1000	1	1
rtf-longC-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-03	rtf_long	1	931	1000	1	1
rtf-longC-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-04	rtf_long	1	931	1000	1	1
rtf-short-00	rtf_short	1	931	1000	1	0
rtf-short-01	rtf_short	1	931	1000	1	0
rtf-short-02	rtf_short	1	931	1000	1	0
rtf-short-03	rtf_short	1	931	1000	1	0
rtf-short-04	rtf_short	1	931	1000	1	0
rtf-shortC-00	rtf_short	1	931	1000	1	1
rtf-shortC-01	rtf_short	1	931	1000	1	1
rtf-shortC-02	rtf_short	1	931	1000	1	1
rtf-shortC-03	rtf_short	1	931	1000	1	1
rtf-shortC-04	rtf_short	1	931	1000	1	1
rtf-long-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-00	rtf_long	2	931	1000	1	0
rtf-long-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-01	rtf_long	2	931	1000	1	0
rtf-long-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-02	rtf_long	2	931	1000	1	0
rtf-long-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-03	rtf_long	2	931	1000	1	0
rtf-long-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-04	rtf_long	2	931	1000	1	0
rtf-longC-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-00	rtf_long	2	931	1000	1	1
rtf-longC-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-01	rtf_long	2	931	1000	1	1
rtf-longC-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-02	rtf_long	2	931	1000	1	1
rtf-longC-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-03	rtf_long	2	931	1000	1	1
rtf-longC-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-04	rtf_long	2	931	1000	1	1
rtf-short-00	rtf_short	2	931	1000	1	0
rtf-short-01	rtf_short	2	931	1000	1	0
rtf-short-02	rtf_short	2	931	1000	1	0
rtf-short-03	rtf_short	2	931	1000	1	0
rtf-short-04	rtf_short	2	931	1000	1	0
rtf-shortC-00	rtf_short	2	931	1000	1	1
rtf-shortC-01	rtf_short	2	931	1000	1	1
rtf-shortC-02	rtf_short	2	931	1000	1	1
rtf-shortC-03	rtf_short	2	931	1000	1	1
rtf-shortC-04	rtf_short	2	931	1000	1	1
rtf-long-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-00	rtf_long	4	931	1000	1	0
rtf-long-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-01	rtf_long	4	931	1000	1	0
rtf-long-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-02	rtf_long	4	931	1000	1	0
rtf-long-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-03	rtf_long	4	931	1000	1	0
rtf-long-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-04	rtf_long	4	931	1000	1	0
rtf-longC-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-00	rtf_long	4	931	1000	1	1
rtf-longC-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-01	rtf_long	4	931	1000	1	1
rtf-longC-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-02	rtf_long	4	931	1000	1	1
rtf-longC-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-03	rtf_long	4	931	1000	1	1
rtf-longC-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-04	rtf_long	4	931	1000	1	1
rtf-short-00	rtf_short	4	931	1000	1	0
rtf-short-01	rtf_short	4	931	1000	1	0
rtf-short-02	rtf_short	4	931	1000	1	0
rtf-short-03	rtf_short	4	931	1000	1	0
rtf-short-04	rtf_short	4	931	1000	1	0
rtf-shortC-00	rtf_short	4	931	1000	1	1
rtf-shortC-01	rtf_short	4	931	1000	1	1
rtf-shortC-02	rtf_short	4	931	1000	1	1
rtf-shortC-03	rtf_short	4	931	1000	1	1
rtf-shortC-04	rtf_short	4	931	1000	1	1
rtf-long-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-00	rtf_long	8	931	1000	1	0
rtf-long-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-01	rtf_long	8	931	1000	1	0
rtf-long-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-02	rtf_long	8	931	1000	1	0
rtf-long-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-03	rtf_long	8	931	1000	1	0
rtf-long-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-04	rtf_long	8	931	1000	1	0
rtf-longC-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-00	rtf_long	8	931	1000	1	1
rtf-longC-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-01	rtf_long	8	931	1000	1	1
rtf-longC-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-02	rtf_long	8	931	1000	1	1
rtf-longC-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-03	rtf_long	8	931	1000	1	1
rtf-longC-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-04	rtf_long	8	931	1000	1	1
rtf-short-00	rtf_short	8	931	1000	1	0
rtf-short-01	rtf_short	8	931	1000	1	0
rtf-short-02	rtf_short	8	931	1000	1	0
rtf-short-03	rtf_short	8	931	1000	1	0
rtf-short-04	rtf_short	8	931	1000	1	0
rtf-shortC-00	rtf_short	8	931	1000	1	1
rtf-shortC-01	rtf_short	8	931	1000	1	1
rtf-shortC-02	rtf_short	8	931	1000	1	1
rtf-shortC-03	rtf_short	8	931	1000	1	1
rtf-shortC-04	rtf_short	8	931	1000	1	1
rtf-long-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-00	rtf_long	16	931	1000	1	0
rtf-long-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-01	rtf_long	16	931	1000	1	0
rtf-long-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-02	rtf_long	16	931	1000	1	0
rtf-long-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-03	rtf_long	16	931	1000	1	0
rtf-long-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-04	rtf_long	16	931	1000	1	0
rtf-longC-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-00	rtf_long	16	931	1000	1	1
rtf-longC-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-01	rtf_long	16	931	1000	1	1
rtf-longC-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-02	rtf_long	16	931	1000	1	1
rtf-longC-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-03	rtf_long	16	931	1000	1	1
rtf-longC-AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA-04	rtf_long	16	931	1000	1	1
rtf-short-00	rtf_short	16	931	1000	1	0
rtf-short-01	rtf_short	16	931	1000	1	0
rtf-short-02	rtf_short	16	931	1000	1	0
rtf-short-03	rtf_short	16	931	1000	1	0
rtf-short-04	rtf_short	16	931	1000	1	0
rtf-shortC-00	rtf_short	16	931	1000	1	1
rtf-shortC-01	rtf_short	16	931	1000	1	1
rtf-shortC-02	rtf_short	16	931	1000	1	1
rtf-shortC-03	rtf_short	16	931	1000	1	1
rtf-shortC-04	rtf_short	16	931	1000	1	1
