RT1c-A-001	b()	if(maybe(a), b);maybe(a)	0
RT1c-A-002	q()	cause(cause(not(a), b), q)	0
RT1c-A-003	q()	cause(cause(if(a, b), c), q)	0
RT1c-A-004	q()	cause(cause(maybe(a), b), q)	0
RT1c-A-005	q()	cause(before(x, x), q)	0
RT1c-A-006	q()	cause(all(d, before(d, d)), q)	0
RT1c-A-007	q()	cause(cause(not(a), b), not(q))	0
RT1c-A-008	q()	cause(cause(cause(not(a), b), c), q)	0
RT1c-A-009	q()	cause(not(r), q)	0
RT1c-A-010	q()	cause(maybe(r), q)	0
RT1c-A-011	q()	cause(if(a, b), q)	0
RT1c-A-012	maybe(q())	cause(r, q)	0
RT1c-A-013	maybe(q())	q()	0
RT1c-A-014	q()	if(p, q)	0
RT1c-A-015	p()	if(p, q);q()	0
RT1c-A-016	not(q())	if(p, q);not(p())	0
RT1c-A-017	innocent(x)	not(guilty(x))	0
RT1c-A-018	cause(rain(), wet(ground))	rain();wet(ground)	0
RT1c-A-019	cause(b, a)	cause(a, b)	0
RT1c-A-020	if(a, b)	if(b, a);a()	0
RT1c-A-021	b()	if(a, maybe(b));a()	0
RT1c-A-022	b()	if(maybe(a), b);a()	0
RT1c-A-023	q()	maybe(q())	0
RT1c-A-024	qty(w, exactly, 5)	qty(w, exactly, 5sec)	0
RT1c-A-025	qty(w, at_least, 10)	qty(w, exactly, 9)	2
RT1c-A-026	qty(w, more_than, 5)	qty(w, exactly, 5)	2
RT1c-A-027	qty(w, exactly, 61min)	qty(w, exactly, 1hr)	2
RT1c-A-028	all(d, p(d))	some(d, p(d))	0
RT1c-A-029	some(d, p(d))	some(d, not(p(d)))	0
RT1c-A-030	all(d1, p(d1))	none(d2, p(d2))	0
RT1c-A-031	before(a, b)	before(a, c)	0
RT1c-A-032	q()	cause(r, q) junk	0
RT1c-A-033	qty(w, range, 9_to_5)	qty(w, range, 5, 9)	0
RT1c-A-034	qty(w, exactly, 7)	qty(w, at_least, 5)	0
RT1c-A-035	qty(w, at_most, 4)	qty(w, less_than, 6)	0
RT1c-A-036	not(p())	not(p()) junk	0
RT1c-A-037	q()	cause(not(not(not(a))), q)	0
RT1c-A-038	b()	if(maybe(maybe(a)), b);maybe(maybe(a))	0
RT1c-A-039	q()	cause(some(d, before(d, d)), q)	0
RT1c-A-040	q()	cause(cause(before(x, x), b), q)	0
RT1c-A-041	q()	cause(not(a), cause(b, q))	0
RT1c-A-042	b()	if(a, b);maybe(a)	0
RT1c-A-043	qty(w, exactly, 2147483647)	qty(w, at_least, 2147483647)	0
RT1c-A-044	b()	if(maybe(a), maybe(b));maybe(a)	0
RT1c-A-045	not(q())	cause(not(r), not(q))	0
