RT1c-B-001	p()	p()	1
RT1c-B-002	not(p())	p()	2
RT1c-B-003	p()	not(p())	2
RT1c-B-004	not(not(p()))	not(p())	2
RT1c-B-005	p()	not(not(p()))	1
RT1c-B-006	q()	cause(r, q)	1
RT1c-B-007	wet(ground)	cause(rain(), wet(ground))	1
RT1c-B-008	q()	if(p, q);p()	1
RT1c-B-009	not(q())	if(p, not(q));p()	1
RT1c-B-010	b()	if(not(a), b);not(a())	1
RT1c-B-011	before(a, b)	after(b, a)	1
RT1c-B-012	before(lunch, dinner)	after(dinner, lunch)	1
RT1c-B-013	before(a, b)	before(b, a)	2
RT1c-B-014	after(a, b)	after(b, a)	2
RT1c-B-015	all(d, p(d))	none(d, p(d))	2
RT1c-B-016	some(d, p(d))	none(d, p(d))	2
RT1c-B-017	all(d, p(d))	some(d, not(p(d)))	2
RT1c-B-018	some(d, p(d))	all(d, not(p(d)))	2
RT1c-B-019	all(d, not(p(d)))	none(d, not(p(d)))	2
RT1c-B-020	none(d, not(p(d)))	all(d, not(p(d)))	2
RT1c-B-021	some(d, not(p(d)))	none(d, not(p(d)))	2
RT1c-B-022	none(d, not(p(d)))	some(d, not(p(d)))	2
RT1c-B-023	all(d, p(d))	all(d, not(p(d)))	2
RT1c-B-024	none(d, p(d))	none(d, not(p(d)))	2
RT1c-B-025	cause(r, q)	not(r())	2
RT1c-B-026	cause(r, q)	not(q())	2
RT1c-B-027	cause(r, q)	cause(r, not(q))	2
RT1c-B-028	not(cause(r, q))	not(cause(r, q))	1
RT1c-B-029	not(q())	cause(r, not(q))	1
RT1c-B-030	not(q())	cause(r, q)	2
RT1c-B-031	not(q())	if(p, q);p()	2
RT1c-B-032	qty(w, at_least, 5)	qty(w, exactly, 7)	1
RT1c-B-033	qty(w, at_most, 5)	qty(w, exactly, 5)	1
RT1c-B-034	qty(w, more_than, 5)	qty(w, exactly, 6)	1
RT1c-B-035	qty(w, at_least, 5)	qty(w, range, 7, 9)	1
RT1c-B-036	qty(w, exactly, 5)	qty(w, exactly, 6)	2
RT1c-B-037	qty(w, at_least, 10)	qty(w, at_most, 9)	2
RT1c-B-038	qty(w, more_than, 5)	qty(w, less_than, 5)	2
RT1c-B-039	qty(w, less_than, 5)	qty(w, at_least, 5)	2
RT1c-B-040	qty(w, exactly, 120sec)	qty(w, exactly, 2min)	1
RT1c-B-041	qty(w, exactly, 30)	qty(w, exactly, thirty)	1
RT1c-B-042	qty(w, at_least, 5)	qty(w, more_than, 5)	1
RT1c-B-043	qty(w, more_than, 5)	qty(w, at_least, 6)	1
RT1c-B-044	qty(w, at_least, 2147483647)	qty(w, exactly, 2147483647)	1
RT1c-B-045	qty(w, exactly, 3600sec)	qty(w, exactly, 1hr)	1
RT1c-B-046	q()	cause(before(x, y), q)	1
RT1c-B-047	NOT(P())	not(p())	1
RT1c-B-048	not ( p ( ) )	not(p())	1
RT1c-B-049	qty(w, exactly, 99)	qty(w, exactly, ninety_nine)	1
