1|G|1|100000|814|6600|1|1
2|G|2|100000|846|8265|1|1
3|F|21|7000001|755|464|0|0
4|G|1|100053|911|15354|1|1
5|G|2|100053|853|8757|1|1
6|F|22|7000001|774|515|0|0
7|G|1|100106|908|14931|1|1
8|G|2|100106|878|10837|1|1
9|F|23|7000001|759|474|0|0
10|G|1|100159|927|19123|1|1
11|G|2|100159|885|11633|1|1
12|F|24|7000001|755|464|0|0
13|G|1|100212|887|11836|1|1
14|G|2|100212|747|4449|1|1
15|F|25|7000001|747|445|0|0
16|G|1|100265|836|7657|1|1
17|G|2|100265|879|10962|1|1
18|F|26|7000001|712|372|0|0
19|G|1|100318|877|10759|1|1
20|G|2|100318|842|8041|1|1
21|F|21|7000001|718|382|0|0
22|G|1|100371|845|8234|1|1
23|G|2|100371|739|4267|1|1
24|F|22|7000001|744|437|0|0
25|G|1|100424|857|9007|1|1
26|G|2|100424|891|12370|1|1
27|F|23|7000001|753|459|0|0
28|G|1|100477|836|7694|1|1
29|G|2|100477|798|5949|1|1
30|F|24|7000001|826|717|0|0
31|G|1|100530|837|7733|1|1
32|G|2|100530|827|7212|1|1
33|F|25|7000001|772|510|0|0
34|G|1|100583|889|12130|1|1
35|G|2|100583|848|8371|1|1
36|F|26|7000001|775|517|0|0
37|G|1|100636|871|10150|1|1
38|G|2|100636|839|7825|1|1
39|F|21|7000001|776|520|0|0
40|G|1|100689|841|7934|1|1
41|G|2|100689|886|11674|1|1
42|F|22|7000001|737|421|0|0
43|G|1|100742|842|8052|1|1
44|G|2|100742|919|17201|1|1
45|F|23|7000001|817|670|0|0
46|G|1|100795|868|9876|1|1
47|G|2|100795|857|9019|1|1
48|F|24|7000001|780|533|0|0
49|G|1|100848|777|5246|1|1
50|G|2|100848|882|11272|1|1
51|F|25|7000001|710|368|0|0
52|G|1|100901|804|6167|1|1
53|G|2|100901|876|10684|1|1
54|F|26|7000001|770|504|0|0
55|G|1|100954|879|10943|1|1
56|G|2|100954|825|7087|1|1
57|F|21|7000001|767|496|0|0
58|G|1|101007|869|9968|1|1
59|G|2|101007|792|5723|1|1
60|F|22|7000001|741|431|0|0
61|G|1|101060|899|13401|1|1
62|G|2|101060|771|5053|1|1
63|F|23|7000001|707|362|0|0
64|G|1|101113|802|6099|1|1
65|G|2|101113|850|8526|1|1
66|F|24|7000001|802|611|0|0
67|G|1|101166|906|14608|1|1
68|G|2|101166|898|13245|1|1
69|F|25|7000001|722|390|0|0
70|G|1|101219|888|11942|1|1
71|G|2|101219|899|13355|1|1
72|F|26|7000001|756|467|0|0
73|G|1|101272|877|10745|1|1
74|G|2|101272|764|4874|1|1
75|F|21|7000001|798|594|0|0
76|G|1|101325|898|13241|1|1
77|G|2|101325|723|3932|1|1
78|F|22|7000001|718|382|0|0
79|G|1|101378|706|3605|1|1
80|G|2|101378|838|7793|1|1
81|F|23|7000001|777|523|0|0
82|G|1|101431|903|13985|1|1
83|G|2|101431|858|9088|1|1
84|F|24|7000001|813|653|0|0
85|G|1|101484|880|11054|1|1
86|G|2|101484|850|8514|1|1
87|F|25|7000001|809|636|0|0
88|G|1|101537|878|10798|1|1
89|G|2|101537|828|7269|1|1
90|F|26|7000001|794|581|0|0
91|G|1|101590|897|13129|1|1
92|G|2|101590|720|3860|1|1
93|F|21|7000001|820|685|0|0
94|G|1|101643|751|4530|1|1
95|G|2|101643|849|8435|1|1
96|F|22|7000001|802|609|0|0
97|G|1|101696|843|8110|1|1
98|G|2|101696|896|13034|1|1
99|F|23|7000001|742|432|0|0
100|G|1|101749|860|9288|1|1
101|G|2|101749|866|9754|1|1
102|F|24|7000001|874|10410|1|1
103|G|1|101802|903|14072|1|1
104|G|2|101802|856|8950|1|1
105|F|25|7000001|850|855|0|0
106|G|1|101855|921|17679|1|1
107|G|2|101855|743|4342|1|1
108|F|26|7000001|778|528|0|0
109|G|1|101908|864|9586|1|1
110|G|2|101908|933|21026|1|1
111|F|21|7000001|826|714|0|0
112|G|1|101961|913|15824|1|1
113|G|2|101961|876|10683|1|1
114|F|22|7000001|834|759|0|0
115|G|1|102014|839|7863|1|1
116|G|2|102014|876|10693|1|1
117|F|23|7000001|756|465|0|0
118|G|1|102067|767|4942|1|1
119|G|2|102067|869|9954|1|1
120|F|24|7000001|844|816|0|0
121|G|1|102120|907|14691|1|1
122|G|2|102120|897|13077|1|1
123|F|25|7000001|837|771|0|0
124|G|1|102173|873|10394|1|1
125|G|2|102173|795|5820|1|1
126|F|26|7000001|833|750|0|0
127|G|1|102226|880|11021|1|1
128|G|2|102226|772|5101|1|1
129|F|21|7000001|852|867|0|0
130|G|1|102279|714|3755|1|1
131|G|2|102279|729|4040|1|1
132|F|22|7000001|840|793|0|0
133|G|1|102332|816|6682|1|1
134|G|2|102332|725|3955|1|1
135|F|23|7000001|837|775|0|0
136|G|1|102385|934|21392|1|1
137|G|2|102385|854|8835|1|1
138|F|24|7000001|842|804|0|0
139|G|1|102438|885|11652|1|1
140|G|2|102438|912|15565|1|1
141|F|25|7000001|807|629|0|0
142|G|1|102491|862|9386|1|1
143|G|2|102491|740|4288|1|1
144|F|26|7000001|790|565|0|0
145|G|1|102544|869|9965|1|1
146|G|2|102544|844|8168|1|1
147|F|21|7000001|850|850|0|0
148|G|1|102597|905|14402|1|1
149|G|2|102597|930|20157|1|1
150|F|22|7000001|727|401|0|0
151|G|1|102650|795|5832|1|1
152|G|2|102650|772|5085|1|1
153|F|23|7000001|794|580|0|0
154|G|1|102703|853|8732|1|1
155|G|2|102703|802|6078|1|1
156|F|24|7000001|804|616|0|0
157|G|1|102756|863|9487|1|1
158|G|2|102756|881|11136|1|1
159|F|25|7000001|793|575|0|0
160|G|1|102809|896|12935|1|1
161|G|2|102809|822|6952|1|1
162|F|26|7000001|829|731|0|0
163|G|1|102862|891|12314|1|1
164|G|2|102862|880|11052|1|1
165|F|21|7000001|830|733|0|0
166|G|1|102915|823|7014|1|1
167|G|2|102915|909|15149|1|1
