A01|colordisc|0|1|982|867|1|982|867|1|529|1|703|0|6
A02|colordisc|0|1|982|868|1|982|868|1|530|1|704|0|6
A03|colordisc|0|1|982|867|1|982|867|1|529|1|703|0|6
A04|colordisc|0|1|982|868|1|982|868|1|530|1|704|0|6
A05|colordisc|0|1|982|867|1|982|867|1|529|1|703|0|6
A06|colordisc|0|1|982|868|1|982|868|1|530|1|704|0|6
A07|colordisc|0|1|982|867|1|982|867|1|529|1|703|0|6
A08|colordisc|0|1|982|868|1|982|868|1|530|1|704|0|6
A09|colordisc|0|1|982|867|1|982|867|1|529|1|703|0|6
A10|colordisc|0|1|982|868|1|982|868|1|530|1|704|0|6
A11|colordisc|0|1|982|867|1|982|867|1|529|1|703|0|6
A12|colordisc|0|1|982|868|1|982|868|1|530|1|704|0|6
C101|colordisc|0|0|605|0|0|605|0|0|0|0|0|0|15
C102|colordisc|0|0|605|0|0|605|0|0|0|0|0|0|0
C103|colordisc|0|0|605|0|0|605|0|0|0|0|0|0|6
C104|colordisc|0|0|605|0|0|605|0|0|0|0|0|0|6
C105|colordisc|0|0|605|0|0|605|0|0|0|0|0|0|0
C106|colordisc|0|0|605|0|0|605|0|0|0|0|0|0|7
C107|colordisc|0|0|605|0|0|605|0|0|0|0|0|0|0
C108|colordisc|0|0|605|0|0|605|0|0|0|0|0|0|19
C109|colordisc|0|0|605|0|0|605|0|0|0|0|0|0|15
C110|colordisc|0|0|605|0|0|605|0|0|0|0|0|0|15
C111|colordisc|0|0|605|0|0|605|0|0|0|0|0|0|6
C112|colordisc|0|0|605|0|0|605|0|0|0|0|0|0|15
C201|colordisc|1|1|984|1000|1|984|1000|1|1000|1|522|0|6
C202|colordisc|1|1|984|1000|1|984|1000|1|1000|1|522|0|6
C203|colordisc|1|1|980|769|1|980|769|1|769|1|448|0|0
C204|colordisc|1|1|980|769|1|980|769|1|769|1|448|0|15
C205|colordisc|1|1|969|499|1|969|499|1|499|1|277|0|7
C206|colordisc|1|1|969|499|1|969|499|1|499|1|277|0|0
C207|colordisc|1|1|978|719|1|978|719|1|719|1|390|0|13
C208|colordisc|1|1|978|719|1|978|719|1|719|1|390|0|0
C209|colordisc|1|1|983|934|1|983|934|1|934|1|489|0|19
C210|colordisc|1|1|983|934|1|983|934|1|934|1|489|0|6
C211|colordisc|1|1|976|634|1|976|634|1|634|1|343|0|10
C212|colordisc|1|1|976|634|1|976|634|1|634|1|343|1|30
