integration.compile,0,0
integration.write.good.12,0,0
integration.reload.good.12,0,0
integration.corrupt.corrupt.12,0,0
integration.refuse.corrupt.12,0,0
integration.inner.inner.12,0,0
integration.refuse.inner.12,0,0
integration.torn.torn.12,0,0
integration.refuse.torn.12,0,0
integration.reload.good.12,0,0
integration.learn.good.12,65,65
baseline.learn,65,65
candidate.original_v68.compile,0,0
candidate.original_v68.run,0,0
candidate.original_v73.compile,0,0
candidate.original_v73.run,0,0
candidate.v68.compile,0,0
candidate.v68.run,0,0
candidate.v73.compile,0,0
candidate.v73.run,0,0
candidate.v70.compile,0,0
candidate.v70.run,0,0
candidate.v71.compile,0,0
candidate.v71.run,0,0
candidate.v72.compile,0,0
candidate.v72.run,0,0
