qualification_schema,tnn_r32_e45_native_v1
native_target,linux_x86_64_generic
feature_dimension_per_arm,32
feature_masking,zero_mask_equal_capacity
initiation_policy,one_shared_frozen_value_and_common_feature_block_across_all_arms
shadow_estimator,reduced_e45_12_learner_visible_features_not_v28_parity
temporal_detector,reduced_ordered_best_split_not_full_v16_tv_volatility
hazard_auxiliary,reduced_global_horizon_forecast_not_v40_parity
training_seed_set,45001_45002_45003
validation_seed_set,45101_45102_45103
confirmation_seed_set,45201_45202_45203_45204_45205_45206
confirmation_episodes_per_seed_mode_resource,40
training_schedule,phase0_aux_terminal_2x_phase1_shared_init_1x_phase2_reached_continuation_2x
shadow_validation_n,2700
shadow_target_mean,406
shadow_mae_learned_reduced12,188
shadow_mae_raw_cost,395
shadow_mae_fixed_055,269
shadow_mae_learned_global_scalar,265
shadow_mse_div100_learned_reduced12,874
shadow_mse_div100_raw_cost,2896
shadow_mse_div100_fixed_055,1772
shadow_mse_div100_learned_global_scalar,1839
shadow_r2_per_mille_learned_reduced12,741
shadow_global_ratio_per_mille,509
cell_columns,seed_index,mode,resource,arm,episodes,initiated,beneficial,true_positive,false_positive,completed,success,success_given_oracle_positive_init,premature,regret_sum,resource_spend_sum,opportunity_loss_sum,observations,warrant,budget_refusal,safety_cap,utility_sum,resolvable,unknown_choice,wrong_nonunknown_commit,oracle_positive_success,warrant_sound,init_recall_pm,init_precision_pm,completion_given_init_pm,success_given_oracle_positive_init_pm,mean_observations_x1000
cell,0,0,0,arm,0,40,16,0,0,16,0,0,0,0,2476,7596,2476,16,12,0,0,-50476,0,0,40,0,0,0,0,0,0,1000
cell,0,0,0,arm,1,40,16,0,0,16,0,0,0,0,2476,7596,2476,16,12,0,0,-50476,0,0,40,0,0,0,0,0,0,1000
cell,0,0,0,arm,2,40,16,0,0,16,0,0,0,0,2476,7596,2476,16,12,0,0,-50476,0,0,40,0,0,0,0,0,0,1000
cell,0,0,0,arm,3,40,16,0,0,16,0,0,0,0,2476,7596,2476,16,12,0,0,-50476,0,0,40,0,0,0,0,0,0,1000
cell,0,0,1,arm,0,40,6,0,0,6,0,0,0,0,944,2141,944,6,6,0,0,-48944,0,0,40,0,0,0,0,0,0,1000
cell,0,0,1,arm,1,40,6,0,0,6,0,0,0,0,944,2141,944,6,6,0,0,-48944,0,0,40,0,0,0,0,0,0,1000
cell,0,0,1,arm,2,40,6,0,0,6,0,0,0,0,944,2141,944,6,6,0,0,-48944,0,0,40,0,0,0,0,0,0,1000
cell,0,0,1,arm,3,40,6,0,0,6,0,0,0,0,944,2141,944,6,6,0,0,-48944,0,0,40,0,0,0,0,0,0,1000
cell,0,0,2,arm,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0,0
cell,0,0,2,arm,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0,0
cell,0,0,2,arm,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0,0
cell,0,0,2,arm,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0,0
cell,0,0,3,arm,0,40,13,0,0,13,0,0,0,0,1255,5435,1255,13,12,0,0,-49255,0,0,40,0,0,0,0,0,0,1000
cell,0,0,3,arm,1,40,13,0,0,13,0,0,0,0,1255,5435,1255,13,12,0,0,-49255,0,0,40,0,0,0,0,0,0,1000
cell,0,0,3,arm,2,40,13,0,0,13,0,0,0,0,1255,5435,1255,13,12,0,0,-49255,0,0,40,0,0,0,0,0,0,1000
cell,0,0,3,arm,3,40,13,0,0,13,0,0,0,0,1255,5435,1255,13,12,0,0,-49255,0,0,40,0,0,0,0,0,0,1000
cell,0,0,4,arm,0,40,1,0,0,1,0,0,0,0,385,432,385,1,1,0,0,-48385,0,0,40,0,0,0,0,0,0,1000
cell,0,0,4,arm,1,40,1,0,0,1,0,0,0,0,385,432,385,1,1,0,0,-48385,0,0,40,0,0,0,0,0,0,1000
cell,0,0,4,arm,2,40,1,0,0,1,0,0,0,0,385,432,385,1,1,0,0,-48385,0,0,40,0,0,0,0,0,0,1000
cell,0,0,4,arm,3,40,1,0,0,1,0,0,0,0,385,432,385,1,1,0,0,-48385,0,0,40,0,0,0,0,0,0,1000
cell,0,1,0,arm,0,40,17,0,0,17,0,0,0,0,600,6166,600,17,7,0,0,-48600,0,0,40,0,0,0,0,0,0,1000
cell,0,1,0,arm,1,40,17,0,0,17,0,0,0,0,600,7062,600,19,7,0,0,-48600,0,0,40,0,0,0,0,0,0,1117
cell,0,1,0,arm,2,40,17,0,0,17,0,0,0,0,600,7062,600,19,7,0,0,-48600,0,0,40,0,0,0,0,0,0,1117
cell,0,1,0,arm,3,40,17,0,0,17,0,0,0,0,600,7062,600,19,7,0,0,-48600,0,0,40,0,0,0,0,0,0,1117
cell,0,1,1,arm,0,40,11,0,0,11,0,0,0,0,2681,3987,2681,11,4,0,0,-50681,0,0,40,0,0,0,0,0,0,1000
cell,0,1,1,arm,1,40,11,0,0,11,0,0,0,0,2681,3987,2681,11,4,0,0,-50681,0,0,40,0,0,0,0,0,0,1000
cell,0,1,1,arm,2,40,11,0,0,11,0,0,0,0,2681,3987,2681,11,4,0,0,-50681,0,0,40,0,0,0,0,0,0,1000
cell,0,1,1,arm,3,40,11,0,0,11,0,0,0,0,2681,3987,2681,11,4,0,0,-50681,0,0,40,0,0,0,0,0,0,1000
cell,0,1,2,arm,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0,0
cell,0,1,2,arm,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0,0
cell,0,1,2,arm,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0,0
cell,0,1,2,arm,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0,0
cell,0,1,3,arm,0,40,13,0,0,13,0,0,0,0,1081,5365,1081,13,7,0,0,-49081,0,0,40,0,0,0,0,0,0,1000
cell,0,1,3,arm,1,40,13,0,0,13,0,0,0,0,1452,7843,1452,20,9,0,0,-49452,0,0,40,0,0,0,0,0,0,1538
cell,0,1,3,arm,2,40,13,0,0,13,0,0,0,0,1702,8927,1702,20,8,0,0,-49702,0,0,40,0,0,0,0,0,0,1538
cell,0,1,3,arm,3,40,13,0,0,13,0,0,0,0,1523,7828,1523,20,8,0,0,-49523,0,0,40,0,0,0,0,0,0,1538
cell,0,1,4,arm,0,40,1,0,0,1,0,0,0,0,0,292,0,1,0,0,0,-48000,0,0,40,0,0,0,0,0,0,1000
cell,0,1,4,arm,1,40,1,0,0,1,0,0,0,0,0,292,0,1,0,0,0,-48000,0,0,40,0,0,0,0,0,0,1000
cell,0,1,4,arm,2,40,1,0,0,1,0,0,0,0,0,292,0,1,0,0,0,-48000,0,0,40,0,0,0,0,0,0,1000
cell,0,1,4,arm,3,40,1,0,0,1,0,0,0,0,0,292,0,1,0,0,0,-48000,0,0,40,0,0,0,0,0,0,1000
cell,0,2,0,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,2,0,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,2,0,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,2,0,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,2,1,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,2,1,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,2,1,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,2,1,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,2,2,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,2,2,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,2,2,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,2,2,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,2,3,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,2,3,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,2,3,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,2,3,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,2,4,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,2,4,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,2,4,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,2,4,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,0,3,0,arm,0,40,15,19,15,0,15,36,15,0,10100,6583,989,15,15,0,0,27011,19,0,4,15,15,789,1000,1000,1000,1000
cell,0,3,0,arm,1,40,15,19,15,0,15,36,15,0,10100,6583,989,15,15,0,0,27011,19,0,4,15,15,789,1000,1000,1000,1000
cell,0,3,0,arm,2,40,15,19,15,0,15,36,15,0,10100,6583,989,15,15,0,0,27011,19,0,4,15,15,789,1000,1000,1000,1000
cell,0,3,0,arm,3,40,15,19,15,0,15,36,15,0,10100,6583,989,15,15,0,0,27011,19,0,4,15,15,789,1000,1000,1000,1000
cell,0,3,1,arm,0,40,7,21,7,0,7,26,7,0,34042,3202,1060,7,7,0,0,-3060,21,0,14,7,7,333,1000,1000,1000,1000
cell,0,3,1,arm,1,40,7,21,7,0,7,26,7,0,34042,3202,1060,7,7,0,0,-3060,21,0,14,7,7,333,1000,1000,1000,1000
cell,0,3,1,arm,2,40,7,21,7,0,7,26,7,0,34042,3202,1060,7,7,0,0,-3060,21,0,14,7,7,333,1000,1000,1000,1000
cell,0,3,1,arm,3,40,7,21,7,0,7,26,7,0,34042,3202,1060,7,7,0,0,-3060,21,0,14,7,7,333,1000,1000,1000,1000
cell,0,3,2,arm,0,40,0,19,0,0,0,21,0,0,43566,0,0,0,0,0,0,-17000,19,0,19,0,0,0,0,0,0,0
cell,0,3,2,arm,1,40,0,19,0,0,0,21,0,0,43566,0,0,0,0,0,0,-17000,19,0,19,0,0,0,0,0,0,0
cell,0,3,2,arm,2,40,0,19,0,0,0,21,0,0,43566,0,0,0,0,0,0,-17000,19,0,19,0,0,0,0,0,0,0
cell,0,3,2,arm,3,40,0,19,0,0,0,21,0,0,43566,0,0,0,0,0,0,-17000,19,0,19,0,0,0,0,0,0,0
cell,0,3,3,arm,0,40,12,21,12,0,12,31,12,0,24610,4927,892,12,12,0,0,12108,21,0,9,12,12,571,1000,1000,1000,1000
cell,0,3,3,arm,1,40,12,21,12,0,12,31,12,0,24610,4927,892,12,12,0,0,12108,21,0,9,12,12,571,1000,1000,1000,1000
cell,0,3,3,arm,2,40,12,21,12,0,12,31,12,0,24610,4927,892,12,12,0,0,12108,21,0,9,12,12,571,1000,1000,1000,1000
cell,0,3,3,arm,3,40,12,21,12,0,12,31,12,0,24610,4927,892,12,12,0,0,12108,21,0,9,12,12,571,1000,1000,1000,1000
cell,0,3,4,arm,0,40,0,18,0,0,0,21,0,0,45767,0,0,0,0,0,0,-17000,19,0,19,0,0,0,0,0,0,0
cell,0,3,4,arm,1,40,0,18,0,0,0,21,0,0,45767,0,0,0,0,0,0,-17000,19,0,19,0,0,0,0,0,0,0
cell,0,3,4,arm,2,40,0,18,0,0,0,21,0,0,45767,0,0,0,0,0,0,-17000,19,0,19,0,0,0,0,0,0,0
cell,0,3,4,arm,3,40,0,18,0,0,0,21,0,0,45767,0,0,0,0,0,0,-17000,19,0,19,0,0,0,0,0,0,0
cell,0,4,0,arm,0,40,34,32,31,3,1,2,1,30,70701,36599,14980,73,2,1,2,-88980,40,0,38,1,2,968,911,29,32,2147
cell,0,4,0,arm,1,40,34,32,31,3,0,0,0,32,64857,15503,3136,34,0,0,0,-83136,40,0,40,0,0,968,911,0,0,1000
cell,0,4,0,arm,2,40,34,32,31,3,0,0,0,32,64857,16163,3136,36,0,0,0,-83136,40,0,40,0,0,968,911,0,0,1058
cell,0,4,0,arm,3,40,34,32,31,3,0,0,0,32,64857,15799,3136,35,0,0,0,-83136,40,0,40,0,0,968,911,0,0,1029
cell,0,4,1,arm,0,40,10,21,9,1,3,3,2,7,28383,20073,14738,42,3,3,0,-85738,40,0,37,2,3,428,900,300,222,4200
cell,0,4,1,arm,1,40,10,21,9,1,0,0,0,9,24173,4267,1528,10,0,0,0,-81528,40,0,40,0,0,428,900,0,0,1000
cell,0,4,1,arm,2,40,10,21,9,1,0,0,0,9,24173,4267,1528,10,0,0,0,-81528,40,0,40,0,0,428,900,0,0,1000
cell,0,4,1,arm,3,40,10,21,9,1,0,0,0,9,24173,4267,1528,10,0,0,0,-81528,40,0,40,0,0,428,900,0,0,1000
cell,0,4,2,arm,0,40,0,2,0,0,0,0,0,0,1228,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0,0
cell,0,4,2,arm,1,40,0,2,0,0,0,0,0,0,1228,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0,0
cell,0,4,2,arm,2,40,0,2,0,0,0,0,0,0,1228,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0,0
cell,0,4,2,arm,3,40,0,2,0,0,0,0,0,0,1228,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0,0
cell,0,4,3,arm,0,40,25,25,23,2,6,6,6,17,42245,32533,9145,78,6,6,0,-71145,40,0,34,6,6,920,920,240,260,3120
cell,0,4,3,arm,1,40,25,25,23,2,0,0,0,23,54151,14794,3051,36,0,0,0,-83051,40,0,40,0,0,920,920,0,0,1440
cell,0,4,3,arm,2,40,25,25,23,2,0,0,0,23,54102,16438,3002,40,0,0,0,-83002,40,0,40,0,0,920,920,0,0,1600
cell,0,4,3,arm,3,40,25,25,23,2,0,0,0,23,52927,10595,1827,26,0,0,0,-81827,40,0,40,0,0,920,920,0,0,1040
cell,0,4,4,arm,0,40,3,12,3,0,0,0,0,3,12576,1200,758,3,0,0,0,-80758,40,0,40,0,0,250,1000,0,0,1000
cell,0,4,4,arm,1,40,3,12,3,0,0,0,0,3,12576,1200,758,3,0,0,0,-80758,40,0,40,0,0,250,1000,0,0,1000
