# idiom store for hh-v5-jokeknow. authoring method: curated manual drafting against KNOWLEDGE_SPEC.md section 2 (idiom.tsv) plus breadth coverage of common joke-literalized idioms; 2026-09-24. knowledge only, no joke texts.
a blessing in disguise	mask,costume,hidden	fig=a hidden advantage; lit=something good wearing a disguise
a chip on your shoulder	shoulder,wood,carry	fig=a grudge or resentment; lit=a literal wood chip resting on a shoulder
a drop in the bucket	water,bucket,drop	fig=a tiny amount; lit=one drop of water inside a bucket
a penny for your thoughts	penny,coin,thoughts	fig=asking what someone is thinking; lit=buying thoughts for a coin
a wolf in sheep's clothing	wolf,sheep,clothing	fig=a hidden enemy pretending to be friendly; lit=a wolf literally wearing sheep's clothing
an arm and a leg	arm,leg,limb	fig=very expensive; lit=paying with an actual arm and leg
back to square one	square,start,beginning	fig=starting over; lit=returning to a literal square numbered one
bad apple	apple,rotten,barrel	fig=a corrupting person; lit=a literally rotten apple
bark up the wrong tree	bark,tree,dog	fig=accusing the wrong person; lit=a dog barking at the wrong tree
beat around the bush	beat,bush,bushes	fig=avoiding the point; lit=physically striking shrubbery
bend over backwards	bend,back,backwards	fig=trying very hard; lit=bending the spine backwards
bite off more than you can chew	bite,chew,mouth	fig=taking on too much; lit=biting food too large to chew
bite the bullet	bite,bullet,teeth	fig=enduring something painful; lit=clamping teeth onto a bullet
bite the dust	bite,dust,ground	fig=being defeated or dying; lit=biting the ground's dust
blow off steam	steam,blow,boiler	fig=releasing stress; lit=venting actual steam
born with a silver spoon in your mouth	spoon,silver,mouth	fig=born wealthy; lit=a baby holding a literal silver spoon
break a leg	leg,broken,bone	fig=good luck (theatre); lit=fracturing a leg bone
break the bank	bank,broken,money	fig=spending too much; lit=smashing a bank building
break the ice	ice,broken,frozen	fig=easing social tension; lit=physically breaking frozen ice
bring home the bacon	bacon,home,pig	fig=earning a living; lit=carrying home slabs of bacon
bull in a china shop	bull,china,shop	fig=a clumsy person; lit=a real bull inside a shop of porcelain
burn the candle at both ends	candle,burn,ends	fig=overworking; lit=lighting a candle at both ends
burn the midnight oil	oil,midnight,lamp	fig=working late; lit=burning lamp oil at midnight
bury the hatchet	hatchet,bury,ground	fig=making peace; lit=burying an actual axe in the dirt
bust a gut	gut,bust,burst	fig=laughing hard; lit=rupturing a stomach
butter someone up	butter,spread,flatter	fig=flattering for a favor; lit=spreading butter on a person
by the skin of your teeth	skin,teeth	fig=barely succeeding; lit=skin stretched across teeth
call it a day	day,call,clock	fig=stopping work; lit=phoning a calendar day
cat got your tongue	cat,tongue,got	fig=can't speak; lit=a cat physically holding a tongue
catch someone's eye	eye,catch,look	fig=getting attention; lit=catching an eyeball mid-air
chicken out	chicken,feathers,hen	fig=backing down from fear; lit=turning into a chicken
chip off the old block	chip,block,wood	fig=like one's parent; lit=a wood chip from a wooden block
clean slate	slate,clean,chalk	fig=a fresh start; lit=a wiped-clean writing slate
cold turkey	cold,turkey,bird	fig=quitting abruptly; lit=uncooked turkey meat served cold
come hell or high water	hell,high,water	fig=no matter what; lit=traveling through hell or high water
cool as a cucumber	cucumber,cool,vegetable	fig=very calm; lit=the temperature of a cucumber
cry over spilled milk	milk,spilled,cry	fig=regretting the past; lit=weeping over spilled dairy
cry wolf	wolf,cry,shepherd	fig=raising false alarms; lit=a boy shouting about a real wolf
cut corners	cut,corners,scissors	fig=taking shortcuts; lit=slicing the corners off things
cut to the chase	cut,chase,run	fig=getting to the point; lit=cutting across to join a chase
dark horse	horse,dark,black	fig=an unknown contender; lit=a horse that is dark-colored
days were numbered	calendar,factory,printed,counted	fig=doomed, time running out; lit=each day printed with a number
dead air	dead,air,broadcast	fig=awkward broadcast silence; lit=air that is dead
dead as a doornail	dead,doornail,nail	fig=completely dead; lit=a dead door nail
dead giveaway	dead,giveaway,prize	fig=an obvious clue; lit=a dead prize
dead ringer	dead,ring,bell	fig=an exact lookalike; lit=a dead bell ringer
dead to the world	dead,world,sleep	fig=deeply asleep; lit=literally dead to the world
die laughing	die,laughing,funny	fig=laughing hard; lit=dying from laughter
don't put all your eggs in one basket	eggs,basket,break	fig=don't risk everything at once; lit=carrying all eggs in one basket
down to earth	down,earth,ground	fig=practical and humble; lit=falling down to the earth
drink like a fish	drink,fish,water	fig=drinking too much alcohol; lit=a fish drinking
drop dead	drop,dead,fall	fig=suddenly dying (or an exclamation); lit=falling down dead
dying to leave	graveyard,dead,shift,coffin,quiet	fig=eager to get out; lit=dying as a means of leaving
eat crow	crow,eat,bird	fig=admitting you were wrong; lit=eating a crow bird
eat humble pie	humble,pie,eat	fig=being humbled; lit=eating a pie made of humble
eat your heart out	heart,eat,jealous	fig=watch me (jealousy taunt); lit=eating one's own heart
eat your words	eat,words,swallow	fig=taking back what you said; lit=chewing up spoken words
egg on your face	egg,face,yolk	fig=embarrassed; lit=yolk smeared on a face
face the music	face,music,band	fig=facing consequences; lit=standing facing a band
fish out of water	fish,water,out	fig=out of place; lit=a fish stranded outside water
fit as a fiddle	fiddle,fit,violin	fig=very healthy; lit=as fit as a musical instrument
fly by the seat of your pants	fly,pants,seat	fig=improvising; lit=flying while seated on pants
full of beans	beans,full,energy	fig=energetic; lit=literally stuffed with beans
get cold feet	cold,feet,shoes	fig=getting nervous; lit=feet that are cold
get the ball rolling	ball,rolling,roll	fig=starting something; lit=pushing a ball to roll
get your ducks in a row	ducks,row,line	fig=getting organized; lit=lining up actual ducks
get your feet wet	feet,wet,water	fig=trying something new; lit=dipping feet in water
give it a shot	shot,give,try	fig=trying something; lit=firing a shot
give someone the cold shoulder	cold,shoulder,turn	fig=snubbing someone; lit=presenting a cold shoulder joint
give up the ghost	ghost,give up,die	fig=dying or quitting; lit=surrendering a ghost
go bananas	bananas,fruit,peel	fig=going crazy; lit=turning into bananas
go for broke	broke,bankrupt,money	fig=risking everything; lit=trying to become broke
go through the roof	roof,through,ceiling	fig=rising sharply; lit=passing through a roof
going the extra mile	mile,extra,run	fig=extra effort; lit=running one more mile
hard pill to swallow	pill,swallow,medicine	fig=a hard truth to accept; lit=choking down a large pill
have a field day	field,day,play	fig=having a great time; lit=spending a day in a field
head over heels	head,heels,feet	fig=deeply in love; lit=head positioned over heels
hear it through the grapevine	grapevine,grapes,hear	fig=learning gossip; lit=hearing news from grape vines
heart of gold	heart,gold,metal	fig=a kind person; lit=a heart made of gold metal
hit it off	hit,off,friends	fig=getting along well; lit=striking something off
hit the books	books,hit,study	fig=studying hard; lit=punching textbooks
hit the hay	hay,hit,barn	fig=going to bed; lit=striking a hay bale
hit the nail on the head	nail,head,hammer	fig=exactly right; lit=hammering a nail's head
hit the road	road,hit,travel	fig=leaving; lit=striking the road surface
hit the sack	sack,hit,bed	fig=going to bed; lit=punching a sack
horse of a different color	horse,color,different	fig=a different matter; lit=a horse dyed another color
hot potato	hot,potato,burn	fig=a risky issue; lit=a burning-hot potato
house of cards	house,cards,stack	fig=a fragile plan; lit=a house built from playing cards
icing on the cake	icing,cake,frosting	fig=an extra bonus; lit=frosting spread on cake
in a pickle	pickle,jar,cucumber	fig=in trouble; lit=inside a pickle jar
in deep water	deep,water,pool	fig=in trouble; lit=submerged in deep water
in one ear and out the other	ear,ears,in	fig=not listening; lit=sound traveling through the head
in the doghouse	doghouse,dog,house	fig=in trouble at home; lit=inside a dog's house
it's raining cats and dogs	raining,cats,dogs	fig=raining heavily; lit=cats and dogs falling from the sky
jump through hoops	jump,hoops,circus	fig=doing tedious tasks; lit=leaping through actual hoops
