v68.compile,0
v68.run,0
original_v68.compile,0
original_v68.run,1
minimal_v68.compile,0
minimal_v68.run,0
v68.patch,1
v73.compile,0
v73.run,0
original_v73.compile,0
original_v73.run,1
minimal_v73.compile,0
minimal_v73.run,0
v73.patch,1
v70.compile,0
v70.run,0
v71.compile,0
v71.run,0
v72.compile,0
v72.run,0
v92.compile,0
v92.selftest,0
v92.write,0
v92.read,0
v92.write-corrupt,0
v92.read-corrupt,0
v92.write-truncated,0
v92.read-truncated,0
v92.write-packet,0
v92.read-packet,0
v92.write-packet-corrupt,0
v92.read-packet-corrupt,0
v92.write-packet-truncated,0
v92.read-packet-truncated,0
continuing.compile,0
continuing.supervise,0
direct_outer_learner_packet_bridge_v68_tests.source_unchanged,0
direct_outer_learner_packet_bridge_v68_tests.compile,0
direct_outer_learner_packet_bridge_v68_tests.run,0
direct_zag_checkpoint_sliceparam_repro_v73.source_unchanged,0
direct_zag_checkpoint_sliceparam_repro_v73.compile,0
direct_zag_checkpoint_sliceparam_repro_v73.run,0
checkpoint_unchanged,0
storage_unchanged,0
