TRAP-A1-001	4	4	A	0	1000	800	1000	3	4	995	995
TRAP-A1-002	4	4	A	0	1000	800	1000	3	4	995	995
TRAP-A1-003	4	4	A	0	1000	800	1000	3	4	995	995
TRAP-A1-004	4	4	A	0	1000	800	1000	3	4	995	995
TRAP-A1-005	4	4	A	0	1000	800	1000	3	4	995	995
TRAP-A1-006	4	4	A	0	1000	800	1000	3	4	995	995
TRAP-A1-007	4	4	A	0	1000	800	1000	3	4	995	995
TRAP-A1-008	4	4	A	0	1000	800	1000	3	4	995	995
TRAP-A2-001	4	4	A	0	1000	800	1000	3	4	995	995
TRAP-A2-002	4	4	A	0	1000	800	1000	3	4	995	995
TRAP-A2-003	4	4	A	0	1000	800	1000	3	4	995	995
TRAP-A2-004	4	4	A	0	1000	800	1000	3	4	995	995
TRAP-A2-005	4	4	A	0	1000	800	1000	3	4	995	995
TRAP-A2-006	4	4	A	0	1000	800	1000	3	4	995	995
TRAP-A2-007	4	4	A	0	1000	800	1000	3	4	995	995
TRAP-A2-008	4	4	A	0	1000	800	1000	3	4	995	995
TRAP-A3-001	4	2	A	0	500	1000	0	0	2	996	996
TRAP-A3-002	4	2	A	0	500	1000	0	0	2	996	996
TRAP-A3-003	4	2	A	0	500	1000	0	0	2	996	996
TRAP-A3-004	4	2	A	0	500	1000	0	0	2	996	996
TRAP-A3-005	4	2	A	0	500	1000	0	0	2	996	996
TRAP-A3-006	4	2	A	0	500	1000	0	0	2	996	996
TRAP-A4-001	4	4	A	0	1000	1000	1000	3	4	995	995
TRAP-A4-002	4	4	A	0	1000	1000	1000	3	4	995	995
TRAP-A4-003	4	4	A	0	1000	1000	1000	3	4	995	995
TRAP-A4-004	4	4	A	0	1000	1000	1000	3	4	995	995
TRAP-A4-005	4	4	A	0	1000	1000	1000	3	4	995	995
TRAP-A4-006	4	4	A	0	1000	1000	1000	3	4	995	995
TRAP-A5-001	4	4	A	0	1000	1000	1000	3	4	995	995
TRAP-A5-002	4	4	A	0	1000	1000	1000	3	4	995	995
TRAP-A5-003	4	4	A	0	1000	1000	1000	3	4	995	995
TRAP-A5-004	4	4	A	0	1000	1000	1000	3	4	995	995
TRAP-A5-005	4	4	A	0	1000	1000	1000	3	4	995	995
TRAP-A5-006	4	4	A	0	1000	1000	1000	3	4	995	995
