admit-V2-A-clean-0000	4	1	1	1	931	1000	0	0	4	983	983
admit-V2-A-clean-0001	4	2	1	1	1000	1000	0	0	4	983	983
admit-V2-A-clean-0002	4	3	1	1	1000	1000	1000	3	4	995	995
admit-V2-A-clean-0004	4	4	1	1	1000	800	1000	3	4	995	995
admit-V2-A-clean-0006	4	4	1	1	1000	571	1000	3	4	995	995
admit-V2-A-clean-0016	4	4	1	1	1000	235	1000	3	4	995	995
admit-V2-A-clean-0020	4	4	1	1	1000	190	1000	3	4	995	995
admit-V2-A-clean-0029	4	4	1	1	1000	133	1000	3	4	995	995
admit-V2-A-clean-0038	4	4	1	1	1000	102	1000	3	4	995	995
admit-V2-A-clean-0040	4	4	1	1	1000	97	1000	3	4	995	995
admit-V2-A-clean-0047	4	4	1	1	1000	83	1000	3	4	995	995
admit-V2-A-clean-0059	4	4	1	1	1000	333	1000	3	4	995	995
admit-V2-A-clean-0060	4	4	1	1	1000	307	1000	3	4	995	995
admit-V2-A-clean-0066	4	4	1	1	1000	210	1000	3	4	995	995
admit-V2-A-clean-0072	4	4	1	1	1000	160	1000	3	4	995	995
admit-V2-A-clean-0077	4	4	1	1	1000	133	1000	3	4	995	995
admit-V2-A-clean-0081	4	4	1	1	1000	117	1000	3	4	995	995
admit-V2-A-clean-0090	4	4	1	1	1000	93	1000	3	4	995	995
admit-V2-A-clean-0095	4	4	1	1	1000	83	1000	3	4	995	995
admit-V2-A-clean-0099	4	4	1	1	1000	1000	1000	3	4	995	995
admit-V2-A-decoy-0000	4	2	1	1	710	1000	0	0	3	900	900
admit-V2-A-decoy-0001	4	2	1	1	1000	1000	0	0	4	983	983
admit-V2-A-decoy-0002	4	3	1	1	1000	1000	1000	3	4	995	995
admit-V2-A-decoy-0003	4	4	1	1	1000	1000	1000	3	4	995	995
admit-V2-A-decoy-0004	4	4	1	1	1000	800	1000	3	4	995	995
admit-V2-A-decoy-0005	4	4	1	1	1000	666	1000	3	4	995	995
admit-V2-A-decoy-0006	4	4	1	1	1000	571	1000	3	4	995	995
admit-V2-A-decoy-0007	4	4	1	1	1000	500	1000	3	4	995	995
admit-V2-A-decoy-0008	4	4	1	1	1000	444	1000	3	4	995	995
admit-V2-A-decoy-0009	4	4	1	1	1000	400	1000	3	4	995	995
admit-V2-A-decoy-0010	4	4	1	1	1000	363	1000	3	4	995	995
admit-V2-A-decoy-0011	4	4	1	1	1000	333	1000	3	4	995	995
admit-V2-A-decoy-0012	4	4	1	1	1000	307	1000	3	4	995	995
admit-V2-A-decoy-0013	4	4	1	1	1000	285	1000	3	4	995	995
admit-V2-A-decoy-0014	4	4	1	1	1000	266	1000	3	4	995	995
admit-V2-A-decoy-0015	4	4	1	1	1000	250	1000	3	4	995	995
admit-V2-A-decoy-0016	4	4	1	1	1000	235	1000	3	4	995	995
admit-V2-A-decoy-0017	4	4	1	1	1000	222	1000	3	4	995	995
admit-V2-A-decoy-0018	4	4	1	1	1000	210	1000	3	4	995	995
admit-V2-A-decoy-0019	4	1	1	1	931	1000	0	0	4	983	983
admit-V2-A-decoy-0020	4	2	1	1	1000	1000	0	0	4	983	983
admit-V2-A-decoy-0021	4	3	1	1	1000	1000	1000	3	4	995	995
admit-V2-A-decoy-0022	4	4	1	1	1000	1000	1000	3	4	995	995
admit-V2-A-decoy-0023	4	4	1	1	1000	800	1000	3	4	995	995
admit-V2-A-decoy-0024	4	4	1	1	1000	666	1000	3	4	995	995
admit-V2-A-decoy-0025	4	4	1	1	1000	571	1000	3	4	995	995
admit-V2-A-decoy-0026	4	4	1	1	1000	500	1000	3	4	995	995
admit-V2-A-decoy-0027	4	4	1	1	1000	444	1000	3	4	995	995
admit-V2-A-decoy-0028	4	2	1	1	764	1000	0	0	3	900	900
admit-V2-A-decoy-0029	4	2	1	1	1000	1000	0	0	4	983	983
admit-V2-A-decoy-0030	4	3	1	1	1000	1000	1000	3	4	995	995
admit-V2-A-decoy-0031	4	4	1	1	1000	1000	1000	3	4	995	995
admit-V2-A-decoy-0032	4	4	1	1	1000	800	1000	3	4	995	995
