TRAP-A1-001	8	5	A	0	1000	1000	1000	3	4	997	997
TRAP-A1-002	8	5	A	0	1000	1000	1000	3	4	997	997
TRAP-A1-003	8	5	A	0	1000	1000	1000	3	4	997	997
TRAP-A1-004	8	5	A	0	1000	1000	1000	3	4	997	997
TRAP-A1-005	8	5	A	0	1000	1000	1000	3	4	997	997
TRAP-A1-006	8	5	A	0	1000	1000	1000	3	4	997	997
TRAP-A1-007	8	5	A	0	1000	1000	1000	3	4	997	997
TRAP-A1-008	8	5	A	0	1000	1000	1000	3	4	997	997
TRAP-A2-001	8	5	A	0	1000	1000	1000	3	4	997	997
TRAP-A2-002	8	5	A	0	1000	1000	1000	3	4	997	997
TRAP-A2-003	8	5	A	0	1000	1000	1000	3	4	997	997
TRAP-A2-004	8	5	A	0	1000	1000	1000	3	4	997	997
TRAP-A2-005	8	5	A	0	1000	1000	1000	3	4	997	997
TRAP-A2-006	8	5	A	0	1000	1000	1000	3	4	997	997
TRAP-A2-007	8	5	A	0	1000	1000	1000	3	4	997	997
TRAP-A2-008	8	5	A	0	1000	1000	1000	3	4	997	997
TRAP-A3-001	8	2	A	0	500	1000	0	0	2	996	996
TRAP-A3-002	8	2	A	0	500	1000	0	0	2	996	996
TRAP-A3-003	8	2	A	0	500	1000	0	0	2	996	996
TRAP-A3-004	8	2	A	0	500	1000	0	0	2	996	996
TRAP-A3-005	8	2	A	0	500	1000	0	0	2	996	996
TRAP-A3-006	8	2	A	0	500	1000	0	0	2	996	996
TRAP-A4-001	8	4	A	0	1000	1000	0	0	4	984	984
TRAP-A4-002	8	4	A	0	1000	1000	0	0	4	984	984
TRAP-A4-003	8	4	A	0	1000	1000	0	0	4	984	984
TRAP-A4-004	8	4	A	0	1000	1000	0	0	4	984	984
TRAP-A4-005	8	4	A	0	1000	1000	0	0	4	984	984
TRAP-A4-006	8	4	A	0	1000	1000	0	0	4	984	984
TRAP-A5-001	8	4	A	0	1000	1000	0	0	4	984	984
TRAP-A5-002	8	4	A	0	1000	1000	0	0	4	984	984
TRAP-A5-003	8	4	A	0	1000	1000	0	0	4	984	984
TRAP-A5-004	8	4	A	0	1000	1000	0	0	4	984	984
TRAP-A5-005	8	4	A	0	1000	1000	0	0	4	984	984
TRAP-A5-006	8	4	A	0	1000	1000	0	0	4	984	984
TRAP-A6-001	8	3	A	0	1000	1000	0	0	4	984	984
TRAP-A6-002	8	3	A	0	1000	1000	0	0	4	984	984
TRAP-A6-003	8	3	A	0	1000	1000	0	0	4	984	984
TRAP-A6-004	8	3	A	0	1000	1000	0	0	4	984	984
TRAP-A6-005	8	3	A	0	1000	1000	0	0	4	984	984
