TRAP-A1-001	16	5	A	0	1000	1000	0	0	4	993	993
TRAP-A1-002	16	5	A	0	1000	1000	0	0	4	993	993
TRAP-A1-003	16	5	A	0	1000	1000	0	0	4	993	993
TRAP-A1-004	16	5	A	0	1000	1000	0	0	4	993	993
TRAP-A1-005	16	5	A	0	1000	1000	0	0	4	993	993
TRAP-A1-006	16	5	A	0	1000	1000	0	0	4	993	993
TRAP-A1-007	16	5	A	0	1000	1000	0	0	4	993	993
TRAP-A1-008	16	5	A	0	1000	1000	0	0	4	993	993
TRAP-A2-001	16	5	A	0	1000	1000	0	0	4	993	993
TRAP-A2-002	16	5	A	0	1000	1000	0	0	4	993	993
TRAP-A2-003	16	5	A	0	1000	1000	0	0	4	993	993
TRAP-A2-004	16	5	A	0	1000	1000	0	0	4	993	993
TRAP-A2-005	16	5	A	0	1000	1000	0	0	4	993	993
TRAP-A2-006	16	5	A	0	1000	1000	0	0	4	993	993
TRAP-A2-007	16	5	A	0	1000	1000	0	0	4	993	993
TRAP-A2-008	16	5	A	0	1000	1000	0	0	4	993	993
TRAP-A3-001	16	2	A	0	500	1000	0	0	2	996	996
TRAP-A3-002	16	2	A	0	500	1000	0	0	2	996	996
TRAP-A3-003	16	2	A	0	500	1000	0	0	2	996	996
TRAP-A3-004	16	2	A	0	500	1000	0	0	2	996	996
TRAP-A3-005	16	2	A	0	500	1000	0	0	2	996	996
TRAP-A3-006	16	2	A	0	500	1000	0	0	2	996	996
TRAP-A4-001	16	4	A	0	1000	1000	0	0	4	993	993
TRAP-A4-002	16	4	A	0	1000	1000	0	0	4	993	993
TRAP-A4-003	16	4	A	0	1000	1000	0	0	4	993	993
TRAP-A4-004	16	4	A	0	1000	1000	0	0	4	993	993
TRAP-A4-005	16	4	A	0	1000	1000	0	0	4	993	993
TRAP-A4-006	16	4	A	0	1000	1000	0	0	4	993	993
TRAP-A5-001	16	4	A	0	1000	1000	0	0	4	993	993
TRAP-A5-002	16	4	A	0	1000	1000	0	0	4	993	993
TRAP-A5-003	16	4	A	0	1000	1000	0	0	4	993	993
TRAP-A5-004	16	4	A	0	1000	1000	0	0	4	993	993
TRAP-A5-005	16	4	A	0	1000	1000	0	0	4	993	993
TRAP-A5-006	16	4	A	0	1000	1000	0	0	4	993	993
TRAP-A6-001	16	3	A	0	1000	1000	0	0	4	993	993
TRAP-A6-002	16	3	A	0	1000	1000	0	0	4	993	993
TRAP-A6-003	16	3	A	0	1000	1000	0	0	4	993	993
TRAP-A6-004	16	3	A	0	1000	1000	0	0	4	993	993
TRAP-A6-005	16	3	A	0	1000	1000	0	0	4	993	993
TRAP-A6-006	16	3	A	0	1000	1000	0	0	4	993	993
TRAP-B1-001	16	4	A	0	1000	1000	0	0	4	993	993
TRAP-B1-002	16	4	A	0	1000	1000	0	0	4	993	993
TRAP-B1-003	16	4	A	0	1000	1000	0	0	4	993	993
TRAP-B1-004	16	4	A	0	1000	1000	0	0	4	993	993
TRAP-B1-005	16	4	A	0	1000	1000	0	0	4	993	993
TRAP-B1-006	16	4	A	0	1000	1000	0	0	4	993	993
TRAP-B1-007	16	4	A	0	1000	1000	0	0	4	993	993
TRAP-B1-008	16	4	A	0	1000	1000	0	0	4	993	993
TRAP-B2-001	16	4	A	0	1000	1000	0	0	4	993	993
TRAP-B2-002	16	4	A	0	1000	1000	0	0	4	993	993
TRAP-B2-003	16	4	A	0	1000	1000	0	0	4	993	993
TRAP-B2-004	16	4	A	0	1000	1000	0	0	4	993	993
TRAP-B2-005	16	4	A	0	1000	1000	0	0	4	993	993
TRAP-B2-006	16	4	A	0	1000	1000	0	0	4	993	993
TRAP-B2-007	16	4	A	0	1000	1000	0	0	4	993	993
TRAP-B2-008	16	4	A	0	1000	1000	0	0	4	993	993
TRAP-B3-001	16	4	A	0	800	1000	0	0	4	993	993
TRAP-B3-002	16	4	A	0	800	1000	0	0	4	993	993
TRAP-B3-003	16	4	A	0	800	1000	0	0	4	993	993
TRAP-B3-004	16	4	A	0	800	1000	0	0	4	993	993
TRAP-B3-005	16	4	A	0	800	1000	0	0	4	993	993
TRAP-B3-006	16	4	A	0	800	1000	0	0	4	993	993
TRAP-B4-001	16	3	A	0	1000	1000	0	0	4	993	993
TRAP-B4-002	16	3	A	0	1000	1000	0	0	4	993	993
TRAP-B4-003	16	3	A	0	1000	1000	0	0	4	993	993
TRAP-B4-004	16	3	A	0	1000	1000	0	0	4	993	993
TRAP-B4-005	16	3	A	0	1000	1000	0	0	4	993	993
TRAP-B4-006	16	3	A	0	1000	1000	0	0	4	993	993
TRAP-B5-001	16	2	A	0	500	1000	0	0	2	996	996
TRAP-B5-002	16	2	A	0	500	1000	0	0	2	996	996
TRAP-B5-003	16	2	A	0	500	1000	0	0	2	996	996
TRAP-B5-004	16	2	A	0	500	1000	0	0	2	996	996
TRAP-B5-005	16	2	A	0	500	1000	0	0	2	996	996
TRAP-B5-006	16	2	A	0	500	1000	0	0	2	996	996
TRAP-B6-001	16	3	A	0	1000	1000	0	0	4	993	993
TRAP-B6-002	16	3	A	0	1000	1000	0	0	4	993	993
TRAP-B6-003	16	3	A	0	1000	1000	0	0	4	993	993
