H5B-P-06-00	1	1	0	1	300	125	125	0	1	526	526
H5B-P-06-01	1	1	0	1	250	125	125	0	1	526	526
H5B-P-06-02	1	1	0	1	400	125	125	0	2	951	951
H5B-P-06-03	1	1	0	1	150	125	125	0	0	138	138
H5B-P-06-04	1	1	0	1	450	125	125	0	2	951	951
H5B-P-06-05	1	1	0	1	300	125	125	0	1	526	526
H5B-P-06-06	1	1	0	1	250	125	125	0	1	526	526
H5B-P-06-07	1	1	0	1	400	125	125	0	2	951	951
H5B-P-06-08	1	1	0	1	150	125	125	0	0	138	138
H5B-P-06-09	1	1	0	1	450	125	125	0	2	951	951
H5B-P-12-00	1	1	0	1	300	71	71	0	1	526	526
H5B-P-12-01	1	1	0	1	250	71	71	0	1	526	526
H5B-P-12-02	1	1	0	1	400	71	71	0	2	951	951
H5B-P-12-03	1	1	0	1	150	71	71	0	0	138	138
H5B-P-12-04	1	1	0	1	450	71	71	0	2	951	951
H5B-P-12-05	1	1	0	1	300	71	71	0	1	526	526
H5B-P-12-06	1	1	0	1	250	71	71	0	1	526	526
H5B-P-12-07	1	1	0	1	400	71	71	0	2	951	951
H5B-P-12-08	1	1	0	1	150	71	71	0	0	138	138
H5B-P-12-09	1	1	0	1	450	71	71	0	2	951	951
H5B-P-20-00	1	1	0	1	300	45	45	0	1	526	526
H5B-P-20-01	1	1	0	1	250	45	45	0	1	526	526
H5B-P-20-02	1	1	0	1	400	45	45	0	2	951	951
H5B-P-20-03	1	1	0	1	150	45	45	0	0	138	138
H5B-P-20-04	1	1	0	1	450	45	45	0	2	951	951
H5B-P-20-05	1	1	0	1	300	45	45	0	1	526	526
H5B-P-20-06	1	1	0	1	250	45	45	0	1	526	526
H5B-P-20-07	1	1	0	1	400	45	45	0	2	951	951
H5B-P-20-08	1	1	0	1	150	45	45	0	0	138	138
H5B-P-20-09	1	1	0	1	450	45	45	0	2	951	951
H5B-P-40-00	1	1	0	1	300	23	23	0	1	526	526
H5B-P-40-01	1	1	0	1	250	23	23	0	1	526	526
H5B-P-40-02	1	1	0	1	400	23	23	0	2	951	951
H5B-P-40-03	1	1	0	1	150	23	23	0	0	138	138
H5B-P-40-04	1	1	0	1	450	23	23	0	2	951	951
H5B-P-40-05	1	1	0	1	300	23	23	0	1	526	526
H5B-P-40-06	1	1	0	1	250	23	23	0	1	526	526
H5B-P-40-07	1	1	0	1	400	23	23	0	2	951	951
H5B-P-40-08	1	1	0	1	150	23	23	0	0	138	138
H5B-P-40-09	1	1	0	1	450	23	23	0	2	951	951
H5B-O-06-00	1	1	1	1	300	142	142	0	1	526	526
H5B-O-06-01	1	1	1	1	250	142	142	0	1	526	526
H5B-O-06-02	1	1	1	1	400	142	142	0	2	951	951
H5B-O-06-03	1	1	1	1	150	142	142	0	0	138	138
H5B-O-06-04	1	1	1	1	450	142	142	0	2	951	951
H5B-O-06-05	1	1	1	1	300	142	142	0	1	526	526
H5B-O-06-06	1	1	1	1	250	142	142	0	1	526	526
H5B-O-06-07	1	1	1	1	400	142	142	0	2	951	951
H5B-O-06-08	1	1	1	1	150	142	142	0	0	138	138
H5B-O-06-09	1	1	1	1	450	142	142	0	2	951	951
H5B-O-12-00	1	1	1	1	300	76	76	0	1	526	526
H5B-O-12-01	1	1	1	1	250	76	76	0	1	526	526
H5B-O-12-02	1	1	1	1	400	76	76	0	2	951	951
H5B-O-12-03	1	1	1	1	150	76	76	0	0	138	138
H5B-O-12-04	1	1	1	1	450	76	76	0	2	951	951
H5B-O-12-05	1	1	1	1	300	76	76	0	1	526	526
H5B-O-12-06	1	1	1	1	250	76	76	0	1	526	526
H5B-O-12-07	1	1	1	1	400	76	76	0	2	951	951
H5B-O-12-08	1	1	1	1	150	76	76	0	0	138	138
H5B-O-12-09	1	1	1	1	450	76	76	0	2	951	951
H5B-O-20-00	1	1	1	1	300	47	47	0	1	526	526
H5B-O-20-01	1	1	1	1	250	47	47	0	1	526	526
H5B-O-20-02	1	1	1	1	400	47	47	0	2	951	951
H5B-O-20-03	1	1	1	1	150	47	47	0	0	138	138
H5B-O-20-04	1	1	1	1	450	47	47	0	2	951	951
H5B-O-20-05	1	1	1	1	300	47	47	0	1	526	526
H5B-O-20-06	1	1	1	1	250	47	47	0	1	526	526
H5B-O-20-07	1	1	1	1	400	47	47	0	2	951	951
H5B-O-20-08	1	1	1	1	150	47	47	0	0	138	138
H5B-O-20-09	1	1	1	1	450	47	47	0	2	951	951
H5B-O-40-00	1	1	1	1	300	24	24	0	1	526	526
H5B-O-40-01	1	1	1	1	250	24	24	0	1	526	526
H5B-O-40-02	1	1	1	1	400	24	24	0	2	951	951
H5B-O-40-03	1	1	1	1	150	24	24	0	0	138	138
H5B-O-40-04	1	1	1	1	450	24	24	0	2	951	951
H5B-O-40-05	1	1	1	1	300	24	24	0	1	526	526
H5B-O-40-06	1	1	1	1	250	24	24	0	1	526	526
H5B-O-40-07	1	1	1	1	400	24	24	0	2	951	951
H5B-O-40-08	1	1	1	1	150	24	24	0	0	138	138
H5B-O-40-09	1	1	1	1	450	24	24	0	2	951	951
H5B-D-0-00	1	1	1	1	500	500	500	2	2	972	972
H5B-D-0-01	1	1	1	1	500	500	500	2	2	972	972
H5B-D-0-02	1	1	1	1	500	500	500	2	2	972	972
H5B-D-0-03	1	1	1	1	500	500	500	2	2	972	972
H5B-D-0-04	1	1	1	1	500	500	500	2	2	972	972
H5B-D-0-05	1	1	1	1	500	500	500	2	2	972	972
H5B-D-0-06	1	1	1	1	500	500	500	2	2	972	972
H5B-D-0-07	1	1	1	1	500	500	500	2	2	972	972
H5B-D-0-08	1	1	1	1	500	500	500	2	2	972	972
H5B-D-0-09	1	1	1	1	500	500	500	2	2	972	972
H5B-D-1-00	1	1	0	1	100	333	333	1	0	10	10
H5B-D-1-01	1	1	0	1	100	333	333	1	0	10	10
H5B-D-1-02	1	1	0	1	100	333	333	1	0	10	10
H5B-D-1-03	1	1	0	1	100	333	333	1	0	10	10
H5B-D-1-04	1	1	0	1	100	333	333	1	0	10	10
H5B-D-1-05	1	1	0	1	100	333	333	1	0	10	10
H5B-D-1-06	1	1	0	1	100	333	333	1	0	10	10
H5B-D-1-07	1	1	0	1	100	333	333	1	0	10	10
H5B-D-1-08	1	1	0	1	100	333	333	1	0	10	10
H5B-D-1-09	1	1	0	1	100	333	333	1	0	10	10
H5B-D-2-00	1	1	0	1	100	250	250	1	0	10	10
H5B-D-2-01	1	1	0	1	100	250	250	1	0	10	10
H5B-D-2-02	1	1	0	1	100	250	250	1	0	10	10
H5B-D-2-03	1	1	0	1	100	250	250	1	0	10	10
H5B-D-2-04	1	1	0	1	100	250	250	1	0	10	10
H5B-D-2-05	1	1	0	1	100	250	250	1	0	10	10
H5B-D-2-06	1	1	0	1	100	250	250	1	0	10	10
H5B-D-2-07	1	1	0	1	100	250	250	1	0	10	10
H5B-D-2-08	1	1	0	1	100	250	250	1	0	10	10
H5B-D-2-09	1	1	0	1	100	250	250	1	0	10	10
H5B-D-6-00	1	1	0	1	100	125	125	0	0	138	138
H5B-D-6-01	1	1	0	1	100	125	125	0	0	138	138
H5B-D-6-02	1	1	0	1	100	125	125	0	0	138	138
H5B-D-6-03	1	1	0	1	100	125	125	0	0	138	138
H5B-D-6-04	1	1	0	1	100	125	125	0	0	138	138
H5B-D-6-05	1	1	0	1	100	125	125	0	0	138	138
H5B-D-6-06	1	1	0	1	100	125	125	0	0	138	138
H5B-D-6-07	1	1	0	1	100	125	125	0	0	138	138
H5B-D-6-08	1	1	0	1	100	125	125	0	0	138	138
H5B-D-6-09	1	1	0	1	100	125	125	0	0	138	138
