H5B-O-06-01	O	1	1	1	1	1	250	15	0	0	142	1000	0	0
H5B-O-06-01	O	1	2	2	1	1	500	31	0	250	285	1000	0	0
H5B-O-06-01	O	1	4	4	1	1	500	62	0	0	571	1000	0	0
H5B-O-06-01	O	1	8	7	0	A	1000	109	1000	800	1000	500	1000	0
H5B-O-06-01	O	1	16	7	0	A	1000	109	1000	800	1000	500	1000	0
H5B-O-06-01	O	1	32	7	0	A	1000	109	1000	800	1000	500	1000	0
H5B-O-06-01	O	1	64	7	0	A	1000	109	1000	800	1000	500	1000	0
H5B-O-06-03	O	1	1	1	1	1	150	15	0	0	142	1000	0	0
H5B-O-06-03	O	1	2	2	1	1	500	31	0	350	285	1000	0	0
H5B-O-06-03	O	1	4	4	1	1	500	62	0	0	571	1000	0	0
H5B-O-06-03	O	1	8	7	0	A	1000	109	1000	770	1000	500	1000	0
H5B-O-06-03	O	1	16	7	0	A	1000	109	1000	770	1000	500	1000	0
H5B-O-06-03	O	1	32	7	0	A	1000	109	1000	770	1000	500	1000	0
H5B-O-06-03	O	1	64	7	0	A	1000	109	1000	770	1000	500	1000	0
H5B-O-06-05	O	1	1	1	1	1	300	15	0	0	142	1000	0	0
H5B-O-06-05	O	1	2	2	1	1	500	31	0	200	285	1000	0	0
H5B-O-06-05	O	1	4	4	1	1	500	62	0	0	571	1000	0	0
H5B-O-06-05	O	1	8	7	0	A	1000	109	1000	830	1000	500	1000	0
H5B-O-06-05	O	1	16	7	0	A	1000	109	1000	830	1000	500	1000	0
H5B-O-06-05	O	1	32	7	0	A	1000	109	1000	830	1000	500	1000	0
H5B-O-06-05	O	1	64	7	0	A	1000	109	1000	830	1000	500	1000	0
H5B-O-06-07	O	1	1	1	1	1	400	15	0	0	142	1000	0	0
H5B-O-06-07	O	1	2	2	1	1	500	31	0	100	285	1000	0	0
H5B-O-06-07	O	1	4	4	1	1	500	62	0	0	571	1000	0	0
H5B-O-06-07	O	1	8	7	0	A	1000	109	1000	800	1000	500	1000	0
H5B-O-06-07	O	1	16	7	0	A	1000	109	1000	800	1000	500	1000	0
H5B-O-06-07	O	1	32	7	0	A	1000	109	1000	800	1000	500	1000	0
H5B-O-06-07	O	1	64	7	0	A	1000	109	1000	800	1000	500	1000	0
H5B-O-06-09	O	1	1	1	1	1	450	15	0	0	142	1000	0	0
H5B-O-06-09	O	1	2	2	1	1	500	31	0	50	285	1000	0	0
H5B-O-06-09	O	1	4	4	1	1	500	62	0	0	571	1000	0	0
H5B-O-06-09	O	1	8	7	0	A	1000	109	1000	770	1000	500	1000	0
H5B-O-06-09	O	1	16	7	0	A	1000	109	1000	770	1000	500	1000	0
H5B-O-06-09	O	1	32	7	0	A	1000	109	1000	770	1000	500	1000	0
H5B-O-06-09	O	1	64	7	0	A	1000	109	1000	770	1000	500	1000	0
H5B-O-12-01	O	1	1	1	1	1	250	15	0	0	76	1000	0	0
H5B-O-12-01	O	1	2	2	1	1	500	31	0	250	153	1000	0	0
