TRAP-A1-001	trap	0	1	1	1	0	100	15	0	0	200	1000	0	0
TRAP-A1-001	trap	0	2	2	1	0	200	31	0	100	400	1000	0	0
TRAP-A1-001	trap	0	4	4	0	A	1000	62	1000	200	800	500	1000	0
TRAP-A1-001	trap	0	8	5	0	A	1000	78	1000	500	1000	500	1000	0
TRAP-A1-001	trap	0	16	5	0	A	1000	78	1000	500	1000	500	1000	0
TRAP-A1-002	trap	0	1	1	1	0	100	15	0	0	200	1000	0	0
TRAP-A1-002	trap	0	2	2	1	0	200	31	0	100	400	1000	0	0
TRAP-A1-002	trap	0	4	4	0	A	1000	62	1000	200	800	500	1000	0
TRAP-A1-002	trap	0	8	5	0	A	1000	78	1000	500	1000	500	1000	0
TRAP-A1-002	trap	0	16	5	0	A	1000	78	1000	500	1000	500	1000	0
TRAP-A1-003	trap	0	1	1	1	0	100	15	0	0	200	1000	0	0
TRAP-A1-003	trap	0	2	2	1	0	200	31	0	100	400	1000	0	0
TRAP-A1-003	trap	0	4	4	0	A	1000	62	1000	200	800	500	1000	0
TRAP-A1-003	trap	0	8	5	0	A	1000	78	1000	500	1000	500	1000	0
TRAP-A1-003	trap	0	16	5	0	A	1000	78	1000	500	1000	500	1000	0
TRAP-A1-004	trap	0	1	1	1	0	100	15	0	0	200	1000	0	0
TRAP-A1-004	trap	0	2	2	1	0	200	31	0	100	400	1000	0	0
TRAP-A1-004	trap	0	4	4	0	A	1000	62	1000	200	800	500	1000	0
TRAP-A1-004	trap	0	8	5	0	A	1000	78	1000	500	1000	500	1000	0
TRAP-A1-004	trap	0	16	5	0	A	1000	78	1000	500	1000	500	1000	0
TRAP-A1-005	trap	0	1	1	1	0	100	15	0	0	200	1000	0	0
TRAP-A1-005	trap	0	2	2	1	0	200	31	0	100	400	1000	0	0
TRAP-A1-005	trap	0	4	4	0	A	1000	62	1000	200	800	500	1000	0
TRAP-A1-005	trap	0	8	5	0	A	1000	78	1000	500	1000	500	1000	0
TRAP-A1-005	trap	0	16	5	0	A	1000	78	1000	500	1000	500	1000	0
TRAP-A1-006	trap	0	1	1	1	0	100	15	0	0	200	1000	0	0
TRAP-A1-006	trap	0	2	2	1	0	200	31	0	100	400	1000	0	0
TRAP-A1-006	trap	0	4	4	0	A	1000	62	1000	200	800	500	1000	0
TRAP-A1-006	trap	0	8	5	0	A	1000	78	1000	500	1000	500	1000	0
TRAP-A1-006	trap	0	16	5	0	A	1000	78	1000	500	1000	500	1000	0
