H5B-O-06-00	O	0	1	1	1	1	300	15	0	0	142	1000	0	0
H5B-O-06-00	O	0	2	2	1	1	500	31	0	200	285	1000	0	0
H5B-O-06-00	O	0	4	4	1	1	500	62	0	0	571	1000	0	0
H5B-O-06-00	O	0	8	7	0	A	1000	109	1000	770	1000	500	1000	0
H5B-O-06-00	O	0	16	7	0	A	1000	109	1000	770	1000	500	1000	0
H5B-O-06-00	O	0	32	7	0	A	1000	109	1000	770	1000	500	1000	0
H5B-O-06-00	O	0	64	7	0	A	1000	109	1000	770	1000	500	1000	0
H5B-O-06-02	O	0	1	1	1	1	400	15	0	0	142	1000	0	0
H5B-O-06-02	O	0	2	2	1	1	500	31	0	100	285	1000	0	0
H5B-O-06-02	O	0	4	4	1	1	500	62	0	0	571	1000	0	0
H5B-O-06-02	O	0	8	7	0	A	1000	109	1000	830	1000	500	1000	0
H5B-O-06-02	O	0	16	7	0	A	1000	109	1000	830	1000	500	1000	0
H5B-O-06-02	O	0	32	7	0	A	1000	109	1000	830	1000	500	1000	0
H5B-O-06-02	O	0	64	7	0	A	1000	109	1000	830	1000	500	1000	0
H5B-O-06-04	O	0	1	1	1	1	450	15	0	0	142	1000	0	0
H5B-O-06-04	O	0	2	2	1	1	500	31	0	50	285	1000	0	0
H5B-O-06-04	O	0	4	4	1	1	500	62	0	0	571	1000	0	0
H5B-O-06-04	O	0	8	7	0	A	1000	109	1000	800	1000	500	1000	0
H5B-O-06-04	O	0	16	7	0	A	1000	109	1000	800	1000	500	1000	0
H5B-O-06-04	O	0	32	7	0	A	1000	109	1000	800	1000	500	1000	0
H5B-O-06-04	O	0	64	7	0	A	1000	109	1000	800	1000	500	1000	0
H5B-O-06-06	O	0	1	1	1	1	250	15	0	0	142	1000	0	0
H5B-O-06-06	O	0	2	2	1	1	500	31	0	250	285	1000	0	0
H5B-O-06-06	O	0	4	4	1	1	500	62	0	0	571	1000	0	0
H5B-O-06-06	O	0	8	7	0	A	1000	109	1000	770	1000	500	1000	0
H5B-O-06-06	O	0	16	7	0	A	1000	109	1000	770	1000	500	1000	0
H5B-O-06-06	O	0	32	7	0	A	1000	109	1000	770	1000	500	1000	0
H5B-O-06-06	O	0	64	7	0	A	1000	109	1000	770	1000	500	1000	0
H5B-O-06-08	O	0	1	1	1	1	150	15	0	0	142	1000	0	0
H5B-O-06-08	O	0	2	2	1	1	500	31	0	350	285	1000	0	0
H5B-O-06-08	O	0	4	4	1	1	500	62	0	0	571	1000	0	0
H5B-O-06-08	O	0	8	7	0	A	1000	109	1000	830	1000	500	1000	0
H5B-O-06-08	O	0	16	7	0	A	1000	109	1000	830	1000	500	1000	0
H5B-O-06-08	O	0	32	7	0	A	1000	109	1000	830	1000	500	1000	0
H5B-O-06-08	O	0	64	7	0	A	1000	109	1000	830	1000	500	1000	0
H5B-O-12-00	O	0	1	1	1	1	300	15	0	0	76	1000	0	0
H5B-O-12-00	O	0	2	2	1	1	500	31	0	200	153	1000	0	0
H5B-O-12-00	O	0	4	4	1	1	500	62	0	0	307	1000	0	0
H5B-O-12-00	O	0	8	8	1	1	500	125	0	0	615	1000	0	0
H5B-O-12-00	O	0	16	13	0	A	1000	203	1000	1000	1000	500	1000	0
H5B-O-12-00	O	0	32	13	0	A	1000	203	1000	1000	1000	500	1000	0
H5B-O-12-00	O	0	64	13	0	A	1000	203	1000	1000	1000	500	1000	0
H5B-O-12-02	O	0	1	1	1	1	400	15	0	0	76	1000	0	0
H5B-O-12-02	O	0	2	2	1	1	500	31	0	100	153	1000	0	0
H5B-O-12-02	O	0	4	4	1	1	500	62	0	0	307	1000	0	0
H5B-O-12-02	O	0	8	8	1	1	500	125	0	0	615	1000	0	0
H5B-O-12-02	O	0	16	13	0	A	1000	203	1000	1000	1000	500	1000	0
H5B-O-12-02	O	0	32	13	0	A	1000	203	1000	1000	1000	500	1000	0
H5B-O-12-02	O	0	64	13	0	A	1000	203	1000	1000	1000	500	1000	0
H5B-O-12-04	O	0	1	1	1	1	450	15	0	0	76	1000	0	0
H5B-O-12-04	O	0	2	2	1	1	500	31	0	50	153	1000	0	0
H5B-O-12-04	O	0	4	4	1	1	500	62	0	0	307	1000	0	0
H5B-O-12-04	O	0	8	8	1	1	500	125	0	0	615	1000	0	0
H5B-O-12-04	O	0	16	13	0	A	1000	203	1000	1000	1000	500	1000	0
H5B-O-12-04	O	0	32	13	0	A	1000	203	1000	1000	1000	500	1000	0
H5B-O-12-04	O	0	64	13	0	A	1000	203	1000	1000	1000	500	1000	0
H5B-O-12-06	O	0	1	1	1	1	250	15	0	0	76	1000	0	0
H5B-O-12-06	O	0	2	2	1	1	500	31	0	250	153	1000	0	0
H5B-O-12-06	O	0	4	4	1	1	500	62	0	0	307	1000	0	0
H5B-O-12-06	O	0	8	8	1	1	500	125	0	0	615	1000	0	0
H5B-O-12-06	O	0	16	13	0	A	1000	203	1000	1000	1000	500	1000	0
H5B-O-12-06	O	0	32	13	0	A	1000	203	1000	1000	1000	500	1000	0
H5B-O-12-06	O	0	64	13	0	A	1000	203	1000	1000	1000	500	1000	0
H5B-O-12-08	O	0	1	1	1	1	150	15	0	0	76	1000	0	0
H5B-O-12-08	O	0	2	2	1	1	500	31	0	350	153	1000	0	0
H5B-O-12-08	O	0	4	4	1	1	500	62	0	0	307	1000	0	0
