COST-D1-001	cost	0	1	1	1	1	750	15	0	0	125	1000	0	0
COST-D1-001	cost	0	2	2	1	1	1000	31	0	500	250	500	1000	0
COST-D1-001	cost	0	4	4	1	1	1000	62	0	0	500	500	1000	0
COST-D1-001	cost	0	8	8	1	1	1000	125	0	0	1000	500	1000	0
COST-D1-001	cost	0	16	8	1	1	1000	125	0	0	1000	500	1000	0
COST-D1-002	cost	0	1	1	1	1	750	15	0	0	125	1000	0	0
COST-D1-002	cost	0	2	2	1	1	1000	31	0	500	250	500	1000	0
COST-D1-002	cost	0	4	4	1	1	1000	62	0	0	500	500	1000	0
COST-D1-002	cost	0	8	8	1	1	1000	125	0	0	1000	500	1000	0
COST-D1-002	cost	0	16	8	1	1	1000	125	0	0	1000	500	1000	0
COST-D1-003	cost	0	1	1	1	1	750	15	0	0	125	1000	0	0
COST-D1-003	cost	0	2	2	1	1	1000	31	0	500	250	500	1000	0
COST-D1-003	cost	0	4	4	1	1	1000	62	0	0	500	500	1000	0
COST-D1-003	cost	0	8	8	1	1	1000	125	0	0	1000	500	1000	0
COST-D1-003	cost	0	16	8	1	1	1000	125	0	0	1000	500	1000	0
COST-D1-004	cost	0	1	1	1	1	750	15	0	0	125	1000	0	0
COST-D1-004	cost	0	2	2	1	1	1000	31	0	500	250	500	1000	0
COST-D1-004	cost	0	4	4	1	1	1000	62	0	0	500	500	1000	0
COST-D1-004	cost	0	8	8	1	1	1000	125	0	0	1000	500	1000	0
COST-D1-004	cost	0	16	8	1	1	1000	125	0	0	1000	500	1000	0
COST-D1-005	cost	0	1	1	1	1	750	15	0	0	125	1000	0	0
COST-D1-005	cost	0	2	2	1	1	1000	31	0	500	250	500	1000	0
COST-D1-005	cost	0	4	4	1	1	1000	62	0	0	500	500	1000	0
COST-D1-005	cost	0	8	8	1	1	1000	125	0	0	1000	500	1000	0
COST-D1-005	cost	0	16	8	1	1	1000	125	0	0	1000	500	1000	0
COST-D1-006	cost	0	1	1	1	1	750	15	0	0	125	1000	0	0
COST-D1-006	cost	0	2	2	1	1	1000	31	0	500	250	500	1000	0
COST-D1-006	cost	0	4	4	1	1	1000	62	0	0	500	500	1000	0
COST-D1-006	cost	0	8	8	1	1	1000	125	0	0	1000	500	1000	0
COST-D1-006	cost	0	16	8	1	1	1000	125	0	0	1000	500	1000	0
COST-D1-007	cost	0	1	1	1	1	750	15	0	0	125	1000	0	0
COST-D1-007	cost	0	2	2	1	1	1000	31	0	500	250	500	1000	0
COST-D1-007	cost	0	4	4	1	1	1000	62	0	0	500	500	1000	0
COST-D1-007	cost	0	8	8	1	1	1000	125	0	0	1000	500	1000	0
COST-D1-007	cost	0	16	8	1	1	1000	125	0	0	1000	500	1000	0
COST-D1-008	cost	0	1	1	1	1	750	15	0	0	125	1000	0	0
COST-D1-008	cost	0	2	2	1	1	1000	31	0	500	250	500	1000	0
COST-D1-008	cost	0	4	4	1	1	1000	62	0	0	500	500	1000	0
COST-D1-008	cost	0	8	8	1	1	1000	125	0	0	1000	500	1000	0
COST-D1-008	cost	0	16	8	1	1	1000	125	0	0	1000	500	1000	0
COST-D1-009	cost	0	1	1	1	1	750	15	0	0	125	1000	0	0
COST-D1-009	cost	0	2	2	1	1	1000	31	0	500	250	500	1000	0
COST-D1-009	cost	0	4	4	1	1	1000	62	0	0	500	500	1000	0
COST-D1-009	cost	0	8	8	1	1	1000	125	0	0	1000	500	1000	0
COST-D1-009	cost	0	16	8	1	1	1000	125	0	0	1000	500	1000	0
COST-D1-010	cost	0	1	1	1	1	750	15	0	0	125	1000	0	0
COST-D1-010	cost	0	2	2	1	1	1000	31	0	500	250	500	1000	0
COST-D1-010	cost	0	4	4	1	1	1000	62	0	0	500	500	1000	0
COST-D1-010	cost	0	8	8	1	1	1000	125	0	0	1000	500	1000	0
