H5B-P-06-00	P	0	1	1	1	0	300	15	0	0	125	1000	0	0
H5B-P-06-00	P	0	2	2	1	0	500	31	0	200	250	1000	0	0
H5B-P-06-00	P	0	4	4	1	0	500	62	0	0	500	1000	0	0
H5B-P-06-00	P	0	8	8	0	A	1000	125	1000	500	1000	500	1000	0
H5B-P-06-00	P	0	16	8	0	A	1000	125	1000	500	1000	500	1000	0
H5B-P-06-00	P	0	32	8	0	A	1000	125	1000	500	1000	500	1000	0
H5B-P-06-00	P	0	64	8	0	A	1000	125	1000	500	1000	500	1000	0
H5B-P-06-02	P	0	1	1	1	0	400	15	0	0	125	1000	0	0
H5B-P-06-02	P	0	2	2	1	0	500	31	0	100	250	1000	0	0
H5B-P-06-02	P	0	4	4	1	0	500	62	0	0	500	1000	0	0
H5B-P-06-02	P	0	8	8	0	A	1000	125	1000	500	1000	500	1000	0
H5B-P-06-02	P	0	16	8	0	A	1000	125	1000	500	1000	500	1000	0
H5B-P-06-02	P	0	32	8	0	A	1000	125	1000	500	1000	500	1000	0
H5B-P-06-02	P	0	64	8	0	A	1000	125	1000	500	1000	500	1000	0
H5B-P-06-04	P	0	1	1	1	0	450	15	0	0	125	1000	0	0
H5B-P-06-04	P	0	2	2	1	0	500	31	0	50	250	1000	0	0
H5B-P-06-04	P	0	4	4	1	0	500	62	0	0	500	1000	0	0
H5B-P-06-04	P	0	8	8	0	A	1000	125	1000	500	1000	500	1000	0
H5B-P-06-04	P	0	16	8	0	A	1000	125	1000	500	1000	500	1000	0
H5B-P-06-04	P	0	32	8	0	A	1000	125	1000	500	1000	500	1000	0
H5B-P-06-04	P	0	64	8	0	A	1000	125	1000	500	1000	500	1000	0
H5B-P-06-06	P	0	1	1	1	0	250	15	0	0	125	1000	0	0
H5B-P-06-06	P	0	2	2	1	0	500	31	0	250	250	1000	0	0
H5B-P-06-06	P	0	4	4	1	0	500	62	0	0	500	1000	0	0
H5B-P-06-06	P	0	8	8	0	A	1000	125	1000	500	1000	500	1000	0
H5B-P-06-06	P	0	16	8	0	A	1000	125	1000	500	1000	500	1000	0
H5B-P-06-06	P	0	32	8	0	A	1000	125	1000	500	1000	500	1000	0
H5B-P-06-06	P	0	64	8	0	A	1000	125	1000	500	1000	500	1000	0
H5B-P-06-08	P	0	1	1	1	0	150	15	0	0	125	1000	0	0
H5B-P-06-08	P	0	2	2	1	0	500	31	0	350	250	1000	0	0
H5B-P-06-08	P	0	4	4	1	0	500	62	0	0	500	1000	0	0
H5B-P-06-08	P	0	8	8	0	A	1000	125	1000	500	1000	500	1000	0
H5B-P-06-08	P	0	16	8	0	A	1000	125	1000	500	1000	500	1000	0
H5B-P-06-08	P	0	32	8	0	A	1000	125	1000	500	1000	500	1000	0
H5B-P-06-08	P	0	64	8	0	A	1000	125	1000	500	1000	500	1000	0
H5B-P-12-00	P	0	1	1	1	0	300	15	0	0	71	1000	0	0
H5B-P-12-00	P	0	2	2	1	0	500	31	0	200	142	1000	0	0
H5B-P-12-00	P	0	4	4	1	0	500	62	0	0	285	1000	0	0
H5B-P-12-00	P	0	8	8	1	0	500	125	0	0	571	1000	0	0
H5B-P-12-00	P	0	16	14	0	A	1000	218	1000	500	1000	500	1000	0
H5B-P-12-00	P	0	32	14	0	A	1000	218	1000	500	1000	500	1000	0
H5B-P-12-00	P	0	64	14	0	A	1000	218	1000	500	1000	500	1000	0
H5B-P-12-02	P	0	1	1	1	0	400	15	0	0	71	1000	0	0
H5B-P-12-02	P	0	2	2	1	0	500	31	0	100	142	1000	0	0
H5B-P-12-02	P	0	4	4	1	0	500	62	0	0	285	1000	0	0
H5B-P-12-02	P	0	8	8	1	0	500	125	0	0	571	1000	0	0
H5B-P-12-02	P	0	16	14	0	A	1000	218	1000	500	1000	500	1000	0
H5B-P-12-02	P	0	32	14	0	A	1000	218	1000	500	1000	500	1000	0
H5B-P-12-02	P	0	64	14	0	A	1000	218	1000	500	1000	500	1000	0
H5B-P-12-04	P	0	1	1	1	0	450	15	0	0	71	1000	0	0
H5B-P-12-04	P	0	2	2	1	0	500	31	0	50	142	1000	0	0
H5B-P-12-04	P	0	4	4	1	0	500	62	0	0	285	1000	0	0
H5B-P-12-04	P	0	8	8	1	0	500	125	0	0	571	1000	0	0
H5B-P-12-04	P	0	16	14	0	A	1000	218	1000	500	1000	500	1000	0
H5B-P-12-04	P	0	32	14	0	A	1000	218	1000	500	1000	500	1000	0
H5B-P-12-04	P	0	64	14	0	A	1000	218	1000	500	1000	500	1000	0
H5B-P-12-06	P	0	1	1	1	0	250	15	0	0	71	1000	0	0
H5B-P-12-06	P	0	2	2	1	0	500	31	0	250	142	1000	0	0
H5B-P-12-06	P	0	4	4	1	0	500	62	0	0	285	1000	0	0
H5B-P-12-06	P	0	8	8	1	0	500	125	0	0	571	1000	0	0
H5B-P-12-06	P	0	16	14	0	A	1000	218	1000	500	1000	500	1000	0
H5B-P-12-06	P	0	32	14	0	A	1000	218	1000	500	1000	500	1000	0
H5B-P-12-06	P	0	64	14	0	A	1000	218	1000	500	1000	500	1000	0
H5B-P-12-08	P	0	1	1	1	0	150	15	0	0	71	1000	0	0
H5B-P-12-08	P	0	2	2	1	0	500	31	0	350	142	1000	0	0
H5B-P-12-08	P	0	4	4	1	0	500	62	0	0	285	1000	0	0
H5B-P-12-08	P	0	8	8	1	0	500	125	0	0	571	1000	0	0
H5B-P-12-08	P	0	16	14	0	A	1000	218	1000	500	1000	500	1000	0
H5B-P-12-08	P	0	32	14	0	A	1000	218	1000	500	1000	500	1000	0
H5B-P-12-08	P	0	64	14	0	A	1000	218	1000	500	1000	500	1000	0
H5B-P-20-00	P	0	1	1	1	0	300	15	0	0	45	1000	0	0
H5B-P-20-00	P	0	2	2	1	0	500	31	0	200	90	1000	0	0
H5B-P-20-00	P	0	4	4	1	0	500	62	0	0	181	1000	0	0
H5B-P-20-00	P	0	8	8	1	0	500	125	0	0	363	1000	0	0
H5B-P-20-00	P	0	16	16	1	0	500	250	0	0	727	1000	0	0
H5B-P-20-00	P	0	32	22	0	A	1000	343	1000	500	1000	500	1000	0
H5B-P-20-00	P	0	64	22	0	A	1000	343	1000	500	1000	500	1000	0
H5B-P-20-02	P	0	1	1	1	0	400	15	0	0	45	1000	0	0
H5B-P-20-02	P	0	2	2	1	0	500	31	0	100	90	1000	0	0
