RT-M3-01	redteam	0	1	1	1	1	400	15	0	0	200	1000	0	0
RT-M3-01	redteam	0	2	2	1	1	800	31	0	400	400	1000	0	0
RT-M3-01	redteam	0	4	4	1	1	200	62	0	0	800	666	0	600
RT-M3-01	redteam	0	8	5	0	A	600	78	1000	400	1000	333	1000	600
RT-M3-01	redteam	0	16	5	0	A	600	78	1000	400	1000	333	1000	600
RT-M6-01	redteam	0	1	1	1	1	200	15	0	0	200	1000	0	0
RT-M6-01	redteam	0	2	2	1	1	400	31	0	200	400	1000	0	0
RT-M6-01	redteam	0	4	4	0	A	500	62	1000	100	800	1000	0	0
RT-M6-01	redteam	0	8	5	0	A	950	78	1000	450	1000	500	1000	0
RT-M6-01	redteam	0	16	5	0	A	950	78	1000	450	1000	500	1000	0
RT-K12-01	redteam	0	1	1	1	0	1000	15	0	0	333	500	1000	0
RT-K12-01	redteam	0	2	2	1	0	1000	31	0	500	666	500	1000	0
RT-K12-01	redteam	0	4	3	1	0	1000	46	0	500	1000	500	1000	0
RT-K12-01	redteam	0	8	3	1	0	1000	46	0	500	1000	500	1000	0
RT-K12-01	redteam	0	16	3	1	0	1000	46	0	500	1000	500	1000	0
