P-01	b()	if(maybe(a), b);maybe(a)	0
P-02	b()	if(maybe(maybe(a)), b);maybe(maybe(a))	0
P-03	b()	if(a, b);a()	0
P-04	q()	cause(cause(not(a), b), q)	0
P-05	q()	cause(cause(cause(not(a), b), c), q)	0
P-06	q()	cause(cause(rain(), wet(ground)), flood())	0
P-07	q()	cause(all(d, p(d)), q)	0
P-08	q()	cause(before(x, x), q)	0
P-09	before(x, x)	before(x, x)	0
P-10	q()	cause(before(x, y), q)	0
P-11	not(q())	cause(r, q)	0
P-12	not(q())	if(p, q);p()	0
P-13	maybe(q())	cause(r, q)	0
P-14	not(q())	cause(not(r), q)	0
P-15	not(q())	if(maybe(p), q);maybe(p)	0
P-16	q()	cause(cause(not(a), b), not(q))	0
P-17	q()	cause(r, q)	0
P-18	not(q())	cause(r, not(q))	0
P-19	b()	if(maybe(a), b);a()	0
P-20	q()	cause(some(d, before(d, d)), q)	0
