F4A-01	0	0		0	5	28	0	0	0	0
F4A-02	0	0		0	5	24	0	4	0	1
F4A-03	0	0		0	5	36	0	0	0	0
F4A-04	0	0		0	5	28	0	0	0	0
F4A-05	0	0		0	5	24	4	0	1	0
F4A-06	0	2	R-NEG-DENY	0	5	28	0	0	0	0
F4A-07	0	0		0	5	4	16	4	1	1
F4A-08	0	0		0	5	24	0	0	0	0
F4A-09	0	0		0	5	28	0	0	0	0
F4A-10	0	0		0	5	24	0	4	0	1
F4A-11	0	2	R-QTY-DENY	0	5	28	0	0	0	0
F4A-12	0	2	R-QTY-DENY;R-NEG-DENY	0	5	4	0	24	0	2
F4A-13	0	2	R-NEG-DENY	0	2	24	0	16	0	1
F4A-14	0	2	R-CAU-PROP-DENY	0	5	40	0	0	0	0
F4A-15	0	0		0	5	40	0	0	0	0
F4A-16	0	0		0	5	12	16	0	1	0
F4A-17	0	2	R-NEG-DENY	0	5	28	0	0	0	0
F4A-18	0	2	R-QNT-DENY	0	5	16	0	12	0	2
F4A-19	0	0		0	5	32	0	16	0	1
F4A-20	0	2	R-QTY-DENY;R-NEG-DENY	0	5	24	0	16	0	1
F4A-21	0	0		0	5	24	16	0	1	0
F4A-22	0	0		0	5	48	0	0	0	0
F4A-23	0	0		0	5	28	0	0	0	0
F4A-24	0	2	R-NEG-DENY	0	5	24	0	16	0	1
F4A-25	0	2	R-QTY-DENY	0	5	12	0	16	0	1
F4A-26	0	2	R-QTY-DENY;R-NEG-DENY	0	5	0	8	32	1	2
F4A-27	0	0		0	5	8	16	0	1	0
F4A-28	0	2	R-NEG-DENY	0	5	12	16	0	1	0
F4A-29	0	2	R-NEG-DENY	0	5	20	0	4	0	1
F4A-30	0	2	R-QNT-DENY;R-NEG-DENY	0	5	40	0	0	0	0
F4A-31	0	2	R-NEG-DENY	0	5	8	20	0	2	0
F4A-32	0	0		0	5	24	0	0	0	0
F4B-01	0	1	R-IDENT-AFFIRM	0	5	0	48	0	2	0
F4B-02	0	1	R-IDENT-AFFIRM	0	5	16	32	0	1	0
F4B-03	0	1	R-COND-MP	0	5	16	16	0	1	0
F4B-04	0	1	R-COND-MP	0	5	16	16	0	1	0
F4B-05	0	1	R-CAU-AFFIRM	0	5	0	32	0	1	0
F4B-06	0	1	R-CAU-AFFIRM;R-IDENT-AFFIRM	0	5	8	16	0	1	0
F4B-07	0	1	R-QTY-AFFIRM	0	5	0	0	24	0	2
F4B-08	0	1	R-QTY-AFFIRM	0	5	16	0	0	0	0
F4B-09	0	1	R-IDENT-AFFIRM	0	5	0	32	16	1	1
F4B-10	0	1	R-IDENT-AFFIRM	0	5	8	32	0	1	0
F4B-11	0	1	R-CAU-AFFIRM;R-IDENT-AFFIRM	0	5	16	32	0	1	0
F4B-12	0	1	R-IDENT-AFFIRM	0	5	0	16	0	1	0
F4B-13	0	1	R-IDENT-AFFIRM	0	5	0	16	0	1	0
F4B-14	0	1	R-IDENT-AFFIRM	0	5	0	48	0	2	0
F4B-15	0	1	R-QTY-AFFIRM	0	5	0	32	0	1	0
F4B-16	0	1	R-COND-MP	0	5	32	0	0	0	0
F4B-17	0	0		0	5	24	32	0	1	0
F4B-18	0	0		0	5	48	0	0	0	0
F4B-19	0	0		0	5	32	0	0	0	0
F4B-20	0	0		0	5	48	0	0	0	0
F4B-21	0	0		0	5	32	0	0	0	0
F4B-22	0	0		0	5	8	8	0	1	0
F4B-23	0	0		0	5	16	16	0	1	0
F4B-24	0	0		0	5	16	0	16	0	1
F4B-25	0	0		0	5	24	0	0	0	0
F4B-26	0	0		0	5	48	0	0	0	0
F4B-27	0	0		0	5	48	0	0	0	0
F4B-28	0	0		0	5	8	0	16	0	1
F4B-29	0	1	R-IDENT-AFFIRM	0	5	16	16	0	1	0
F4B-30	0	1	R-IDENT-AFFIRM	0	5	16	32	0	1	0
F4B-31	0	0		0	5	16	32	0	1	0
F4B-32	0	0		0	5	8	16	0	1	0
