admit-V2-A-clean-0000	admit	0	1	1	1	1	931	15	0	0	1000	111	1000	0
admit-V2-A-clean-0000	admit	0	2	1	1	1	931	15	0	0	1000	111	1000	0
admit-V2-A-clean-0000	admit	0	4	1	1	1	931	15	0	0	1000	111	1000	0
admit-V2-A-clean-0000	admit	0	8	1	1	1	931	15	0	0	1000	111	1000	0
admit-V2-A-clean-0000	admit	0	16	1	1	1	931	15	0	0	1000	111	1000	0
admit-V2-A-clean-0001	admit	0	1	1	1	1	931	15	0	0	500	111	1000	0
admit-V2-A-clean-0001	admit	0	2	2	1	1	1000	31	0	150	1000	111	1000	0
admit-V2-A-clean-0001	admit	0	4	2	1	1	1000	31	0	150	1000	111	1000	0
admit-V2-A-clean-0001	admit	0	8	2	1	1	1000	31	0	150	1000	111	1000	0
admit-V2-A-clean-0001	admit	0	16	2	1	1	1000	31	0	150	1000	111	1000	0
admit-V2-A-clean-0002	admit	0	1	1	1	1	931	15	0	0	333	111	1000	0
admit-V2-A-clean-0002	admit	0	2	2	1	1	1000	31	0	150	666	111	1000	0
admit-V2-A-clean-0002	admit	0	4	3	1	1	1000	46	0	624	1000	111	1000	0
admit-V2-A-clean-0002	admit	0	8	3	1	1	1000	46	0	624	1000	111	1000	0
admit-V2-A-clean-0002	admit	0	16	3	1	1	1000	46	0	624	1000	111	1000	0
admit-V2-A-clean-0004	admit	0	1	1	1	1	931	15	0	0	200	111	1000	0
admit-V2-A-clean-0004	admit	0	2	2	1	1	1000	31	0	150	400	111	1000	0
admit-V2-A-clean-0004	admit	0	4	4	1	1	1000	62	0	754	800	111	1000	0
admit-V2-A-clean-0004	admit	0	8	5	1	1	1000	78	0	942	1000	111	1000	0
admit-V2-A-clean-0004	admit	0	16	5	1	1	1000	78	0	942	1000	111	1000	0
admit-V2-A-clean-0006	admit	0	1	1	1	1	931	15	0	0	142	111	1000	0
admit-V2-A-clean-0006	admit	0	2	2	1	1	1000	31	0	150	285	111	1000	0
admit-V2-A-clean-0006	admit	0	4	4	1	1	1000	62	0	754	571	111	1000	0
admit-V2-A-clean-0006	admit	0	8	7	1	1	1000	109	0	657	1000	111	1000	0
admit-V2-A-clean-0006	admit	0	16	7	1	1	1000	109	0	657	1000	111	1000	0
admit-V2-A-clean-0016	admit	0	1	1	1	1	931	15	0	0	58	111	1000	0
admit-V2-A-clean-0016	admit	0	2	2	1	1	1000	31	0	150	117	111	1000	0
admit-V2-A-clean-0016	admit	0	4	4	1	1	1000	62	0	754	235	111	1000	0
admit-V2-A-clean-0016	admit	0	8	8	1	1	1000	125	0	921	470	111	1000	0
admit-V2-A-clean-0016	admit	0	16	16	1	1	1000	250	0	788	941	111	1000	0
admit-V2-A-clean-0020	admit	0	1	1	1	1	931	15	0	0	47	111	1000	0
admit-V2-A-clean-0020	admit	0	2	2	1	1	1000	31	0	150	95	111	1000	0
admit-V2-A-clean-0020	admit	0	4	4	1	1	1000	62	0	754	190	111	1000	0
admit-V2-A-clean-0020	admit	0	8	8	1	1	1000	125	0	921	380	111	1000	0
admit-V2-A-clean-0020	admit	0	16	16	1	1	1000	250	0	788	761	111	1000	0
admit-V2-A-clean-0029	admit	0	1	1	1	1	931	15	0	0	33	111	1000	0
admit-V2-A-clean-0029	admit	0	2	2	1	1	1000	31	0	150	66	111	1000	0
admit-V2-A-clean-0029	admit	0	4	4	1	1	1000	62	0	754	133	111	1000	0
admit-V2-A-clean-0029	admit	0	8	8	1	1	1000	125	0	921	266	111	1000	0
admit-V2-A-clean-0029	admit	0	16	16	1	1	1000	250	0	788	533	111	1000	0
