RTA-001	MAYBE(BLOOM(orchid))	CAUSE(RAIN(),MAYBE(BLOOM(orchid)))	0
RTA-002	MAYBE(SINGS(lark,dawn))	CAUSE(SUNRISE(),MAYBE(SINGS(lark,dawn)))	0
RTA-003	MAYBE(NOT(FROST(ground)))	CAUSE(WIND(),MAYBE(NOT(FROST(ground))))	0
RTA-004	MAYBE(QTY(grain,exactly,40))	CAUSE(HARVEST(),MAYBE(QTY(grain,exactly,40)))	0
RTA-005	MAYBE(ALL(bees,FORAGE(bees)))	CAUSE(SPRING(),MAYBE(ALL(bees,FORAGE(bees))))	0
RTA-006	MAYBE(BEFORE(tide,moonrise))	CAUSE(GRAVITY(),MAYBE(BEFORE(tide,moonrise)))	0
RTA-007	MAYBE(CAUSE(SPARK(),FIRE()))	CAUSE(DRY(),MAYBE(CAUSE(SPARK(),FIRE())))	0
RTA-008	QTY(pebbles,range,22,33)	QTY(pebbles,range,33,22)	0
RTA-009	QTY(pebbles,range,twenty_two,thirty_three)	QTY(pebbles,range,thirty_three_to_twenty_two)	0
RTA-010	QTY(pebbles,range,22_to_33)	QTY(pebbles,range,between_33_and_22)	0
RTA-011	QTY(river,at_least,20)	QTY(river,range,33,22)	0
RTA-012	QTY(river,at_most,40)	QTY(river,range,33,22)	0
RTA-013	QTY(lake,range,10,50)	QTY(lake,range,50,10)	0
RTA-014	QTY(lake,more_than,5)	QTY(lake,range,50,10)	0
RTA-015	QTY(pond,exactly,30)	QTY(pond,range,50,10)	0
RTA-016	GLOWS(lantern) brightly	GLOWS(lantern)	0
RTA-017	GLOWS(lantern) brightly	GLOWS(lantern) dimly	0
RTA-018	DRIFTS(cloud) northward fast	DRIFTS(cloud)	0
RTA-019	BEFORE(sunrise,dewfall) allegedly	BEFORE(sunrise,dewfall)	0
RTA-020	QTY(stars,exactly,7) visible	QTY(stars,exactly,7)	0
RTA-021	IF(STORM(),FLOOD()) reportedly	IF(STORM(),FLOOD())	0
RTA-022	CAUSE(SEED(),SPROUT()) naturally	CAUSE(SEED(),SPROUT())	0
RTA-023	NOT(WILT(fern)) yet	NOT(WILT(fern))	0
RTA-024	SOME(ants,CARRY(ants)) mostly	SOME(ants,CARRY(ants))	0
RTA-025	THAW()	IF(THAW(),MELTS(snow));MELTS(snow)	0
RTA-026	MOIST()	IF(MOIST(),RUSTS(iron));IF(SALT(),RUSTS(iron));RUSTS(iron)	0
RTA-027	HATCHES(chick)	IF(WARMTH(),HATCHES(chick));SHELLS()	0
RTA-028	NOT(FREEZES(lake))	IF(FROST(),FREEZES(lake));NOT(FROST())	0
RTA-029	NOT(SPROUTS(acorn))	IF(RAIN(),SPROUTS(acorn));NOT(RAIN())	0
RTA-030	CAUSE(CROWS(rooster),SUNRISE())	CROWS(rooster);SUNRISE()	0
RTA-031	CAUSE(CHIRPS(cricket),DUSK())	CHIRPS(cricket);DUSK();NIGHT()	0
RTA-032	CAUSE(BLOOMS(cactus),RAINS(desert))	BLOOMS(cactus);RAINS(desert)	0
RTA-033	INNOCENT(fox)	NOT(GUILTY(fox))	0
RTA-034	SOBER(owl)	NOT(DRUNK(owl))	0
RTA-035	PRESENT(wren)	NOT(ABSENT(wren))	0
RTA-036	MAYBE(GLOWS(lantern))	GLOWS(lantern)	0
RTA-037	GLOWS(lantern)	MAYBE(GLOWS(lantern))	0
RTA-038	MAYBE(GLOWS(lantern))	MAYBE(GLOWS(lantern))	0
RTA-039	FLOODS(valley)	IF(BURSTS(dam),FLOODS(valley))	0
RTA-040	WILTS(rose)	IF(DROUGHT(),WILTS(rose))	0
RTA-041	SNEEZES(bear)	IF(POLLEN(),SNEEZES(bear))	0
RTA-042	COOLS(breeze)	CAUSE(NOT(HUMID()),COOLS(breeze))	0
RTA-043	COOLS(breeze)	CAUSE(MAYBE(HUMID()),COOLS(breeze))	0
RTA-044	COOLS(breeze)	CAUSE(IF(DAWN(),HUMID()),COOLS(breeze))	0
RTA-045	MAYBE(GLOWS(lantern))	CAUSE(RAIN(),NOT(MAYBE(GLOWS(lantern))))	0
