RTB-001	MELTS(snow)	IF(THAW(),MELTS(snow));THAW()	1
RTB-002	RIPENS(fig)	IF(SUN(),RIPENS(fig));HEAT();SUN()	1
RTB-003	WILTS(rose)	DROUGHT();IF(DROUGHT(),WILTS(rose))	1
RTB-004	HATCHES(chick)	IF(WARMTH(),HATCHES(chick));SHELLS();WARMTH()	1
RTB-005	IF(RAIN(),BLOOMS(tulip))	IF(SPRING(),IF(RAIN(),BLOOMS(tulip)));SPRING()	1
RTB-006	GROWS(moss)	IF(SHADE(),GROWS(moss));NOT(NOT(SHADE()))	1
RTB-007	FALLS(leaf)	IF(WIND(),FALLS(leaf));IF(WIND(),FALLS(leaf));WIND()	1
RTB-008	HATCHES(chick)	IF(WARMTH(),HATCHES(chick));WARMTH();NOT(WARMTH())	1
RTB-009	FLOODS(valley)	CAUSE(BURSTS(dam),FLOODS(valley))	1
RTB-010	RUSTS(hinge)	CAUSE(MOIST(air),RUSTS(hinge))	1
RTB-011	SINGS(thrush)	CAUSE(DAWN(),SINGS(thrush))	1
RTB-012	GROWS(moss)	CAUSE(ALL(rocks,DAMP(rocks)),GROWS(moss))	1
RTB-013	CALMS(sea)	CAUSE(BEFORE(storm,dawn),CALMS(sea))	1
RTB-014	WAKES(bear)	CAUSE(CAUSE(SPRING(),THAW()),WAKES(bear))	1
RTB-015	DRIFTS(cloud)	CAUSE(NOT(NOT(WIND())),DRIFTS(cloud))	1
RTB-016	COOLS(evening)	CAUSE(QTY(rain,at_least,five),COOLS(evening))	1
RTB-017	POURS(rain)	NOT(POURS(rain))	2
RTB-018	NOT(POURS(rain))	POURS(rain)	2
RTB-019	POURS(rain)	NOT(NOT(NOT(POURS(rain))))	2
RTB-020	AFTER(dusk,dawn)	NOT(BEFORE(dawn,dusk))	2
RTB-021	CAUSE(SPARK(),FIRE())	NOT(SPARK())	2
RTB-022	CAUSE(SPARK(),FIRE())	NOT(FIRE())	2
RTB-023	CAUSE(SPARK(),FIRE())	CAUSE(SPARK(),NOT(FIRE()))	2
RTB-024	BEFORE(sunrise,dewfall)	AFTER(sunrise,dewfall)	2
RTB-025	AFTER(harvest,frost)	BEFORE(harvest,frost)	2
RTB-026	BEFORE(first_light,birdsong)	BEFORE(birdsong,first_light)	2
RTB-027	ALL(swallows,RETURN(swallows))	SOME(swallows,NOT(RETURN(swallows)))	2
RTB-028	NONE(frost,BITES(frost))	SOME(frost,BITES(frost))	2
RTB-029	ALL(geese,FLY(geese))	NONE(geese,FLY(geese))	2
RTB-030	ALL(moths,NOT(SEEK(moths,flame)))	NONE(moths,NOT(SEEK(moths,flame)))	2
RTB-031	NONE(moths,NOT(SEEK(moths,flame)))	ALL(moths,NOT(SEEK(moths,flame)))	2
RTB-032	ALL(crickets,NOT(SILENT(crickets)))	NONE(crickets,NOT(SILENT(crickets)))	2
RTB-033	NONE(crickets,NOT(SILENT(crickets)))	ALL(crickets,NOT(SILENT(crickets)))	2
RTB-034	POURS(rain)	NOT(NOT(POURS(rain)))	1
RTB-035	NOT(POURS(rain))	NOT(NOT(NOT(POURS(rain))))	1
RTB-036	GLOWS(lantern)	NOT(NOT(NOT(NOT(GLOWS(lantern)))))	1
RTB-037	CAUSE(SPARK(),FIRE())	NOT(NOT(CAUSE(SPARK(),FIRE())))	1
RTB-038	QTY(pebbles,range,22,33)	QTY(pebbles,exactly,25)	1
RTB-039	QTY(pebbles,range,twenty_two,thirty_three)	QTY(pebbles,exactly,twenty_five)	1
RTB-040	QTY(pond,range,22,33)	QTY(pond,exactly,25)	1
RTB-041	QTY(brew,at_least,one_min)	QTY(brew,exactly,90,sec)	1
RTB-042	QTY(brew,at_least,two_min)	QTY(brew,exactly,90,sec)	2
RTB-043	QTY(siege,less_than,5)	QTY(siege,at_most,4)	1
RTB-044	QTY(siege,at_least,5)	QTY(siege,more_than,5)	1
RTB-045	QTY(pebbles,exactly,5)	QTY(pebbles,range,22,33)	2
RTB-046	QTY(pebbles,more_than,5)	QTY(pebbles,exactly,5)	2
RTB-047	QTY(voyage,exactly,three_day)	QTY(voyage,at_least,four_week)	2
RTB-048	QTY(pebbles,exactly,twenty_five)	QTY(pebbles,range,thirty_three,forty)	2
RTB-049	GROWS(moss)	IF(SHADE(),GROWS(moss));F1();F2();F3();F4();F5();F6();F7();SHADE()	1
RTB-050	HUMS(hive)	F1();F2();F3();F4();F5();F6();F7();F8();HUMS(hive)	1
RTB-051	DRIFTS(cloud)	IF(WIND(),DRIFTS(cloud));F1();F2();F3();F4();F5();F6();F7();WIND()	1
