admit-V2-A-clean-0000	admit	1	1	1	500
admit-V2-A-clean-0001	admit	1	1	1	500
admit-V2-A-clean-0002	admit	1	1	1	500
admit-V2-A-clean-0004	admit	1	1	1	500
admit-V2-A-clean-0006	admit	1	1	1	666
admit-V2-A-clean-0016	admit	1	1	1	750
admit-V2-A-clean-0020	admit	1	1	1	800
admit-V2-A-clean-0029	admit	1	1	1	833
admit-V2-A-clean-0038	admit	1	1	1	857
admit-V2-A-clean-0040	admit	1	1	1	875
admit-V2-A-clean-0047	admit	1	1	1	888
admit-V2-A-clean-0059	admit	1	1	1	500
admit-V2-A-clean-0060	admit	1	1	1	666
admit-V2-A-clean-0066	admit	1	1	1	750
admit-V2-A-clean-0072	admit	1	1	1	800
admit-V2-A-clean-0077	admit	1	1	1	833
admit-V2-A-clean-0081	admit	1	1	1	857
admit-V2-A-clean-0090	admit	1	1	1	875
admit-V2-A-clean-0095	admit	1	1	1	888
admit-V2-A-clean-0099	admit	1	1	1	500
admit-V2-A-decoy-0000	admit	1	1	1	500
admit-V2-A-decoy-0001	admit	1	1	1	500
admit-V2-A-decoy-0002	admit	1	1	1	500
admit-V2-A-decoy-0003	admit	1	1	1	666
admit-V2-A-decoy-0004	admit	1	1	1	500
admit-V2-A-decoy-0005	admit	1	1	1	666
admit-V2-A-decoy-0006	admit	1	1	1	750
admit-V2-A-decoy-0007	admit	1	1	1	800
admit-V2-A-decoy-0008	admit	1	1	1	833
admit-V2-A-decoy-0009	admit	1	1	1	857
admit-V2-A-decoy-0010	admit	1	1	1	875
admit-V2-A-decoy-0011	admit	1	1	1	888
admit-V2-A-decoy-0012	admit	1	1	1	900
admit-V2-A-decoy-0013	admit	1	1	1	909
admit-V2-A-decoy-0014	admit	1	1	1	916
admit-V2-A-decoy-0015	admit	1	1	1	923
admit-V2-A-decoy-0016	admit	1	1	1	928
admit-V2-A-decoy-0017	admit	1	1	1	933
admit-V2-A-decoy-0018	admit	1	1	1	937
admit-V2-A-decoy-0019	admit	1	1	1	666
admit-V2-A-decoy-0020	admit	1	1	1	666
admit-V2-A-decoy-0021	admit	1	1	1	666
admit-V2-A-decoy-0022	admit	1	1	1	750
admit-V2-A-decoy-0023	admit	1	1	1	900
admit-V2-A-decoy-0024	admit	1	1	1	909
admit-V2-A-decoy-0025	admit	1	1	1	916
admit-V2-A-decoy-0026	admit	1	1	1	923
admit-V2-A-decoy-0027	admit	1	1	1	928
admit-V2-A-decoy-0028	admit	1	1	1	500
admit-V2-A-decoy-0029	admit	1	1	1	500
admit-V2-A-decoy-0030	admit	1	1	1	666
admit-V2-A-decoy-0031	admit	1	1	1	750
admit-V2-A-decoy-0032	admit	1	1	1	500
admit-V2-A-decoy-0033	admit	1	1	1	666
admit-V2-A-decoy-0034	admit	1	1	1	750
admit-V2-A-decoy-0035	admit	1	1	1	800
admit-V2-A-decoy-0036	admit	1	1	1	833
admit-V2-A-decoy-0037	admit	1	1	1	857
admit-V2-A-decoy-0038	admit	1	1	1	875
admit-V2-A-decoy-0039	admit	1	1	1	888
admit-V2-A-decoy-0040	admit	1	1	1	900
admit-V2-A-decoy-0041	admit	1	1	1	909
admit-V2-A-decoy-0042	admit	1	1	1	916
admit-V2-A-decoy-0043	admit	1	1	1	923
admit-V2-A-decoy-0044	admit	1	1	1	928
admit-V2-A-decoy-0045	admit	1	1	1	933
admit-V2-A-decoy-0046	admit	1	1	1	937
admit-V2-A-decoy-0047	admit	1	1	1	941
admit-V2-A-decoy-0048	admit	1	1	1	944
admit-V2-A-decoy-0049	admit	1	1	1	947
admit-V2-A-decoy-0050	admit	1	1	1	950
admit-V2-A-decoy-0051	admit	1	1	1	952
admit-V2-A-install-0000	admit	1	1	1	666
admit-V2-A-install-0001	admit	1	1	1	666
admit-V2-A-install-0002	admit	1	1	1	750
admit-V2-A-install-0003	admit	1	1	1	800
admit-V2-A-install-0004	admit	1	1	1	941
admit-V2-A-install-0005	admit	1	1	1	944
admit-V2-A-install-0006	admit	1	1	1	947
admit-V2-A-install-0007	admit	1	1	1	950
admit-V2-A-install-0008	admit	1	1	1	952
admit-V2-A-install-0009	admit	1	1	1	954
admit-V2-A-install-0010	admit	1	1	1	956
admit-V2-A-install-0011	admit	1	1	1	958
admit-V2-A-install-0012	admit	1	1	1	960
admit-V2-A-install-0013	admit	1	1	1	961
admit-V2-A-install-0014	admit	1	1	1	962
admit-V2-A-install-0015	admit	1	1	1	964
admit-V2-A-install-0016	admit	1	1	1	750
admit-V2-A-install-0017	admit	1	1	1	750
admit-V2-A-install-0018	admit	1	1	1	800
admit-V2-A-install-0019	admit	1	1	1	833
admit-V2-A-install-0020	admit	1	1	1	933
admit-V2-A-install-0021	admit	1	1	1	937
admit-V2-A-install-0022	admit	1	1	1	941
admit-V2-A-install-0023	admit	1	1	1	944
admit-V2-A-install-0024	admit	1	1	1	666
admit-V2-A-install-0025	admit	1	1	1	666
admit-V2-A-install-0026	admit	1	1	1	800
admit-V2-A-install-0027	admit	1	1	1	833
admit-V2-A-install-0028	admit	1	1	1	954
admit-V2-A-install-0029	admit	1	1	1	956
admit-V2-A-install-0030	admit	1	1	1	958
admit-V2-A-install-0031	admit	1	1	1	960
admit-V2-A-install-0032	admit	1	1	1	961
admit-V2-A-install-0033	admit	1	1	1	962
admit-V2-A-install-0034	admit	1	1	1	964
admit-V2-A-install-0035	admit	1	1	1	965
admit-V2-A-install-0036	admit	1	1	1	966
admit-V2-A-install-0037	admit	1	1	1	967
admit-V2-A-install-0038	admit	1	1	1	968
admit-V2-A-install-0039	admit	1	1	1	969
admit-V2-A-install-0040	admit	1	1	1	970
admit-V2-A-install-0041	admit	1	1	1	971
admit-V2-A-install-0042	admit	1	1	1	972
admit-V2-A-install-0043	admit	1	1	1	972
admit-V2-A-withhold-0000	admit	1	1	1	800
admit-V2-A-withhold-0001	admit	1	1	1	800
admit-V2-A-withhold-0002	admit	1	1	1	857
admit-V2-A-withhold-0003	admit	1	1	1	875
admit-V2-A-withhold-0004	admit	1	1	1	947
admit-V2-A-withhold-0005	admit	1	1	1	950
admit-V2-A-withhold-0006	admit	1	1	1	952
admit-V2-A-withhold-0007	admit	1	1	1	954
admit-V2-D-clean-0000	admit	1	1	1	833
admit-V2-D-clean-0001	admit	1	1	1	833
admit-V2-D-clean-0002	admit	1	1	1	888
admit-V2-D-clean-0003	admit	1	1	1	900
admit-V2-D-clean-0004	admit	1	1	1	956
admit-V2-D-clean-0006	admit	1	1	1	958
admit-V2-D-clean-0012	admit	1	1	1	960
admit-V2-D-clean-0013	admit	1	1	1	961
admit-V2-D-clean-0016	admit	1	1	1	962
admit-V2-D-clean-0057	admit	1	1	1	900
admit-V2-D-clean-0059	admit	1	1	1	909
admit-V2-D-clean-0060	admit	1	1	1	916
admit-V2-D-clean-0061	admit	1	1	1	923
admit-V2-D-clean-0066	admit	1	1	1	928
admit-V2-D-clean-0067	admit	1	1	1	933
admit-V2-D-clean-0074	admit	1	1	1	937
admit-V2-D-clean-0082	admit	1	1	1	941
admit-V2-D-clean-0193	admit	1	1	1	500
admit-V2-D-clean-0194	admit	1	1	1	500
admit-V2-D-clean-0245	admit	1	1	1	965
admit-V2-D-decoy-0000	admit	1	1	1	750
admit-V2-D-decoy-0001	admit	1	1	1	750
admit-V2-D-decoy-0002	admit	1	1	1	833
admit-V2-D-decoy-0003	admit	1	1	1	857
admit-V2-D-decoy-0004	admit	1	1	1	966
admit-V2-D-decoy-0005	admit	1	1	1	967
admit-V2-D-decoy-0006	admit	1	1	1	968
admit-V2-D-decoy-0007	admit	1	1	1	969
admit-V2-D-decoy-0008	admit	1	1	1	970
admit-V2-D-decoy-0009	admit	1	1	1	971
admit-V2-D-decoy-0010	admit	1	1	1	972
admit-V2-D-decoy-0011	admit	1	1	1	972
admit-V2-D-decoy-0012	admit	1	1	1	973
admit-V2-D-decoy-0013	admit	1	1	1	974
admit-V2-D-decoy-0014	admit	1	1	1	975
admit-V2-D-decoy-0015	admit	1	1	1	975
admit-V2-D-decoy-0016	admit	1	1	1	976
admit-V2-D-decoy-0017	admit	1	1	1	976
admit-V2-D-decoy-0018	admit	1	1	1	977
admit-V2-D-decoy-0019	admit	1	1	1	857
admit-V2-D-decoy-0020	admit	1	1	1	857
admit-V2-D-decoy-0021	admit	1	1	1	909
admit-V2-D-decoy-0022	admit	1	1	1	916
admit-V2-D-decoy-0023	admit	1	1	1	964
admit-V2-D-decoy-0024	admit	1	1	1	965
admit-V2-D-decoy-0025	admit	1	1	1	966
admit-V2-D-decoy-0026	admit	1	1	1	967
admit-V2-D-decoy-0027	admit	1	1	1	968
admit-V2-D-decoy-0028	admit	1	1	1	750
admit-V2-D-decoy-0029	admit	1	1	1	750
admit-V2-D-decoy-0030	admit	1	1	1	857
admit-V2-D-decoy-0031	admit	1	1	1	875
admit-V2-D-decoy-0032	admit	1	1	1	973
admit-V2-D-decoy-0033	admit	1	1	1	974
admit-V2-D-decoy-0034	admit	1	1	1	975
admit-V2-D-decoy-0035	admit	1	1	1	975
admit-V2-D-decoy-0036	admit	1	1	1	976
admit-V2-D-decoy-0037	admit	1	1	1	976
admit-V2-D-decoy-0038	admit	1	1	1	977
admit-V2-D-decoy-0039	admit	1	1	1	977
admit-V2-D-decoy-0040	admit	1	1	1	978
admit-V2-D-decoy-0041	admit	1	1	1	978
admit-V2-D-decoy-0042	admit	1	1	1	979
admit-V2-D-decoy-0043	admit	1	1	1	979
admit-V2-D-decoy-0044	admit	1	1	1	980
admit-V2-D-decoy-0045	admit	1	1	1	980
admit-V2-D-decoy-0046	admit	1	1	1	980
admit-V2-D-decoy-0047	admit	1	1	1	981
admit-V2-D-decoy-0048	admit	1	1	1	981
admit-V2-D-decoy-0049	admit	1	1	1	981
admit-V2-D-decoy-0050	admit	1	1	1	982
admit-V2-D-decoy-0051	admit	1	1	1	982
admit-V2-D-install-0000	admit	1	1	1	800
admit-V2-D-install-0001	admit	1	1	1	800
admit-V2-D-install-0002	admit	1	1	1	875
admit-V2-D-install-0003	admit	1	1	1	888
admit-V2-D-install-0004	admit	1	1	1	977
admit-V2-D-install-0005	admit	1	1	1	978
admit-V2-D-install-0006	admit	1	1	1	978
admit-V2-D-install-0007	admit	1	1	1	979
admit-V2-D-install-0008	admit	1	1	1	979
admit-V2-D-install-0009	admit	1	1	1	980
admit-V2-D-install-0010	admit	1	1	1	980
admit-V2-D-install-0011	admit	1	1	1	980
admit-V2-D-install-0012	admit	1	1	1	981
admit-V2-D-install-0013	admit	1	1	1	981
admit-V2-D-install-0014	admit	1	1	1	981
admit-V2-D-install-0015	admit	1	1	1	982
admit-V2-D-install-0016	admit	1	1	1	875
admit-V2-D-install-0017	admit	1	1	1	875
admit-V2-D-install-0018	admit	1	1	1	923
admit-V2-D-install-0019	admit	1	1	1	928
admit-V2-D-install-0020	admit	1	1	1	969
admit-V2-D-install-0021	admit	1	1	1	970
admit-V2-D-install-0022	admit	1	1	1	971
admit-V2-D-install-0023	admit	1	1	1	972
admit-V2-D-install-0024	admit	1	1	1	800
