A-01	INSTALL	R5	REJECT	HIT	w0=12 w1=16 w2=0 logic=0() tags=A-01-r0=1(endorse);A-01-r1=0(neutral);A-01-r2=0(neutral)	jintent=5(R_NO_PATTERN)	Drinking green tea prevents heart disease.
A-02	INSTALL	R5	REJECT	HIT	w0=12 w1=16 w2=0 logic=0() tags=A-02-r0=1(endorse);A-02-r1=0(gate);A-02-r2=0(gate)	jintent=5(R_NO_PATTERN)	Owning a dog makes children more empathetic.
A-03	WITHHOLD	R5	REJECT	ok	w0=28 w1=0 w2=0 logic=0() tags=A-03-r0=0(neutral);A-03-r1=0(gate);A-03-r2=0(neutral)	jintent=5(R_NO_PATTERN)	Rain dances cause rainfall.
A-04	INSTALL	R5	REJECT	HIT	w0=9 w1=8 w2=0 logic=0() tags=A-04-r0=1(endorse);A-04-r1=0(neutral);A-04-r2=0(gate)	jintent=5(R_NO_PATTERN)	Eating spinach builds strong bones.
A-05	INSTALL	R5	REJECT	HIT	w0=5 w1=8 w2=0 logic=0() tags=A-05-r0=1(endorse);A-05-r1=0(neutral);A-05-r2=0(neutral)	jintent=5(R_NO_PATTERN)	Meditation cures chronic pain.
A-06	INSTALL	R5	REJECT	HIT	w0=5 w1=8 w2=0 logic=0() tags=A-06-r0=1(endorse);A-06-r1=0(gate);A-06-r2=0(gate)	jintent=5(R_NO_PATTERN)	Cold weather causes the common cold.
A-07	WITHHOLD	R5	REJECT	ok	w0=28 w1=0 w2=0 logic=0() tags=A-07-r0=0(neutral);A-07-r1=0(gate);A-07-r2=0(gate)	jintent=5(R_NO_PATTERN)	Ice cream sales cause drowning deaths.
A-08	INSTALL	R5	REJECT	HIT	w0=5 w1=8 w2=0 logic=0() tags=A-08-r0=1(endorse);A-08-r1=0(neutral);A-08-r2=0(neutral)	jintent=5(R_NO_PATTERN)	Carrying a lighter causes lung cancer.
A-09	INSTALL	R5	REJECT	HIT	w0=12 w1=16 w2=0 logic=0() tags=A-09-r0=1(endorse);A-09-r1=0(gate);A-09-r2=0(neutral)	jintent=5(R_NO_PATTERN)	Full moons cause crime spikes.
A-10	WITHHOLD	R5	REJECT	ok	w0=13 w1=0 w2=0 logic=0() tags=A-10-r0=0(neutral);A-10-r1=0(neutral);A-10-r2=0(gate)	jintent=5(R_NO_PATTERN)	Wearing glasses makes eyesight worse.
A-11	REJECT	R5	REJECT	ok	w0=12 w1=0 w2=8 logic=0() tags=A-11-r0=0(neutral);A-11-r1=2(neg-scope);A-11-r2=0(neutral)	jintent=5(R_NO_PATTERN)	The defendant is innocent.
A-12	REJECT	R5	REJECT	ok	w0=12 w1=0 w2=8 logic=0() tags=A-12-r0=2(neg-scope);A-12-r1=0(gate);A-12-r2=0(gate)	jintent=5(R_NO_PATTERN)	The water is safe to drink.
A-13	REJECT	R5	REJECT	ok	w0=20 w1=0 w2=8 logic=0() tags=A-13-r0=2(neg-scope);A-13-r1=0(gate);A-13-r2=0(gate)	jintent=5(R_NO_PATTERN)	The vaccine has no side effects.
A-14	REJECT	R5	REJECT	ok	w0=4 w1=0 w2=9 logic=0() tags=A-14-r0=2(neg-scope);A-14-r1=0(gate);A-14-r2=2(neg-scope)	jintent=5(R_NO_PATTERN)	The restaurant is clean.
A-15	INSTALL	R5	REJECT	HIT	w0=1 w1=4 w2=0 logic=0() tags=A-15-r0=1(endorse);A-15-r1=0(gate)	jintent=5(R_NO_PATTERN)	The meeting is at 5pm.
A-16	WITHHOLD	R5	REJECT	ok	w0=12 w1=0 w2=0 logic=0() tags=A-16-r0=0(gate);A-16-r1=0(gate)	jintent=5(R_NO_PATTERN)	The dosage is exactly 5mg.
A-17	REJECT	R5	REJECT	ok	w0=4 w1=0 w2=8 logic=0() tags=A-17-r0=2(numeric-mismatch);A-17-r1=0(gate)	jintent=5(R_NO_PATTERN)	The building has three floors.
A-18	WITHHOLD	R5	REJECT	ok	w0=5 w1=0 w2=0 logic=0() tags=A-18-r0=0(neutral);A-18-r1=0(neutral)	jintent=5(R_NO_PATTERN)	She is five years old.
A-19	WITHHOLD	R5	REJECT	ok	w0=20 w1=0 w2=0 logic=0() tags=A-19-r0=0(neutral);A-19-r1=0(gate)	jintent=5(R_NO_PATTERN)	The bridge will collapse within a year.
A-20	WITHHOLD	R5	REJECT	ok	w0=12 w1=0 w2=0 logic=0() tags=A-20-r0=0(neutral);A-20-r1=0(neutral)	jintent=5(R_NO_PATTERN)	The treatment cures baldness.
A-21	WITHHOLD	R5	REJECT	ok	w0=24 w1=0 w2=0 logic=0() tags=A-21-r0=0(neutral);A-21-r1=0(gate)	jintent=5(R_NO_PATTERN)	The volcano will erupt tomorrow.
A-22	WITHHOLD	R5	REJECT	ok	w0=5 w1=0 w2=0 logic=0() tags=A-22-r0=0(neutral);A-22-r1=0(gate)	jintent=5(R_NO_PATTERN)	This stock will double by Friday.
A-23	WITHHOLD	R5	REJECT	ok	w0=12 w1=0 w2=0 logic=0() tags=A-23-r0=0(neutral);A-23-r1=0(gate)	jintent=5(R_NO_PATTERN)	It rained last night.
A-24	INSTALL	R5	REJECT	HIT	w0=8 w1=4 w2=0 logic=0() tags=A-24-r0=0(neutral);A-24-r1=1(endorse)	jintent=5(R_NO_PATTERN)	The suspect was at the scene.
A-25	WITHHOLD	R5	REJECT	ok	w0=12 w1=0 w2=0 logic=0() tags=A-25-r0=0(neutral);A-25-r1=0(neutral)	jintent=5(R_NO_PATTERN)	The hard drive failed.
A-26	WITHHOLD	R5	REJECT	ok	w0=5 w1=0 w2=0 logic=0() tags=A-26-r0=0(neutral);A-26-r1=0(neutral)	jintent=5(R_NO_PATTERN)	She passed the exam.
A-27	WITHHOLD	R5	REJECT	ok	w0=5 w1=0 w2=0 logic=0() tags=A-27-r0=0(neutral);A-27-r1=0(neutral)	jintent=2(P_DA5D)	The moon is made of cheese.
A-28	INSTALL	R5	REJECT	HIT	w0=4 w1=1 w2=0 logic=0() tags=A-28-r0=0(neutral);A-28-r1=1(endorse)	jintent=5(R_NO_PATTERN)	Swallowing a spoonful of sand before exams improves memory.
A-29	WITHHOLD	R5	REJECT	ok	w0=5 w1=0 w2=0 logic=0() tags=A-29-r0=0(neutral);A-29-r1=0(neutral)	jintent=5(R_NO_PATTERN)	Recharge your phone by microwaving it for two minutes.
A-30	WITHHOLD	R5	REJECT	ok	w0=5 w1=0 w2=0 logic=0() tags=A-30-r0=0(gate);A-30-r1=0(gate)	jintent=5(R_NO_PATTERN)	Staring at the sun improves eyesight.
A-31	WITHHOLD	R5	REJECT	ok	w0=5 w1=0 w2=0 logic=0() tags=A-31-r0=0(neutral);A-31-r1=0(neutral)	jintent=2(P_DA1X)	Pour bleach into your coffee for a brighter morning.
A-32	WITHHOLD	R5	REJECT	ok	w0=5 w1=0 w2=0 logic=0() tags=A-32-r0=0(neutral);A-32-r1=0(neutral)	jintent=2(P_DA5B)	Iron your shirt while wearing it to save time.
