S|0|700|2200|7|
S|1|710|5700|20|
S|2|720|4200|33|
S|3|730|2700|46|
S|4|740|6200|59|
S|5|750|4700|8|
S|6|760|3200|21|
S|7|770|6700|34|
S|8|780|5200|47|
S|9|790|3700|60|
S|10|800|2200|9|
S|11|810|5700|22|
S|12|820|4200|35|
S|13|830|2700|48|
S|14|840|6200|61|
S|15|850|4700|10|
S|16|860|3200|23|
S|17|870|6700|36|
S|18|880|5200|49|
S|19|890|3700|62|
S|20|900|2200|11|
S|21|910|5700|24|
S|22|920|4200|37|
S|23|930|2700|50|
S|24|940|6200|63|
S|25|950|4700|12|
S|26|960|3200|25|
S|27|970|6700|38|
S|28|980|5200|51|
S|29|990|3700|0|
S|30|700|2200|13|
S|31|710|5700|26|
S|32|720|4200|39|
S|33|730|2700|52|
S|34|740|6200|1|
S|35|750|4700|14|
S|36|760|3200|27|
S|37|770|6700|40|
S|38|780|5200|53|
S|39|790|3700|2|
S|40|800|2200|15|
S|41|810|5700|28|
S|42|820|4200|41|
S|43|830|2700|54|
S|44|840|6200|3|
S|45|850|4700|16|
S|46|860|3200|29|
S|47|870|6700|42|
S|48|880|5200|55|
S|49|890|3700|4|
S|50|900|2200|17|
S|51|910|5700|30|
S|52|920|4200|43|
S|53|930|2700|56|
S|54|940|6200|5|
S|55|950|4700|18|
S|56|960|3200|31|
S|57|970|6700|44|
S|58|980|5200|57|
S|59|990|3700|6|
S|60|700|2200|19|
S|61|710|5700|32|
S|62|720|4200|45|
S|63|730|2700|58|
S|64|740|6200|7|
S|65|750|4700|20|
S|66|760|3200|33|
S|67|770|6700|46|
S|68|780|5200|59|
S|69|790|3700|8|
S|70|800|2200|21|
S|71|810|5700|34|
S|72|820|4200|47|
S|73|830|2700|60|
S|74|840|6200|9|
S|75|850|4700|22|
S|76|860|3200|35|
S|77|870|6700|48|
S|78|880|5200|61|
S|79|890|3700|10|
S|80|900|2200|23|
S|81|910|5700|36|
S|82|920|4200|49|
S|83|930|2700|62|
S|84|940|6200|11|
S|85|950|4700|24|
S|86|960|3200|37|
S|87|970|6700|50|
S|88|980|5200|63|
S|89|990|3700|12|
S|90|700|2200|25|
S|91|710|5700|38|
S|92|720|4200|51|
S|93|730|2700|0|
S|94|740|6200|13|
S|95|750|4700|26|
S|96|760|3200|39|
S|97|770|6700|52|
S|98|780|5200|1|
S|99|790|3700|14|
S|100|800|2200|27|
S|101|810|5700|40|
S|102|820|4200|53|
S|103|830|2700|2|
S|104|840|6200|15|
S|105|850|4700|28|
S|106|860|3200|41|
S|107|870|6700|54|
S|108|880|5200|3|
S|109|890|3700|16|
S|110|900|2200|29|
S|111|910|5700|42|
S|112|920|4200|55|
S|113|930|2700|4|
S|114|940|6200|17|
S|115|950|4700|30|
S|116|960|3200|43|
S|117|970|6700|56|
S|118|980|5200|5|
S|119|990|3700|18|
