M|0|700|2200|7|PING
M|1|710|5700|20|PING
M|2|720|4200|33|PING
M|3|730|2700|46|PING
M|4|740|6200|59|PING
M|5|750|4700|8|PING
M|6|760|3200|21|PING
M|7|770|6700|34|PING
M|8|780|5200|47|PING
M|9|790|3700|60|PING
M|10|800|2200|9|PING
M|11|810|5700|22|PING
M|12|820|4200|35|PING
M|13|830|2700|48|PING
M|14|840|6200|61|PING
M|15|850|4700|10|PING
M|16|860|3200|23|PING
M|17|870|6700|36|PING
M|18|880|5200|49|PING
M|19|890|3700|62|PING
M|20|900|2200|11|PING
M|21|910|5700|24|PING
M|22|920|4200|37|PING
M|23|930|2700|50|PING
M|24|940|6200|63|PING
M|25|950|4700|12|PING
M|26|960|3200|25|PING
M|27|970|6700|38|PING
M|28|980|5200|51|PING
M|29|990|3700|0|PING
M|30|700|2200|13|REACH
M|31|710|5700|26|REACH
M|32|720|4200|39|REACH
M|33|730|2700|52|REACH
M|34|740|6200|1|REACH
M|35|750|4700|14|REACH
M|36|760|3200|27|REACH
M|37|770|6700|40|REACH
M|38|780|5200|53|REACH
M|39|790|3700|2|REACH
M|40|800|2200|15|REACH
M|41|810|5700|28|REACH
M|42|820|4200|41|REACH
M|43|830|2700|54|REACH
M|44|840|6200|3|REACH
M|45|850|4700|16|REACH
M|46|860|3200|29|REACH
M|47|870|6700|42|REACH
M|48|880|5200|55|REACH
M|49|890|3700|4|REACH
M|50|900|2200|17|REACH
M|51|910|5700|30|REACH
M|52|920|4200|43|REACH
M|53|930|2700|56|REACH
M|54|940|6200|5|REACH
M|55|950|4700|18|REACH
M|56|960|3200|31|REACH
M|57|970|6700|44|REACH
M|58|980|5200|57|REACH
M|59|990|3700|6|REACH
M|60|700|2200|19|MOVE_SENSOR
M|61|710|5700|32|MOVE_SENSOR
M|62|720|4200|45|MOVE_SENSOR
M|63|730|2700|58|MOVE_SENSOR
M|64|740|6200|7|MOVE_SENSOR
M|65|750|4700|20|MOVE_SENSOR
M|66|760|3200|33|MOVE_SENSOR
M|67|770|6700|46|MOVE_SENSOR
M|68|780|5200|59|MOVE_SENSOR
M|69|790|3700|8|MOVE_SENSOR
M|70|800|2200|21|MOVE_SENSOR
M|71|810|5700|34|MOVE_SENSOR
M|72|820|4200|47|MOVE_SENSOR
M|73|830|2700|60|MOVE_SENSOR
M|74|840|6200|9|MOVE_SENSOR
M|75|850|4700|22|MOVE_SENSOR
M|76|860|3200|35|MOVE_SENSOR
M|77|870|6700|48|MOVE_SENSOR
M|78|880|5200|61|MOVE_SENSOR
M|79|890|3700|10|MOVE_SENSOR
M|80|900|2200|23|MOVE_SENSOR
M|81|910|5700|36|MOVE_SENSOR
M|82|920|4200|49|MOVE_SENSOR
M|83|930|2700|62|MOVE_SENSOR
M|84|940|6200|11|MOVE_SENSOR
M|85|950|4700|24|MOVE_SENSOR
M|86|960|3200|37|MOVE_SENSOR
M|87|970|6700|50|MOVE_SENSOR
M|88|980|5200|63|MOVE_SENSOR
M|89|990|3700|12|MOVE_SENSOR
M|90|700|2200|25|ASK
M|91|710|5700|38|ASK
M|92|720|4200|51|ASK
M|93|730|2700|0|ASK
M|94|740|6200|13|ASK
M|95|750|4700|26|ASK
M|96|760|3200|39|ASK
M|97|770|6700|52|ASK
M|98|780|5200|1|ASK
M|99|790|3700|14|ASK
M|100|800|2200|27|ASK
M|101|810|5700|40|ASK
M|102|820|4200|53|ASK
M|103|830|2700|2|ASK
M|104|840|6200|15|ASK
M|105|850|4700|28|ASK
M|106|860|3200|41|ASK
M|107|870|6700|54|ASK
M|108|880|5200|3|ASK
M|109|890|3700|16|ASK
M|110|900|2200|29|ASK
M|111|910|5700|42|ASK
M|112|920|4200|55|ASK
M|113|930|2700|4|ASK
M|114|940|6200|17|ASK
M|115|950|4700|30|ASK
M|116|960|3200|43|ASK
M|117|970|6700|56|ASK
M|118|980|5200|5|ASK
M|119|990|3700|18|ASK
