A|0|700|2200|7|
A|1|710|5700|20|
A|2|720|4200|33|
A|3|730|2700|46|
A|4|740|6200|59|
A|5|750|4700|8|
A|6|760|3200|21|
A|7|770|6700|34|
A|8|780|5200|47|
A|9|790|3700|60|
A|10|800|2200|9|
A|11|810|5700|22|
A|12|820|4200|35|
A|13|830|2700|48|
A|14|840|6200|61|
A|15|850|4700|10|
A|16|860|3200|23|
A|17|870|6700|36|
A|18|880|5200|49|
A|19|890|3700|62|
A|20|900|2200|11|
A|21|910|5700|24|
A|22|920|4200|37|
A|23|930|2700|50|
A|24|940|6200|63|
A|25|950|4700|12|
A|26|960|3200|25|
A|27|970|6700|38|
A|28|980|5200|51|
A|29|990|3700|0|
A|30|700|2200|13|
A|31|710|5700|26|
A|32|720|4200|39|
A|33|730|2700|52|
A|34|740|6200|1|
A|35|750|4700|14|
A|36|760|3200|27|
A|37|770|6700|40|
A|38|780|5200|53|
A|39|790|3700|2|
A|40|800|2200|15|
A|41|810|5700|28|
A|42|820|4200|41|
A|43|830|2700|54|
A|44|840|6200|3|
A|45|850|4700|16|
A|46|860|3200|29|
A|47|870|6700|42|
A|48|880|5200|55|
A|49|890|3700|4|
A|50|900|2200|17|
A|51|910|5700|30|
A|52|920|4200|43|
A|53|930|2700|56|
A|54|940|6200|5|
A|55|950|4700|18|
A|56|960|3200|31|
A|57|970|6700|44|
A|58|980|5200|57|
A|59|990|3700|6|
A|60|700|2200|19|
A|61|710|5700|32|
A|62|720|4200|45|
A|63|730|2700|58|
A|64|740|6200|7|
A|65|750|4700|20|
A|66|760|3200|33|
A|67|770|6700|46|
A|68|780|5200|59|
A|69|790|3700|8|
A|70|800|2200|21|
A|71|810|5700|34|
A|72|820|4200|47|
A|73|830|2700|60|
A|74|840|6200|9|
A|75|850|4700|22|
A|76|860|3200|35|
A|77|870|6700|48|
A|78|880|5200|61|
A|79|890|3700|10|
A|80|900|2200|23|
A|81|910|5700|36|
A|82|920|4200|49|
A|83|930|2700|62|
A|84|940|6200|11|
A|85|950|4700|24|
A|86|960|3200|37|
A|87|970|6700|50|
A|88|980|5200|63|
A|89|990|3700|12|
A|90|700|2200|25|
A|91|710|5700|38|
A|92|720|4200|51|
A|93|730|2700|0|
A|94|740|6200|13|
A|95|750|4700|26|
A|96|760|3200|39|
A|97|770|6700|52|
A|98|780|5200|1|
A|99|790|3700|14|
A|100|800|2200|27|
A|101|810|5700|40|
A|102|820|4200|53|
A|103|830|2700|2|
A|104|840|6200|15|
A|105|850|4700|28|
A|106|860|3200|41|
A|107|870|6700|54|
A|108|880|5200|3|
A|109|890|3700|16|
A|110|900|2200|29|
A|111|910|5700|42|
A|112|920|4200|55|
A|113|930|2700|4|
A|114|940|6200|17|
A|115|950|4700|30|
A|116|960|3200|43|
A|117|970|6700|56|
A|118|980|5200|5|
A|119|990|3700|18|
