EVPART1
1|UNIT|pine|POS|IS_A|tree|6df2eec89cd31c02f19a0ff79cc8f7cf8318b0a5e5052c10b61789537adc6ea3
2|UNIT|oak|POS|IS_A|tree|5959cb3d89972757f7fe0031bd776bf18c7f22b53c6898637d598442c606deb0
3|UNIT|tree|POS|IS_A|plant|5448ac45c04d991918c50b5f1f9df267b3ada74326d39bb3ca255394d1e1d6ee
4|UNIT|fern|POS|IS_A|plant|89339ebb6650cbd97816ca31fc4060d4a9937920719b2189f5d62edf438873b6
5|UNIT|moss|POS|IS_A|plant|4f05d9166152094081adb2bc0a9124bbb7207965236e7050a370c1ccf6683162
6|UNIT|deer|POS|IS_A|mammal|bcf15243988e9adf6a765eddf3cc625350df5f62ac70ed9b88213ae33c4df6dd
7|UNIT|bear|POS|IS_A|mammal|b7599f45387cadea994b1fdbfa10c750f5ed006c4c585f77bc6c86255b076aff
8|UNIT|mammal|POS|IS_A|animal|116e3005ffacb6c41cbb16e51e46b088d78f5bae0ad4da8d6fe41290fc916907
9|UNIT|owl|POS|IS_A|bird|4f27ae90a52ec93e33a308106b6b55bdd0239398385733158c4ab43bb8cfe68a
10|UNIT|heron|POS|IS_A|bird|4d05306dbae4e81b0f04216afffc9e91fac152c97e0c097ed4aa69e427deca4c
11|UNIT|bird|POS|IS_A|animal|7dff2cedd691a2648ed38e7f946e52eb021d641765b5cbdca97a378abc9f6436
12|UNIT|trout|POS|IS_A|fish|c4331491231053365a90067207ac09e4dd4b5555aecd761befdb321fba3f6029
13|UNIT|salmon|POS|IS_A|fish|306466a8ebf5fab43f4d94d891df7b83e407d73b2f566685bfe6486b5aa77da1
14|UNIT|fish|POS|IS_A|animal|d85c0df7017afdeda056a2b69d743575f2b6bf292ff46845d18eabdb8f06a676
15|UNIT|brook|POS|IS_A|stream|d0bff81d5e77ce7500797b8209a6a60f414da086d133b7cb9750aebb3df347a6
16|UNIT|stream|POS|IS_A|water|eb0b9240af6e02e3a49cb75435573c04565fc00a9068c1fbda825b2eeb699a65
17|UNIT|lake|POS|IS_A|water|4216e6bc133044a30a6bbd363321a516e3c1a408f05170fb32cfef361baf4525
18|UNIT|pond|POS|IS_A|water|2985b0589d675765c6d6d1fb1791c8f8072796053669b9dd3ec358995e99d0cc
19|UNIT|pine|POS|HAS_PROPERTY|tall|3b531fe14b59a411e75533f814b28d93ce72383d72dce0e41eec44a7e52d0967
20|UNIT|oak|POS|HAS_PROPERTY|tall|858ecc854309c033b03ac968ecef4035fa8c893155edba6b9d704bc8a8114411
