logic-g_cau-GU-01	16	2	2	1	1	AFFIRM	1	869	0	f37-ifp
logic-g_cau-GU-02	16	2	2	1	1	DENY	1	869	1	f37-ifp
logic-g_cau-GU-03	16	2	2	1	1	DENY	1	869	1	f37-ifp
logic-g_cau-GU-04	16	2	2	1	1	DENY	1	869	1	f37-ifp
logic-g_cau-GU-05	16	2	2	1	1	DENY	1	869	1	f37-ifp
logic-g_cau-GU-06	16	2	2	1	1	AFFIRM	1	869	0	f37-ifp
logic-g_cau-GU-07	16	2	2	1	1	DENY	1	869	1	f37-ifp
logic-g_cau-GU-08	16	2	2	1	1	NEUTRAL	1	869	2	f37-ifp
logic-g_cau-GU-09	16	2	2	2	2	AFFIRM	1	869	0	f37-ifp
logic-g_cau-GU-10	16	2	2	1	1	DENY	1	869	1	f37-ifp
logic-g_cau-GU-11	16	2	2	1	1	AFFIRM	1	869	0	f37-ifp
logic-g_cau-GU-12	16	2	2	1	1	AFFIRM	1	869	0	f37-ifp
logic-g_cau-GU-13	16	2	2	1	1	AFFIRM	1	869	0	f37-ifp
logic-g_cau-GU-14	16	2	2	1	1	DENY	1	869	1	f37-ifp
logic-g_cau-GU-15	16	2	2	1	1	AFFIRM	1	869	0	f37-ifp
logic-g_cau-GU-16	16	2	2	2	2	AFFIRM	1	869	0	f37-ifp
logic-g_cau-GU-17	16	2	2	1	1	AFFIRM	1	869	0	f37-ifp
logic-g_cau-GU-18	16	2	2	1	1	NEUTRAL	1	869	2	f37-ifp
logic-g_cau-GU-19	16	2	2	1	1	DENY	1	869	1	f37-ifp
logic-g_cau-GU-20	16	2	2	1	1	DENY	1	869	1	f37-ifp
logic-g_cmp-GM-01	16	2	2	1	1	NEUTRAL	1	869	2	f37-ifp
logic-g_cmp-GM-02	16	2	2	1	1	DENY	1	869	1	f37-ifp
logic-g_cmp-GM-03	16	2	2	1	1	AFFIRM	1	869	0	f37-ifp
logic-g_cmp-GM-04	16	2	2	1	1	DENY	1	869	1	f37-ifp
logic-g_cmp-GM-05	16	2	2	1	1	NEUTRAL	1	869	2	f37-ifp
logic-g_cmp-GM-06	16	2	2	1	1	DENY	1	869	1	f37-ifp
logic-g_cmp-GM-07	16	2	2	1	1	DENY	1	869	1	f37-ifp
logic-g_cmp-GM-08	16	2	2	1	1	AFFIRM	1	869	0	f37-ifp
logic-g_cmp-GM-09	16	2	2	1	1	NEUTRAL	1	869	2	f37-ifp
logic-g_cmp-GM-10	16	2	2	1	1	AFFIRM	1	869	0	f37-ifp
logic-g_cmp-GM-11	16	2	2	1	1	NEUTRAL	1	869	2	f37-ifp
logic-g_cmp-GM-12	16	2	2	1	1	DENY	1	869	1	f37-ifp
logic-g_cmp-GM-13	16	2	2	1	1	AFFIRM	1	869	0	f37-ifp
logic-g_cmp-GM-14	16	2	2	1	1	NEUTRAL	1	869	2	f37-ifp
logic-g_cmp-GM-15	16	2	2	1	1	AFFIRM	1	869	0	f37-ifp
logic-g_cmp-GM-16	16	2	2	1	1	AFFIRM	1	869	0	f37-ifp
logic-g_cmp-GM-17	16	2	2	1	1	AFFIRM	1	869	0	f37-ifp
logic-g_cmp-GM-18	16	2	2	1	1	NEUTRAL	1	869	2	f37-ifp
logic-g_cmp-GM-19	16	2	2	1	1	NEUTRAL	1	869	2	f37-ifp
logic-g_cmp-GM-20	16	2	2	1	1	AFFIRM	1	869	0	f37-ifp
logic-g_con-GC-01	16	2	2	1	1	AFFIRM	1	869	0	f37-ifp
logic-g_con-GC-02	16	2	2	1	1	DENY	1	869	1	f37-ifp
logic-g_con-GC-03	16	2	2	1	1	NEUTRAL	1	869	2	f37-ifp
logic-g_con-GC-04	16	2	2	1	1	DENY	1	869	1	f37-ifp
logic-g_con-GC-05	16	2	2	1	1	DENY	1	869	1	f37-ifp
logic-g_con-GC-06	16	2	2	1	1	AFFIRM	1	869	0	f37-ifp
logic-g_con-GC-07	16	2	2	1	1	DENY	1	869	1	f37-ifp
logic-g_con-GC-08	16	2	2	1	1	DENY	1	869	1	f37-ifp
logic-g_con-GC-09	16	2	2	1	1	DENY	1	869	1	f37-ifp
logic-g_con-GC-10	16	2	2	1	1	NEUTRAL	1	869	2	f37-ifp
logic-g_con-GC-11	16	2	2	1	1	NEUTRAL	1	869	2	f37-ifp
logic-g_con-GC-12	16	2	2	1	1	NEUTRAL	1	869	2	f37-ifp
logic-g_con-GC-13	16	2	2	1	1	AFFIRM	1	869	0	f37-ifp
logic-g_con-GC-14	16	2	2	1	1	NEUTRAL	1	869	2	f37-ifp
logic-g_con-GC-15	16	2	2	1	1	AFFIRM	1	869	0	f37-ifp
logic-g_con-GC-16	16	2	2	1	1	NEUTRAL	1	869	2	f37-ifp
logic-g_con-GC-17	16	2	2	1	1	NEUTRAL	1	869	2	f37-ifp
logic-g_con-GC-18	16	2	2	1	1	NEUTRAL	1	869	2	f37-ifp
logic-g_con-GC-19	16	2	2	1	1	NEUTRAL	1	869	2	f37-ifp
logic-g_con-GC-20	16	2	2	1	1	DENY	1	869	1	f37-ifp
logic-g_cond-GD-01	16	2	2	2	2	AFFIRM	1	869	0	f37-ifp
logic-g_cond-GD-02	16	2	2	2	2	NEUTRAL	1	869	2	f37-ifp
