CAL	0	0	4	0	0
CAL	0	1	11	8	727
PRIOR	0	866	692	1000	933
CAL	1	0	6	0	0
CAL	1	1	4	3	750
PRIOR	1	1000	400	500	900
CAL	2	0	15	4	266
CAL	2	1	7	3	428
PRIOR	2	500	272	363	1000
CAL	3	0	5	1	200
CAL	3	1	10	2	200
PRIOR	3	400	500	777	666
CAL	4	0	11	11	1000
CAL	4	1	4	4	1000
PRIOR	4	266	1000	0	1000
CAL	5	0	11	2	181
CAL	5	1	4	1	250
PRIOR	5	133	500	230	400
THR	d1	428	1
THR	d2	-6	1
F	1	0	1	375	400	1	1	1	1	1	1	1	1	1
F	3	0	1	381	400	1	1	1	1	1	1	1	1	1
F	5	0	1	354	400	1	1	1	1	1	1	1	1	1
F	7	0	1	381	400	1	1	1	1	1	1	1	1	1
F	9	0	1	375	400	1	1	1	1	1	1	1	1	1
F	11	0	1	361	375	1	1	1	1	1	1	1	1	1
F	13	0	1	368	393	1	1	1	1	1	1	1	1	1
F	15	0	1	268	340	1	1	1	1	1	1	1	1	1
F	17	0	1	347	381	1	1	1	1	1	1	1	1	1
F	19	0	1	361	375	1	1	1	1	1	1	1	1	1
F	21	0	0	368	154	0	1	0	0	1	1	0	2	0
F	23	0	1	347	268	1	1	1	1	1	1	0	1	1
F	25	0	1	333	47	1	1	1	1	1	1	0	1	1
F	27	0	1	347	210	1	1	1	1	1	1	0	1	1
F	29	0	0	325	178	0	1	0	0	1	1	0	2	0
F	61	1	0	594	130	0	0	0	0	0	0	0	0	0
F	63	1	1	773	864	1	1	1	1	1	0	1	1	1
F	65	1	1	600	794	1	0	1	1	0	0	1	2	1
F	67	1	1	452	727	1	0	1	1	0	0	1	2	1
F	69	1	1	829	760	1	1	1	1	1	0	0	1	1
F	71	1	1	698	447	1	0	1	1	0	0	0	2	1
F	73	1	1	620	484	1	1	1	1	1	0	0	1	1
F	75	1	1	872	827	1	1	1	1	1	0	0	1	1
F	77	1	1	745	761	1	1	1	1	1	0	1	1	1
F	79	1	1	747	584	1	1	1	1	1	0	0	1	1
F	101	2	1	560	544	1	0	2	1	0	0	0	2	2
F	103	2	0	597	696	0	0	0	0	0	0	1	0	0
