project_candidates	0	0	native_import_projection
build_candidates	0	0	native_build
candidates	0	0	native_candidate_identity
project_constant_probe	0	0	native_import_projection
build_constant_probe	0	0	native_build
project_bounded_allocator_tests	0	0	native_import_projection
build_bounded_allocator_tests	0	0	native_build
project_independent_admission_tests	0	0	native_import_projection
build_independent_admission_tests	0	0	native_build
project_forbidden_selector_tests	0	0	native_import_projection
build_forbidden_selector_tests	0	0	native_build
project_r25_full_digest_exact_parent_v1_runner	0	0	native_import_projection
build_r25_full_digest_exact_parent_v1_runner	0	0	native_build
project_repaired_exact_source_gate	0	0	native_import_projection
build_repaired_exact_source_gate	0	0	native_build
constant_probe	0	0	isolated_compatibility_mechanics
bounded_allocator_tests	0	0	isolated_compatibility_mechanics
independent_admission_tests	0	0	isolated_compatibility_mechanics
forbidden_selector_tests	0	0	isolated_compatibility_mechanics
r25_usage	64	64	fail_closed_no_bundle
r25_missing	66	66	fail_closed_missing_bundle
source_gate_missing	66	66	fail_closed_missing_whole_source
supplement_canonical	0	0	preservation
supplement_protected	0	0	preservation
