V3-01-q0-r0	The human heart has four chambers.	Anatomy of the human heart	The heart has four chambers: the left and right atriums and the left and right ventricles.
V3-01-q0-r1	The human heart has four chambers.	How do the chambers of the heart work? - BBC Science Focus Magazine	A heart has four chambers in total - two upper, and two lower. The upper chambers, called the right and left atria, receive incoming blood.
V3-01-q0-r2	The human heart has four chambers.	Basic Anatomy of the Heart | Northwestern Medicine	The heart is made up of: 4 chambers (2 atria and 2 ventricles) that get blue (deoxygenated) blood from the body.
V3-01-q0-r3	The human heart has four chambers.	Chambers and valves of the heart - Mayo Clinic	A typical heart has two upper and two lower chambers. The upper chambers, the right and left atria, receive incoming blood.
V3-01-q1-r0	The human heart has four chambers.	[SOLVED] Why does the human heart has different chambers?	The human heart has four chambers: two atria (upper chambers) and two ventricles (lower chambers). This structural arrangement is crucial for maintaining the separation of oxygenated and deoxygenated blood.
V3-01-q1-r1	The human heart has four chambers.	True or False: The human heart has five chambers.	The correct option is False. The human heart has four chambers.
V3-01-q1-r2	The human heart has four chambers.	Does the heart consist of five chambers? - Answers	no. the heart only has 4 chambers
V3-01-q1-r3	The human heart has four chambers.	Is it true that human heart has three chambers?	Human heart has four chambers, two atria and two ventricles.
V3-02-q0-r0	The Moon's gravity is the main cause of ocean tides on Earth.	Tides - NASA Science	On Earth, the Moon's gravitational pull causes the oceans to bulge out on both the side closest to the Moon and the side farthest from the Moon. These bulges create high tides.
V3-02-q0-r1	The Moon's gravity is the main cause of ocean tides on Earth.	How does centrifugal force cause the far-side bulge? | WTAMU	Tidal effects are instead caused by gravitational gradients, which are differences in gravity from one point on earth to the next... both the sun's and the moon's gravity add together to create the tidal bulges.
V3-02-q0-r2	The Moon's gravity is the main cause of ocean tides on Earth.	Ocean Tides and the Moon – MCC AST	The twice-daily ocean tides are primarily the result of the Moon's differential force on the material of Earth's crust and ocean.
V3-02-q0-r3	The Moon's gravity is the main cause of ocean tides on Earth.	What causes the tides | BBC Sky at Night Magazine	The gravitational pull of the Moon hauls up Earth's oceans into two bulges on opposite sides of the planet.
V3-02-q1-r0	The Moon's gravity is the main cause of ocean tides on Earth.	How the Moon influences the tides: the scientific explanation	The daily dance of the tides in our oceans is caused mainly by the Moon's gravitational force. Although the Sun also exerts a considerable pull, solar tides are only about half as strong as lunar tides.
V3-02-q1-r1	The Moon's gravity is the main cause of ocean tides on Earth.	Don't Sound Stupid About Tides	As a first explanation of the source of tidal forcing, the two-bulge model has value. It teaches that tides come from gradients, not from ordinary gravity alone. It also helps explain why there are often two high tides per lunar day rather than one.
V3-02-q1-r2	The Moon's gravity is the main cause of ocean tides on Earth.	Why the Moon Influences Tides (alternative gravity theory)	Tides and ebb tides are not the 'stretching of water by the Moon.' They represent a redistribution of water under the action of the aol space pressure, factoring in the law of two-sided compression.
