A01	the window broke the ball	window accident report	the ball hit the window and the window shattered
A02	the rain started before the clouds gathered	storm timeline	the clouds gathered first, and then the rain started
A03	the dog bit the man	park incident	the man bit the dog
A04	the soup is cold	lunch review	the soup is steaming hot
A05	the store is open	shop door notice	a sign on the door says the store is closed
A06	the tank holds at least 100 liters	tank spec	the tank holds 90 liters
A07	at most five guests arrived	party headcount	seven guests arrived
A08	most voters approved the measure	referendum results	49 of the 100 voters approved the measure
A09	the baby weighs 3 kilograms	clinic record	the baby weighs 7 ounces
A10	the box is both open and shut	box inspection	the box is open
A11	no birds were seen today	birdwatch log	the watcher logged three sparrows today
A12	the meeting is on Monday	schedule update	the meeting was moved from Monday to Tuesday
A13	the rain stopped the game	match report	although it rained, the game continued
A14	the light is off	room check	the light is on
A15	she is taller than him	height records	she is 160 cm tall and he is 175 cm tall
A16	the drought caused the flood	flood inquiry	the flood was caused by three days of heavy rain
A17	the chef cooked the meal	kitchen roster	the sous-chef cooked the meal
A18	twice as many cats as dogs were adopted	shelter numbers	10 cats and 6 dogs were adopted
A19	the painting is a forgery	gallery appraisal	the expert confirmed the painting is genuine
A20	the train left at noon	departure board	the train left at 2 pm
A21	the defendant is innocent	trial outcome	the jury found the defendant not guilty
A22	the rooster's crowing makes the sun rise	farm notes	the rooster crows every morning just before sunrise
A23	ice cream causes sunburn	summer health memo	ice cream sales and sunburn cases both peak in July
A24	the rain dance brought the rain	village chronicle	the tribe performed the rain dance, and hours later it rained
A25	dropping out of college causes success	founder survey	several famous founders dropped out of college
A26	the supplement is safe	safety review	no study has ever proven the supplement unsafe
A27	black is due next	casino log	the roulette wheel landed on red ten times in a row
A28	all customers complained	feedback summary	some customers complained
A29	every student passed	exam results	most students passed
A30	every family has 2.3 children	census note	the average family has 2.3 children
A31	only dogs bark	animal behavior guide	dogs bark
A32	the new phone is the best phone	product launch	the new phone was released this month
A33	the old method is the best method	workshop manual	people have used the old method for a hundred years
A34	the policy will bankrupt the town	council debate	critics warn the policy might raise costs
A35	the herb cures colds	herbal claim	Dr. Rao said the herb cures colds
A36	the drug definitely works	trial press note	the drug might work, researchers say
A37	the bridge collapsed	storm warning	if the storm hits, the bridge will collapse
A38	the medicine cured him	recovery story	he took the medicine and he recovered
A39	taller people are better leaders	leadership article	most CEOs are tall
A40	the bat flew into the cave	cave sighting	he swung the wooden bat at the ball
A41	the car is light	car review	every part of the car is light
A42	each musician is talented	concert review	the orchestra is talented
A43	the suspect is guilty	case notes	the suspect has not been proven not guilty
A44	the dam will hold	river authority statement	officials hope the dam will hold
A45	the vaccine prevented an outbreak in the town	town health report	the town was vaccinated and no outbreak occurred
A46	the tank holds exactly 100 liters	tank estimate	the tank holds between 90 and 110 liters
