compiler_identity	0	0	exact_compiler_input
canonical_before	0	0	protected_input_identity
build_project	0	0	native_build
project_layout	0	0	native_projection
build_layout	0	0	native_build
project_oracle	0	0	native_projection
build_oracle	0	0	native_build
project_extract	0	0	native_projection
build_extract	0	0	native_build
project_numeric	0	0	native_projection
build_numeric	0	0	native_build
project_bpe	0	0	native_projection
build_bpe	0	0	native_build
project_negative	0	0	native_projection
build_negative	0	0	native_build
project_rows_test	0	0	native_projection
build_rows_test	0	0	native_build
project_rows_emit	0	0	native_projection
build_rows_emit	0	0	native_build
project_gate	0	0	native_projection
build_gate	0	0	native_build
project_record	0	0	native_projection
build_record	0	0	native_build
layout	0	0	compiler_layout_qualification
extract	0	0	retained_tensor_bpe_custody
extract_nested_r23	0	0	ancestor_retained_tensor_bpe_custody
retention_bpe.framed.bin	0	0	exact_retained_input_equality
retention_ce.bias.f32le	0	0	exact_retained_input_equality
retention_ce.weight.f32le	0	0	exact_retained_input_equality
retention_ch.bias.f32le	0	0	exact_retained_input_equality
retention_ch.weight.f32le	0	0	exact_retained_input_equality
retention_emb.weight.f32le	0	0	exact_retained_input_equality
retention_interpreter.W.f32le	0	0	exact_retained_input_equality
retention_out.bias.f32le	0	0	exact_retained_input_equality
retention_out.weight.f32le	0	0	exact_retained_input_equality
retention_rnn.bias_hh_l0.f32le	0	0	exact_retained_input_equality
retention_rnn.bias_ih_l0.f32le	0	0	exact_retained_input_equality
retention_rnn.weight_hh_l0.f32le	0	0	exact_retained_input_equality
retention_rnn.weight_ih_l0.f32le	0	0	exact_retained_input_equality
oracle	0	0	original_nested_oracle_custody
oracle_repeat	0	0	custody_repeat
oracle_repeat_equal	0	0	custody_repeat_equality
numeric	0	0	isolated_numeric_components
numeric_repeat	0	0	isolated_components_repeat
numeric_repeat_equal	0	0	component_repeat_equality
bpe	0	0	bpe_graph_components
rows_test	1	1	failed_author_reconstruction
rows_emit	1	1	failed_author_reconstruction
gate	91	91	closed_gate_with_real_oracle
gate_no_input	91	91	closed_gate_no_inputs
gate_fake_receipt	91	91	anti_fake_supplied_oracle
copy_missing_manifest	0	0	negative_fixture_setup
copy_bad_manifest	0	0	negative_fixture_setup
corrupt_manifest	0	0	negative_fixture_setup
copy_truncated_manifest	0	0	negative_fixture_setup
truncate_page	0	0	negative_fixture_setup
refuse_missing_pages	0	0	native_byte_table_negative_admission
refuse_corrupt_manifest	0	0	native_byte_table_negative_admission
refuse_truncated_page	0	0	native_byte_table_negative_admission
corrupt_tensor	0	0	negative_fixture_setup
truncate_tensor	0	0	negative_fixture_setup
refuse_corrupt_tensor	20	20	tensor_hash_negative_admission
refuse_truncated_tensor	20	20	tensor_extent_negative_admission
bad_bpe_fixture	0	0	negative_fixture_setup
refuse_bad_bpe	10	10	bpe_hash_negative_admission
canonical_after	0	0	protected_input_identity
canonical_unchanged	0	0	protected_input_equality
diff_check	0	0	owned_source_whitespace
serialize_record	0	0	native_record_serialization
assembly_build_json_validator	0	0	native_evidence_validation_build
assembly_json_validate	0	0	native_record_json_validation
assembly_json_negative	1	1	native_record_json_negative_validation
assembly_author_unchanged	0	0	final_author_source_identity
assembly_reseal_record	0	0	native_record_final_serialization
